"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming","0.24309097","0.04288988","0.038845417","0.003421479"
"2","OLS","0.26199862","0.02275039","0.037309875","0.001827973"
"3","WOLS","0.26084479","0.02238086","0.037403677","0.001776615"
"4","York","0.24406062","0.04376973","0.038787806","0.003393977"
"5","BLM1_fit","0.0286603349788384","0.0100465773481368","0.0567340625425931","0.00105378642832217"
"6","BLM1_fit_NoErrors","0.0290859233263128","0.00964402325208084","0.0566789010918597","0.00103345010562991"
"7","BLM3_fit","0.028266907849583","0.0103764618927778","0.0567498621473634","0.00109265394902979"
