"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming","0.25162069","0.03365275","0.038180248","0.002662594"
"2","OLS","0.26039564","0.01703089","0.037448999","0.001358032"
"3","WOLS","0.26112613","0.01774892","0.037389835","0.001439136"
"4","York","0.25006807","0.03434284","0.038291938","0.002713956"
"5","BLM1_fit","0.255219075628825","0.0163768949608982","0.0377037519725773","0.00129242263655479"
"6","BLM1_fit_NoErrors","0.255539258099633","0.0166411110640037","0.0376715237881175","0.00132175924381131"
"7","BLM3_fit","0.255859142608065","0.0161180068587758","0.037640241795856","0.00126542264741655"
