"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming","0.256456592","0.024917479","0.0378931728","0.0016056507"
"2","OLS","0.261166466","0.005213116","0.0373946622","0.0004184374"
"3","WOLS","0.261212548","0.004993534","0.0373904717","0.0004036823"
"4","York","0.256108347","0.023925763","0.0379518256","0.0015463437"
"5","BLM1_fit","0.206243361650058","0.00612152401148389","0.0416797599489088","0.000488472653561448"
"6","BLM1_fit_NoErrors","0.206862073442083","0.00616758342907688","0.0416304976460409","0.000490985330665994"
"7","BLM3_fit","0.206261013717181","0.00595624511057588","0.0416770254147098","0.000476588053764482"
