"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming","0.25385944","0.15237127","0.038076120","0.012387241"
"2","OLS","0.25894095","0.04449195","0.037600424","0.003627015"
"3","WOLS","0.26240089","0.04656554","0.037257469","0.003772746"
"4","York","0.24682942","0.06665451","0.038604695","0.005346762"
"5","BLM1_fit","0.015770616116724","0.00987970517909232","0.052564154706397","0.00483112615575542"
"6","BLM1_fit_NoErrors","0.016275543966914","0.0100887799981972","0.0522714725281279","0.00562605967451599"
"7","BLM3_fit","0.0152367064163901","0.0100963159641276","0.0525902883984055","0.00472258521130834"
