"","Model","alpha","beta"
"1","OLS",0.263162362467913,0.0371086816778723
"2","OLS",0.265126977029642,0.0371208084579525
"3","OLS",0.251497747799482,0.0382054773577183
"4","OLS",0.249417958593318,0.038330394559787
"5","OLS",0.254045976076162,0.0379375175618051
"6","OLS",0.254766718400356,0.0378534706321589
"7","OLS",0.265276971551737,0.0369986764900589
"8","OLS",0.258472672058136,0.0376153057499606
"9","OLS",0.248968511551694,0.0381869903165696
"10","OLS",0.254648630302094,0.0379050207844839
"11","OLS",0.263714475391819,0.0372636990261874
"12","OLS",0.250793847487157,0.0379607831625782
"13","OLS",0.261340442948055,0.0374855453679648
"14","OLS",0.268169150166446,0.0368814826709875
"15","OLS",0.256571462304319,0.0375200444917208
"16","OLS",0.26434268956082,0.0369840171332111
"17","OLS",0.266193869798149,0.0371003124414987
"18","OLS",0.259795463064198,0.0375746420521349
"19","OLS",0.247668449004371,0.0384066883046472
"20","OLS",0.261890349246093,0.0373162039667219
"21","OLS",0.250186320160482,0.0380757597011452
"22","OLS",0.254321781790607,0.0380259029513133
"23","OLS",0.266448941892074,0.0368912196219531
"24","OLS",0.265373523743635,0.0371805325908316
"25","OLS",0.263513041449251,0.037358972736303
"26","OLS",0.259084035852,0.0374898175534784
"27","OLS",0.252538425847257,0.0380580005732564
"28","OLS",0.263634159903908,0.0371339894280734
"29","OLS",0.267906069077313,0.0368621475481343
"30","OLS",0.258664203992946,0.037282732026024
"31","OLS",0.264787629995798,0.0371993711394739
"32","OLS",0.265022001746369,0.0369946477464262
"33","OLS",0.265176320859753,0.0370827157021173
"34","OLS",0.261457249483456,0.0372661471465622
"35","OLS",0.262038088958623,0.0371460256636135
"36","OLS",0.266126519213142,0.0369756259720302
"37","OLS",0.269069909965424,0.0367626915986153
"38","OLS",0.258812753190068,0.037590144946798
"39","OLS",0.274417521554456,0.0363155109972472
"40","OLS",0.258590681640123,0.0375206873892896
"41","OLS",0.252843959469324,0.0379354798656239
"42","OLS",0.262108948718922,0.0373251083034759
"43","OLS",0.26101593468486,0.0374500000426981
"44","OLS",0.261388487969548,0.0374550134019856
"45","OLS",0.260147092093944,0.0373681858947595
"46","OLS",0.256444308058284,0.037771080956796
"47","OLS",0.262723363818265,0.0371895436020231
"48","OLS",0.251303383457112,0.0381643927485706
"49","OLS",0.248054803224485,0.0383564528595629
"50","OLS",0.255111092197613,0.0378754876506055
"51","OLS",0.2570093106095,0.0376526875142086
"52","OLS",0.270566540165534,0.0365544082080194
"53","OLS",0.253532919569021,0.0379871822146111
"54","OLS",0.253482608359539,0.0378476243410404
"55","OLS",0.267872251481011,0.0370411294699742
"56","OLS",0.248511519649521,0.038270170964691
"57","OLS",0.274086028044479,0.0362240453506188
"58","OLS",0.250119993553102,0.038128182325408
"59","OLS",0.264777789453182,0.0370359562754161
"60","OLS",0.269993469846289,0.0367227438184169
"61","OLS",0.255973980946077,0.0377504643618099
"62","OLS",0.259963784944844,0.0375288760654408
"63","OLS",0.268466819693691,0.0366956362810377
"64","OLS",0.265462027008457,0.0369261263351104
"65","OLS",0.262008277324584,0.0374136459679303
"66","OLS",0.264470051239306,0.0371919836836558
"67","OLS",0.26150321183957,0.0372173910763626
"68","OLS",0.259223254721531,0.037528986822137
"69","OLS",0.258593806620942,0.0374111654299038
"70","OLS",0.262923908982556,0.0372578951252016
"71","OLS",0.268772332831803,0.0367756181781584
"72","OLS",0.259025261973596,0.0375188479107387
"73","OLS",0.265982368384383,0.0370636730574412
"74","OLS",0.265425345782121,0.0371668475401469
"75","OLS",0.258867011628597,0.0376193104508522
"76","OLS",0.250897124427435,0.0381960854539788
"77","OLS",0.266772316314122,0.0369537832364337
"78","OLS",0.259937179525142,0.0376852528706491
"79","OLS",0.264006378710877,0.0371967862494315
"80","OLS",0.260280415185206,0.0375084238272172
"81","OLS",0.257042048158117,0.037757324288606
"82","OLS",0.269788763218094,0.0368087765513728
"83","OLS",0.265584772767335,0.0369260137546726
"84","OLS",0.254699304190251,0.0380806452923061
"85","OLS",0.262312807873077,0.0370259330222914
"86","OLS",0.262003874881433,0.0372422578619625
"87","OLS",0.270011985083281,0.0367401382578976
"88","OLS",0.267182437412158,0.0369012256428567
"89","OLS",0.261358576003107,0.0374368767056314
"90","OLS",0.257983114148992,0.0375931291960792
"91","OLS",0.269680919146732,0.0368106053897769
"92","OLS",0.245271306466615,0.0385283433148527
"93","OLS",0.264321565338936,0.0369921659081962
"94","OLS",0.26167761430315,0.0372999346742246
"95","OLS",0.265304426166866,0.0369867997608474
"96","OLS",0.249699012151402,0.0384257106341682
"97","OLS",0.258663513883112,0.037522449909092
"98","OLS",0.251801943372923,0.0380393218787297
