"","Model","Sample","D47","D47error","meanTemp","Temp_L","Temp_H"
"1","OLS_classic","Test1",0.6,0.005,59.0591687413111,54.3074906394461,63.8108468431761
"2","OLS_classic","Test2",0.7,0.005,18.763986340451,15.5320767365285,21.9958959443734
"3","OLS_classic","Test3",0.8,0.005,-9.71255881041071,-12.0916400890214,-7.3334775318
"4","OLS_classic","Test4",0.6,0.01,59.0591687413111,49.6583443288045,68.4599931538177
"5","OLS_classic","Test5",0.7,0.01,18.763986340451,12.3543238160839,25.1736488648181
"6","OLS_classic","Test6",0.8,0.01,-9.71255881041071,-14.438135899829,-4.98698172099246
"7","OLS_classic","Test7",0.6,0.02,59.0591687413111,40.6532844845369,77.4650529980853
"8","OLS_classic","Test8",0.7,0.02,18.763986340451,6.15536206516492,31.372610615737
"9","OLS_classic","Test9",0.8,0.02,-9.71255881041071,-19.03629648362,-0.388821137201399
"10","OLS_simple","Test1",0.6,0.005,59.0591687413111,38.3874597032917,84.4800713211525
"11","OLS_simple","Test2",0.7,0.005,18.763986340451,4.43986697979153,35.5620991037815
"12","OLS_simple","Test3",0.8,0.005,-9.71255881041066,-20.3839055946935,2.43553483150168
"13","OLS_simple","Test4",0.6,0.01,59.0591687413111,38.3874597032917,84.4800713211525
"14","OLS_simple","Test5",0.7,0.01,18.763986340451,4.43986697979153,35.5620991037815
"15","OLS_simple","Test6",0.8,0.01,-9.71255881041066,-20.3839055946935,2.43553483150168
"16","OLS_simple","Test7",0.6,0.02,59.0591687413111,38.3874597032917,84.4800713211525
"17","OLS_simple","Test8",0.7,0.02,18.763986340451,4.43986697979153,35.5620991037815
"18","OLS_simple","Test9",0.8,0.02,-9.71255881041066,-20.3839055946935,2.43553483150168
"19","York_classic","Test1",0.6,0.005,59.0545052941515,54.3720307356619,63.7369798526411
"20","York_classic","Test2",0.7,0.005,19.2503216981391,16.0496079828148,22.4510354134635
"21","York_classic","Test3",0.8,0.005,-8.99420748848456,-11.3577423548614,-6.63067262210771
"22","York_classic","Test4",0.6,0.01,59.0545052941515,49.7891453840528,68.3198652042502
"23","York_classic","Test5",0.7,0.01,19.2503216981391,12.9019288487396,25.5987145475387
"24","York_classic","Test6",0.8,0.01,-8.99420748848456,-13.6892009859904,-4.29921399097874
"25","York_classic","Test7",0.6,0.02,59.0545052941515,40.9083868359693,77.2006237523338
"26","York_classic","Test8",0.7,0.02,19.2503216981391,6.75993468372104,31.7407087125573
"27","York_classic","Test9",0.8,0.02,-8.99420748848456,-18.2587432739004,0.270328296931293
"28","York_simple","Test1",0.6,0.005,59.0545052941515,38.6250755625327,84.1099644248719
"29","York_simple","Test2",0.7,0.005,19.2503216981391,5.02951960243882,35.9017545122834
"30","York_simple","Test3",0.8,0.005,-8.99420748848456,-19.619676273816,3.08993433697543
"31","York_simple","Test4",0.6,0.01,59.0545052941515,38.6250755625327,84.1099644248719
"32","York_simple","Test5",0.7,0.01,19.2503216981391,5.02951960243882,35.9017545122834
"33","York_simple","Test6",0.8,0.01,-8.99420748848456,-19.619676273816,3.08993433697543
"34","York_simple","Test7",0.6,0.02,59.0545052941515,38.6250755625327,84.1099644248719
"35","York_simple","Test8",0.7,0.02,19.2503216981391,5.02951960243882,35.9017545122834
"36","York_simple","Test9",0.8,0.02,-8.99420748848456,-19.619676273816,3.08993433697543
"37","Deming_classic","Test1",0.6,0.005,58.9659056264301,54.2799857150582,63.651825537802
"38","Deming_classic","Test2",0.7,0.005,19.1389657317091,15.9369799149747,22.3409515484436
"39","Deming_classic","Test3",0.8,0.005,-9.11386397720128,-11.4778314794044,-6.7498964749982
"40","Deming_classic","Test4",0.6,0.01,58.9659056264301,49.6938268095503,68.2379844433098
"41","Deming_classic","Test5",0.7,0.01,19.1389657317091,12.78809060921,25.4898408542082
"42","Deming_classic","Test6",0.8,0.01,-9.11386397720128,-13.8096966453993,-4.4180313090033
"43","Deming_classic","Test7",0.6,0.02,58.9659056264301,40.8069995522707,77.1248117005895
"44","Deming_classic","Test8",0.7,0.02,19.1389657317091,6.64385085281897,31.6340806105992
"45","Deming_classic","Test9",0.8,0.02,-9.11386397720128,-18.3799777931694,0.152249838766862
"46","Deming_simple","Test1",0.6,0.005,58.9659056264301,38.5299613335891,84.0326848652834
"47","Deming_simple","Test2",0.7,0.005,19.1389657317091,4.91809698762944,35.7915753966447
"48","Deming_simple","Test3",0.8,0.005,-9.11386397720128,-19.7372275237817,2.96830676808958
"49","Deming_simple","Test4",0.6,0.01,58.9659056264301,38.5299613335891,84.0326848652834
"50","Deming_simple","Test5",0.7,0.01,19.1389657317091,4.91809698762944,35.7915753966447
"51","Deming_simple","Test6",0.8,0.01,-9.11386397720128,-19.7372275237817,2.96830676808958
"52","Deming_simple","Test7",0.6,0.02,58.9659056264301,38.5299613335891,84.0326848652834
"53","Deming_simple","Test8",0.7,0.02,19.1389657317091,4.91809698762944,35.7915753966447
"54","Deming_simple","Test9",0.8,0.02,-9.11386397720128,-19.7372275237817,2.96830676808958
"55","WOLS_classic","Test1",0.6,0.005,59.0631456391793,54.310771377269,63.8155199010895
"56","WOLS_classic","Test2",0.7,0.005,18.7629568218342,15.5307220672744,21.995191576394
"57","WOLS_classic","Test3",0.8,0.005,-9.71605512592078,-12.0953069043222,-7.33680334751938
"58","WOLS_classic","Test4",0.6,0.01,59.0631456391793,49.6609575262768,68.4653337520817
"59","WOLS_classic","Test5",0.7,0.01,18.7629568218342,12.3526550218364,25.173258621832
"60","WOLS_classic","Test6",0.8,0.01,-9.71605512592078,-14.4419681369167,-4.99014211492486
"61","WOLS_classic","Test7",0.6,0.02,59.0631456391793,40.6546425962453,77.4716486821132
"62","WOLS_classic","Test8",0.7,0.02,18.7629568218342,6.15309629358363,31.3728173500848
"63","WOLS_classic","Test9",0.8,0.02,-9.71605512592078,-19.0404450282586,-0.391665223582988
"64","WOLS_simple","Test1",0.6,0.005,59.0631456391792,38.3886354476793,84.4882157771117
"65","WOLS_simple","Test2",0.7,0.005,18.7629568218342,4.43749334011466,35.562928654086
"66","WOLS_simple","Test3",0.8,0.005,-9.71605512592078,-20.3881176863019,2.43298851710745
"67","WOLS_simple","Test4",0.6,0.01,59.0631456391792,38.3886354476793,84.4882157771117
"68","WOLS_simple","Test5",0.7,0.01,18.7629568218342,4.43749334011466,35.562928654086
"69","WOLS_simple","Test6",0.8,0.01,-9.71605512592078,-20.3881176863019,2.43298851710745
"70","WOLS_simple","Test7",0.6,0.02,59.0631456391792,38.3886354476793,84.4882157771117
"71","WOLS_simple","Test8",0.7,0.02,18.7629568218342,4.43749334011466,35.562928654086
"72","WOLS_simple","Test9",0.8,0.02,-9.71605512592078,-20.3881176863019,2.43298851710745
"73","BayesianBLM1_noninformative","Test1",0.6,0.005,52.2068224388738,33.0133761284466,75.4660065867861
"74","BayesianBLM1_noninformative","Test2",0.7,0.005,17.3943175785093,3.50613889032473,33.5827663197315
"75","BayesianBLM1_noninformative","Test3",0.8,0.005,-8.20595756084936,-18.8703488672355,3.945750782804
"76","BayesianBLM1_noninformative","Test4",0.6,0.01,52.2085178821123,33.0270268859586,75.4513149055261
"77","BayesianBLM1_noninformative","Test5",0.7,0.01,17.3935210906677,3.50508559434309,33.5954688495543
"78","BayesianBLM1_noninformative","Test6",0.8,0.01,-8.20284583476251,-18.87130568388,3.93447746249467
"79","BayesianBLM1_noninformative","Test7",0.6,0.02,52.2083793045052,33.0130733803899,75.4523182170025
"80","BayesianBLM1_noninformative","Test8",0.7,0.02,17.3943955446019,3.51442485960854,33.590300590792
"81","BayesianBLM1_noninformative","Test9",0.8,0.02,-8.20534427240506,-18.8575055126836,3.91902671765894
"82","BayesianBLM1_NoErrors_noninformative","Test1",0.6,0.005,52.2650743841224,32.9505075015709,75.6840828718136
"83","BayesianBLM1_NoErrors_noninformative","Test2",0.7,0.005,17.4016769172357,3.44947450059129,33.6994870504078
"84","BayesianBLM1_NoErrors_noninformative","Test3",0.8,0.005,-8.22544609653738,-18.9257135778231,3.97193924207954
"85","BayesianBLM1_NoErrors_noninformative","Test4",0.6,0.01,52.2657589068897,32.9583547834208,75.6743865225561
"86","BayesianBLM1_NoErrors_noninformative","Test5",0.7,0.01,17.402479305993,3.45198173486557,33.6971158452328
"87","BayesianBLM1_NoErrors_noninformative","Test6",0.8,0.01,-8.22426559692622,-18.9316207732323,3.94296952887095
"88","BayesianBLM1_NoErrors_noninformative","Test7",0.6,0.02,52.2703856989503,33.0047633616514,75.6686263297437
"89","BayesianBLM1_NoErrors_noninformative","Test8",0.7,0.02,17.4036702330529,3.44885873444707,33.69477751251
"90","BayesianBLM1_NoErrors_noninformative","Test9",0.8,0.02,-8.22513799851168,-18.9251152418818,3.95962129121631
"91","BayesianBLM1_informative","Test1",0.6,0.005,51.8031375531036,32.7990637517196,74.7967279070185
"92","BayesianBLM1_informative","Test2",0.7,0.005,17.5433184482937,3.74697704640039,33.604922733132
"93","BayesianBLM1_informative","Test3",0.8,0.005,-7.74679285508705,-18.3954352596322,4.37231226258672
"94","BayesianBLM1_informative","Test4",0.6,0.01,51.7908615257095,32.7955851868226,74.7550693763883
"95","BayesianBLM1_informative","Test5",0.7,0.01,17.546249985457,3.73800749264109,33.6335233451428
"96","BayesianBLM1_informative","Test6",0.8,0.01,-7.74818977169951,-18.3803452815903,4.34666401016619
"97","BayesianBLM1_informative","Test7",0.6,0.02,51.8082828682444,32.825763023068,74.7950305285189
"98","BayesianBLM1_informative","Test8",0.7,0.02,17.5493319847591,3.70488846448012,33.6922971036872
"99","BayesianBLM1_informative","Test9",0.8,0.02,-7.74556568330468,-18.3872850973265,4.35369357406756
"100","BayesianBLM1_NoErrors_informative","Test1",0.6,0.005,51.8710299672794,32.7647012747307,75.0309206695896
"101","BayesianBLM1_NoErrors_informative","Test2",0.7,0.005,17.5578153738842,3.6748109457767,33.7538357318401
"102","BayesianBLM1_NoErrors_informative","Test3",0.8,0.005,-7.76156806229648,-18.4384178812647,4.40754519874895
"103","BayesianBLM1_NoErrors_informative","Test4",0.6,0.01,51.8556762270318,32.7325497036902,74.9980025034675
"104","BayesianBLM1_NoErrors_informative","Test5",0.7,0.01,17.5607967073931,3.65404677804133,33.7497051362722
"105","BayesianBLM1_NoErrors_informative","Test6",0.8,0.01,-7.75918786078154,-18.43352465458,4.41542114902774
"106","BayesianBLM1_NoErrors_informative","Test7",0.6,0.02,51.8666493703284,32.7791739818662,74.9920522021875
"107","BayesianBLM1_NoErrors_informative","Test8",0.7,0.02,17.5605027226628,3.67777426500874,33.7446709542978
"108","BayesianBLM1_NoErrors_informative","Test9",0.8,0.02,-7.76458884805612,-18.4529693475763,4.4048411337447
