"","Model","Sample","D47","D47error","meanTemp","Temp_L","Temp_H"
"1","OLS_classic","Test1",0.6,0.005,58.9423460906895,54.1952472132966,63.6894449680824
"2","OLS_classic","Test2",0.7,0.005,18.6819174475229,15.4524479240704,21.9113869709755
"3","OLS_classic","Test3",0.8,0.005,-9.77493877819501,-12.1525370237269,-7.39734053266307
"4","OLS_classic","Test4",0.6,0.01,58.9423460906895,49.5505195006674,68.3341726807116
"5","OLS_classic","Test5",0.7,0.01,18.6819174475229,12.2770688318378,25.0867660632081
"6","OLS_classic","Test6",0.8,0.01,-9.77493877819501,-14.4975825909505,-5.05229496543947
"7","OLS_classic","Test7",0.6,0.02,58.9423460906895,40.5538459007708,77.3308462806082
"8","OLS_classic","Test8",0.7,0.02,18.6819174475229,6.08266594737776,31.2811689476681
"9","OLS_classic","Test9",0.8,0.02,-9.77493877819501,-19.0929370115037,-0.456940544886322
"10","OLS_simple","Test1",0.6,0.005,58.9423460906895,33.0047368263231,92.8308662325894
"11","OLS_simple","Test2",0.7,0.005,18.6819174475229,0.609348763151502,40.882159450913
"12","OLS_simple","Test3",0.8,0.005,-9.77493877819501,-23.287915215812,6.19785578881238
"13","OLS_simple","Test4",0.6,0.01,58.9423460906895,33.0047368263231,92.8308662325894
"14","OLS_simple","Test5",0.7,0.01,18.6819174475229,0.609348763151502,40.882159450913
"15","OLS_simple","Test6",0.8,0.01,-9.77493877819501,-23.287915215812,6.19785578881238
"16","OLS_simple","Test7",0.6,0.02,58.9423460906895,33.0047368263231,92.8308662325894
"17","OLS_simple","Test8",0.7,0.02,18.6819174475229,0.609348763151502,40.882159450913
"18","OLS_simple","Test9",0.8,0.02,-9.77493877819501,-23.287915215812,6.19785578881238
"19","York_classic","Test1",0.6,0.005,58.3771175664246,53.7713525276143,62.9828826052349
"20","York_classic","Test2",0.7,0.005,19.1327443809902,15.9691436809257,22.2963450810547
"21","York_classic","Test3",0.8,0.005,-8.82592159595055,-11.16927092243,-6.4825722694711
"22","York_classic","Test4",0.6,0.01,58.3771175664246,49.2621569589739,67.4920781738753
"23","York_classic","Test5",0.7,0.01,19.1327443809902,12.8573820449118,25.4081067170685
"24","York_classic","Test6",0.8,0.01,-8.82592159595055,-13.4811070234633,-4.17073616843776
"25","York_classic","Test7",0.6,0.02,58.3771175664246,40.52032007093,76.2339150619192
"26","York_classic","Test8",0.7,0.02,19.1327443809902,6.78382659953358,31.4816621624468
"27","York_classic","Test9",0.8,0.02,-8.82592159595055,-18.0130181282989,0.361174936397781
"28","York_simple","Test1",0.6,0.005,58.3771175664246,33.0644610384382,91.2226159954788
"29","York_simple","Test2",0.7,0.005,19.1327443809902,1.34371287873768,40.8990056698374
"30","York_simple","Test3",0.8,0.005,-8.82592159595055,-22.2011012712158,6.94447324081654
"31","York_simple","Test4",0.6,0.01,58.3771175664246,33.0644610384382,91.2226159954788
"32","York_simple","Test5",0.7,0.01,19.1327443809902,1.34371287873768,40.8990056698374
"33","York_simple","Test6",0.8,0.01,-8.82592159595055,-22.2011012712158,6.94447324081654
"34","York_simple","Test7",0.6,0.02,58.3771175664246,33.0644610384382,91.2226159954788
"35","York_simple","Test8",0.7,0.02,19.1327443809902,1.34371287873768,40.8990056698374
"36","York_simple","Test9",0.8,0.02,-8.82592159595055,-22.2011012712158,6.94447324081654
"37","Deming_classic","Test1",0.6,0.005,58.697221413637,54.0768609020767,63.3175819251974
"38","Deming_classic","Test2",0.7,0.005,19.3424889985914,16.1711911614948,22.5137868356879
"39","Deming_classic","Test3",0.8,0.005,-8.67787412778387,-11.0258269434451,-6.32992131212258
"40","Deming_classic","Test4",0.6,0.01,58.697221413637,49.5535861522702,67.8408566750038
"41","Deming_classic","Test5",0.7,0.01,19.3424889985914,13.0519466189109,25.6330313782718
"42","Deming_classic","Test6",0.8,0.01,-8.67787412778387,-13.3421607047257,-4.01358755084204
"43","Deming_classic","Test7",0.6,0.02,58.697221413637,40.7850414797003,76.6094013475737
"44","Deming_classic","Test8",0.7,0.02,19.3424889985914,6.96403586049163,31.7209421366911
"45","Deming_classic","Test9",0.8,0.02,-8.67787412778387,-17.8827627882995,0.527014532731787
"46","Deming_simple","Test1",0.6,0.005,58.697221413637,33.3117663738587,91.6559560417517
"47","Deming_simple","Test2",0.7,0.005,19.3424889985914,1.51390974603305,41.1644924267223
"48","Deming_simple","Test3",0.8,0.005,-8.67787412778387,-22.0771034590526,7.12438232683485
"49","Deming_simple","Test4",0.6,0.01,58.697221413637,33.3117663738587,91.6559560417517
"50","Deming_simple","Test5",0.7,0.01,19.3424889985914,1.51390974603305,41.1644924267223
"51","Deming_simple","Test6",0.8,0.01,-8.67787412778387,-22.0771034590526,7.12438232683485
"52","Deming_simple","Test7",0.6,0.02,58.697221413637,33.3117663738587,91.6559560417517
"53","Deming_simple","Test8",0.7,0.02,19.3424889985914,1.51390974603305,41.1644924267223
"54","Deming_simple","Test9",0.8,0.02,-8.67787412778387,-22.0771034590526,7.12438232683485
"55","WOLS_classic","Test1",0.6,0.005,58.957506555115,54.2099454989895,63.7050676112405
"56","WOLS_classic","Test2",0.7,0.005,18.6935024781144,15.4637754771543,21.9232294790745
"57","WOLS_classic","Test3",0.8,0.005,-9.76546967282781,-12.1432310393862,-7.38770830626942
"58","WOLS_classic","Test4",0.6,0.01,58.957506555115,49.5647707922636,68.3502423179664
"59","WOLS_classic","Test5",0.7,0.01,18.6935024781144,12.2881453610722,25.0988595951566
"60","WOLS_classic","Test6",0.8,0.01,-9.76546967282781,-14.4884364409471,-5.04250290470851
"61","WOLS_classic","Test7",0.6,0.02,58.957506555115,40.5672459209012,77.3477671893288
"62","WOLS_classic","Test8",0.7,0.02,18.6935024781144,6.09325885463677,31.293746101592
"63","WOLS_classic","Test9",0.8,0.02,-9.76546967282781,-19.0841010580016,-0.446838287654032
"64","WOLS_simple","Test1",0.6,0.005,58.957506555115,33.0175138129947,92.8496226460001
"65","WOLS_simple","Test2",0.7,0.005,18.6935024781144,0.619554467150351,40.8956248670556
"66","WOLS_simple","Test3",0.8,0.005,-9.76546967282781,-23.2793416337932,6.2084716887959
"67","WOLS_simple","Test4",0.6,0.01,58.957506555115,33.0175138129947,92.8496226460001
"68","WOLS_simple","Test5",0.7,0.01,18.6935024781144,0.619554467150351,40.8956248670556
"69","WOLS_simple","Test6",0.8,0.01,-9.76546967282781,-23.2793416337932,6.2084716887959
"70","WOLS_simple","Test7",0.6,0.02,58.957506555115,33.0175138129947,92.8496226460001
"71","WOLS_simple","Test8",0.7,0.02,18.6935024781144,0.619554467150351,40.8956248670556
"72","WOLS_simple","Test9",0.8,0.02,-9.76546967282781,-23.2793416337932,6.2084716887959
"73","BayesianBLM1_noninformative","Test1",0.6,0.005,58.4770749179594,32.4738537929943,92.5676155551554
"74","BayesianBLM1_noninformative","Test2",0.7,0.005,18.413346440884,0.267893074252584,40.7268113939633
"75","BayesianBLM1_noninformative","Test3",0.8,0.005,-9.92319385887225,-23.5257059442739,6.14374467181563
"76","BayesianBLM1_noninformative","Test4",0.6,0.01,58.4650175571476,32.4613253184676,92.5601449295836
"77","BayesianBLM1_noninformative","Test5",0.7,0.01,18.4297804220353,0.30569451919547,40.7074243974741
"78","BayesianBLM1_noninformative","Test6",0.8,0.01,-9.92067343911236,-23.5317461363344,6.15365348954663
"79","BayesianBLM1_noninformative","Test7",0.6,0.02,58.4659602810241,32.4344376465762,92.639842258846
"80","BayesianBLM1_noninformative","Test8",0.7,0.02,18.4218999882818,0.273601073840041,40.7282433624632
"81","BayesianBLM1_noninformative","Test9",0.8,0.02,-9.92177340655002,-23.534412222358,6.15980195295981
"82","BayesianBLM1_NoErrors_noninformative","Test1",0.6,0.005,58.5191368013258,32.1869942555603,93.1586498536918
"83","BayesianBLM1_NoErrors_noninformative","Test2",0.7,0.005,18.4045314073816,0.0731128200739022,41.0068737815453
"84","BayesianBLM1_NoErrors_noninformative","Test3",0.8,0.005,-9.96497577627963,-23.7172388571549,6.30564475018878
"85","BayesianBLM1_NoErrors_noninformative","Test4",0.6,0.01,58.5169444614718,32.2153694572891,93.1280524552299
"86","BayesianBLM1_NoErrors_noninformative","Test5",0.7,0.01,18.4065666527295,0.0431981781566719,41.0359460450923
