"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming","0.261730943","0.020891258","0.0374104080","0.0016199354"
"2","OLS","0.263965201","0.009153669","0.0371971627","0.0007235869"
"3","WOLS","0.264093267","0.009425651","0.0371814156","0.0007604949"
"4","York","0.259564037","0.018138493","0.0375674882","0.0014240270"
"5","BLM1_fit","0.262367380956562","0.00752708035466974","0.0372409338276068","0.000625993218553893"
"6","BLM1_fit_NoErrors","0.262781157813126","0.00780487888211344","0.0372048540031899","0.000649201509029311"
"7","BLM3_fit","0.262634636436221","0.00701304975643631","0.0372221713144566","0.000584266878836821"
