"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming","0.261558196","0.013066508","0.0374257176","0.0008646799"
"2","OLS","0.263889376","0.002831963","0.0371986503","0.0002263155"
"3","WOLS","0.264040767","0.002741131","0.0371863972","0.0002210831"
"4","York","0.261235446","0.013265240","0.0374468031","0.0008574699"
"5","BLM1_fit","0.247336265497248","0.0028902178944829","0.0385293878491666","0.000233800564104423"
"6","BLM1_fit_NoErrors","0.247373740324817","0.00310566840027757","0.0385265288127097","0.000249564676297086"
"7","BLM3_fit","0.247468238389956","0.00300827424153117","0.0385191701539793","0.000243166390281867"
