"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming","0.261863118","0.013139338","0.0374036918","0.0008696815"
"2","OLS","0.263853383","0.002715936","0.0371996541","0.0002197205"
"3","WOLS","0.263965096","0.002760147","0.0371934237","0.0002218473"
"4","York","0.261477003","0.013341957","0.0374267905","0.0008831639"
"5","BLM1_fit","0.25699841177647","0.00263447519367271","0.0377109542635675","0.000210865689771955"
"6","BLM1_fit_NoErrors","0.256994309190318","0.00283753385969971","0.0377110718711191","0.00022590935664822"
"7","BLM3_fit","0.257085796133343","0.00279822085548323","0.0377048871155073","0.000226036117877056"
