"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming","0.24861755","0.03524640","0.038418849","0.002807152"
"2","OLS","0.26096546","0.01722887","0.037405200","0.001375785"
"3","WOLS","0.26133732","0.01759404","0.037364423","0.001411910"
"4","York","0.24757397","0.03290568","0.038504214","0.002633108"
"5","BLM1_fit","0.260814093143031","0.0164921204276401","0.0376570349024773","0.00128584510522103"
"6","BLM1_fit_NoErrors","0.26144026071437","0.015616618961542","0.0376087663263698","0.00121420388979744"
"7","BLM3_fit","0.261240186569128","0.0159654176109258","0.0376219621772038","0.00123666037126524"
