"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,59.9358563581557,2.47228172918057
"2","OLS","Test2",0.7,0.005,18.9594752445692,1.67179026052196
"3","OLS","Test3",0.8,0.005,-9.86080393809135,1.22614751042221
"4","OLS","Test4",0.6,0.01,59.9358563581557,4.8903177655597
"5","OLS","Test5",0.7,0.01,18.9594752445692,3.31520141782289
"6","OLS","Test6",0.8,0.01,-9.86080393809135,2.4353224015631
"7","OLS","Test7",0.6,0.02,59.9358563581557,9.5713760750233
"8","OLS","Test8",0.7,0.02,18.9594752445692,6.52003137071387
"9","OLS","Test9",0.8,0.02,-9.86080393809135,4.80429396515854
"10","York","Test1",0.6,0.005,61.4018528912758,2.53875664150331
"11","York","Test2",0.7,0.005,19.4810405087776,1.70353924581741
"12","York","Test3",0.8,0.005,-9.81828668464823,1.24342954561439
"13","York","Test4",0.6,0.01,61.4018528912758,5.02058052677069
"14","York","Test5",0.7,0.01,19.4810405087776,3.3776694886227
"15","York","Test6",0.8,0.01,-9.81828668464823,2.46940971597314
"16","York","Test7",0.6,0.02,61.4018528912758,9.82170982233015
"17","York","Test8",0.7,0.02,19.4810405087776,6.64101620962805
"18","York","Test9",0.8,0.02,-9.81828668464823,4.8706262868813
"19","Deming","Test1",0.6,0.005,61.4435268088259,2.54032999215082
"20","Deming","Test2",0.7,0.005,19.5002792913077,1.70429823598386
"21","Deming","Test3",0.8,0.005,-9.81056953910485,1.24384899189528
"22","Deming","Test4",0.6,0.01,61.4435268088259,5.02366416118764
"23","Deming","Test5",0.7,0.01,19.5002792913077,3.37916332109438
"24","Deming","Test6",0.8,0.01,-9.81056953910485,2.47023739612246
"25","Deming","Test7",0.6,0.02,61.4435268088259,9.8276379281059
"26","Deming","Test8",0.7,0.02,19.5002792913077,6.64391122220172
"27","Deming","Test9",0.8,0.02,-9.81056953910485,4.87223830986284
"28","WOLS","Test1",0.6,0.005,59.9784618626965,2.47561620725907
"29","WOLS","Test2",0.7,0.005,18.955212652575,1.67333893119104
"30","WOLS","Test3",0.8,0.005,-9.88808085236735,1.22695904823439
"31","WOLS","Test4",0.6,0.01,59.9784618626965,4.89684822218271
"32","WOLS","Test5",0.7,0.01,18.955212652575,3.31824604416397
"33","WOLS","Test6",0.8,0.01,-9.88808085236735,2.43692136185967
"34","WOLS","Test7",0.6,0.02,59.9784618626965,9.58391177436243
"35","WOLS","Test8",0.7,0.02,18.955212652575,6.52591847560376
"36","WOLS","Test9",0.8,0.02,-9.88808085236735,4.80739876157782
"37","BayesianBLM1","Test1",0.6,0.005,59.6228266409029,0.258792375198568
"38","BayesianBLM1","Test2",0.7,0.005,18.9166665873699,0.17651052660388
"39","BayesianBLM1","Test3",0.8,0.005,-9.76806149547354,0.129800908222923
"40","BayesianBLM1","Test4",0.6,0.01,59.6267529785571,0.263162971432979
"41","BayesianBLM1","Test5",0.7,0.01,18.919349239995,0.168299485040338
"42","BayesianBLM1","Test6",0.8,0.01,-9.76756659539512,0.135063661986291
"43","BayesianBLM1","Test7",0.6,0.02,59.6206141839909,0.254325821553592
"44","BayesianBLM1","Test8",0.7,0.02,18.9229967437829,0.172360447219067
"45","BayesianBLM1","Test9",0.8,0.02,-9.77006623962839,0.1314992719427
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,59.9342829346463,0.264488608863223
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,18.9513109457133,0.189489048893118
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-9.86200289922916,0.144514530902941
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,59.9469156371652,0.281077425031149
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,18.9573466341742,0.177280567372129
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,-9.85744748381843,0.142689345550251
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,59.9308907515781,0.28842537927612
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,18.9528959915533,0.182592034317463
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,-9.85975015003545,0.1314629284273
"55","infTempBayesianBLM3","Test1",0.6,0.005,59.9961447104535,0.291164688652768
"56","infTempBayesianBLM3","Test2",0.7,0.005,18.9730521296888,0.200735454714917
"57","infTempBayesianBLM3","Test3",0.8,0.005,-9.86650019656698,0.128038777480225
"58","infTempBayesianBLM3","Test4",0.6,0.01,59.9968318473591,0.280537573583771
"59","infTempBayesianBLM3","Test5",0.7,0.01,18.9788523759897,0.191378297380263
"60","infTempBayesianBLM3","Test6",0.8,0.01,-9.8691149778207,0.137075912161369
"61","infTempBayesianBLM3","Test7",0.6,0.02,59.9899140541753,0.272811176501331
"62","infTempBayesianBLM3","Test8",0.7,0.02,18.9768398589734,0.200561357480122
"63","infTempBayesianBLM3","Test9",0.8,0.02,-9.86998671471659,0.136420166951696
