"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.272346852,0.016648337,0.0365849187,0.0014293874
"2","OLS",0.264261481,0.006338645,0.0371519371,0.0005185421
"3","WOLS",0.264988467,0.006319322,0.0370855037,0.0005071642
"4","York",0.27164284,0.016076752,0.0366456921,0.0013945647
"5","BLM1_fit",0.246725334251652,0.0128948334491776,0.0385726458188036,0.00104135123675252
"6","BLM1_fit_NoErrors",0.264606570969329,0.0062681026091902,0.0371177598961149,0.000501332340936745
"7","BLM3_fit",0.264526772226791,0.00617639872788476,0.0371257778746108,0.000494303310476109
