"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.274718682,0.009517233,0.0364225511,0.0008501915
"2","OLS",0.266729138,0.003230273,0.0369723526,0.0002607117
"3","WOLS",0.267231141,0.003474973,0.0369282825,0.0002830933
"4","York",0.27343553,0.009080934,0.0365359188,0.00079426
"5","BLM1_fit",0.266687387464398,0.00355481336191709,0.0369736649747853,0.000284240244081886
"6","BLM1_fit_NoErrors",0.266682496045547,0.00342238163953866,0.0369729420129848,0.000275411303897759
"7","BLM3_fit",0.266784004676953,0.00341025564879364,0.0369649929191483,0.000274502336083873
