"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,59.2492725731583,2.43664671633866
"2","OLS","Test2",0.7,0.005,18.7794803928853,1.65476856625156
"3","OLS","Test3",0.8,0.005,-9.78447030467879,1.21693342561235
"4","OLS","Test4",0.6,0.01,59.2492725731583,4.82048185417102
"5","OLS","Test5",0.7,0.01,18.7794803928853,3.28171282899052
"6","OLS","Test6",0.8,0.01,-9.78447030467879,2.41715200361466
"7","OLS","Test7",0.6,0.02,59.2492725731583,9.43714721037225
"8","OLS","Test8",0.7,0.02,18.7794803928853,6.45518332650954
"9","OLS","Test9",0.8,0.02,-9.78447030467879,4.76894934817534
"10","York","Test1",0.6,0.005,60.3777985191754,2.49171641755891
"11","York","Test2",0.7,0.005,19.1244457132633,1.68113846275088
"12","York","Test3",0.8,0.005,-9.83724180854034,1.23126575796027
"13","York","Test4",0.6,0.01,60.3777985191754,4.92840919460309
"14","York","Test5",0.7,0.01,19.1244457132633,3.33359738525229
"15","York","Test6",0.8,0.01,-9.83724180854034,2.44541908092583
"16","York","Test7",0.6,0.02,60.3777985191754,9.64460692388468
"17","York","Test8",0.7,0.02,19.1244457132633,6.55567030910123
"18","York","Test9",0.8,0.02,-9.83724180854034,4.82394691863345
"19","Deming","Test1",0.6,0.005,60.3740600393596,2.48816321284153
"20","Deming","Test2",0.7,0.005,19.169706401027,1.67956667391945
"21","Deming","Test3",0.8,0.005,-9.76920092795109,1.23049272489754
"22","Deming","Test4",0.6,0.01,60.3740600393596,4.92145784501088
"23","Deming","Test5",0.7,0.01,19.169706401027,3.33051148854952
"24","Deming","Test6",0.8,0.01,-9.76920092795109,2.44389877071836
"25","Deming","Test7",0.6,0.02,60.3740600393596,9.63129158395651
"26","Deming","Test8",0.7,0.02,19.169706401027,6.54971945420618
"27","Deming","Test9",0.8,0.02,-9.76920092795109,4.8210056334583
"28","WOLS","Test1",0.6,0.005,59.3568554753365,2.44375380539049
"29","WOLS","Test2",0.7,0.005,18.7864872356796,1.65812336886756
"30","WOLS","Test3",0.8,0.005,-9.82765516394289,1.21872010983145
"31","WOLS","Test4",0.6,0.01,59.3568554753365,4.83440668028675
"32","WOLS","Test5",0.7,0.01,18.7864872356796,3.28831079769225
"33","WOLS","Test6",0.8,0.01,-9.82765516394289,2.42067375616506
"34","WOLS","Test7",0.6,0.02,59.3568554753365,9.46389874399853
"35","WOLS","Test8",0.7,0.02,18.7864872356796,6.46795092495074
"36","WOLS","Test9",0.8,0.02,-9.82765516394289,4.77579343652781
"37","BayesianBLM1","Test1",0.6,0.005,59.0619059804983,0.654887975087388
"38","BayesianBLM1","Test2",0.7,0.005,18.7492039050999,0.442533706168429
"39","BayesianBLM1","Test3",0.8,0.005,-9.73197755626216,0.332293190377649
"40","BayesianBLM1","Test4",0.6,0.01,59.044579079296,0.666595844489926
"41","BayesianBLM1","Test5",0.7,0.01,18.7641479568109,0.457260018780299
"42","BayesianBLM1","Test6",0.8,0.01,-9.72365428140927,0.340232849860212
"43","BayesianBLM1","Test7",0.6,0.02,59.0598385586454,0.629729300193744
"44","BayesianBLM1","Test8",0.7,0.02,18.7719833867122,0.440168798726513
"45","BayesianBLM1","Test9",0.8,0.02,-9.72567511882266,0.335200119540866
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,59.1882248076479,0.661074316309893
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,18.7808526686755,0.466098646322835
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-9.75547122694676,0.32036835037863
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,59.2344091395452,0.657994436083087
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,18.7791258417572,0.448059671413246
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,-9.75951611178164,0.346000704980145
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,59.2213080251802,0.639416726832549
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,18.7837194193302,0.474531127823672
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,-9.75611717280131,0.320010538028657
"55","infTempBayesianBLM3","Test1",0.6,0.005,59.2261379862143,0.726981174947424
"56","infTempBayesianBLM3","Test2",0.7,0.005,18.777354462824,0.456947971075029
"57","infTempBayesianBLM3","Test3",0.8,0.005,-9.79032984240543,0.310754053128242
"58","infTempBayesianBLM3","Test4",0.6,0.01,59.2316520893529,0.649778558572386
"59","infTempBayesianBLM3","Test5",0.7,0.01,18.7704197021407,0.438053537152401
"60","infTempBayesianBLM3","Test6",0.8,0.01,-9.78650634391972,0.3279318425321
"61","infTempBayesianBLM3","Test7",0.6,0.02,59.2488188548659,0.611859794189752
"62","infTempBayesianBLM3","Test8",0.7,0.02,18.7781980507075,0.450593584887139
"63","infTempBayesianBLM3","Test9",0.8,0.02,-9.78876955944144,0.337803109324671
