"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,59.5020058130759,2.44968912184487
"2","OLS","Test2",0.7,0.005,18.8465734740876,1.66101576034788
"3","OLS","Test3",0.8,0.005,-9.81153776258077,1.22032198176379
"4","OLS","Test4",0.6,0.01,59.5020058130759,4.84604387964669
"5","OLS","Test5",0.7,0.01,18.8465734740876,3.29400428649234
"6","OLS","Test6",0.8,0.01,-9.81153776258077,2.42383461768247
"7","OLS","Test7",0.6,0.02,59.5020058130759,9.4862867026344
"8","OLS","Test8",0.7,0.02,18.8465734740876,6.47898736131725
"9","OLS","Test9",0.8,0.02,-9.81153776258077,4.78194934676299
"10","York","Test1",0.6,0.005,60.9205704057626,2.51481570435078
"11","York","Test2",0.7,0.005,19.3382666553002,1.69223486789258
"12","York","Test3",0.8,0.005,-9.79130256090275,1.2373454719451
"13","York","Test4",0.6,0.01,60.9205704057626,4.97368019462152
"14","York","Test5",0.7,0.01,19.3382666553002,3.35543352418279
"15","York","Test6",0.8,0.01,-9.79130256090275,2.45741287335369
"16","York","Test7",0.6,0.02,60.9205704057626,9.73163015494913
"17","York","Test8",0.7,0.02,19.3382666553002,6.59797397306926
"18","York","Test9",0.8,0.02,-9.79130256090275,4.84729434365767
"19","Deming","Test1",0.6,0.005,61.0018535016396,2.52077135770003
"20","Deming","Test2",0.7,0.005,19.3360856105227,1.69498385447122
"21","Deming","Test3",0.8,0.005,-9.83428433505611,1.23878253716867
"22","Deming","Test4",0.6,0.01,61.0018535016396,4.98534162071923
"23","Deming","Test5",0.7,0.01,19.3360856105227,3.360837409802
"24","Deming","Test6",0.8,0.01,-9.83428433505611,2.46024423320392
"25","Deming","Test7",0.6,0.02,61.0018535016396,9.75400606171502
"26","Deming","Test8",0.7,0.02,19.3360856105227,6.60842108350147
"27","Deming","Test9",0.8,0.02,-9.83428433505611,4.85279193867188
"28","WOLS","Test1",0.6,0.005,59.5648705507293,2.4554102584442
"29","WOLS","Test2",0.7,0.005,18.829059608824,1.66366815537128
"30","WOLS","Test3",0.8,0.005,-9.86839364745418,1.22170482993283
"31","WOLS","Test4",0.6,0.01,59.5648705507293,4.85724853311785
"32","WOLS","Test5",0.7,0.01,18.829059608824,3.29921833148506
"33","WOLS","Test6",0.8,0.01,-9.86839364745418,2.42655876672688
"34","WOLS","Test7",0.6,0.02,59.5648705507293,9.50779469305849
"35","WOLS","Test8",0.7,0.02,18.829059608824,6.48906743847351
"36","WOLS","Test9",0.8,0.02,-9.86839364745418,4.78723720588846
"37","BayesianBLM1","Test1",0.6,0.005,57.2585594972868,0.404766357335868
"38","BayesianBLM1","Test2",0.7,0.005,18.5557509200919,0.236157743194345
"39","BayesianBLM1","Test3",0.8,0.005,-9.10942012613647,0.182064705668419
"40","BayesianBLM1","Test4",0.6,0.01,57.2554073253777,0.36555005024651
"41","BayesianBLM1","Test5",0.7,0.01,18.5666322677995,0.269134185752257
"42","BayesianBLM1","Test6",0.8,0.01,-9.10783736736359,0.189887294658325
"43","BayesianBLM1","Test7",0.6,0.02,57.2604274058797,0.376111141566729
"44","BayesianBLM1","Test8",0.7,0.02,18.5610180800656,0.26478376703453
"45","BayesianBLM1","Test9",0.8,0.02,-9.1112235911419,0.191591534470846
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,59.5511681847168,0.535387564280737
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,18.8331953912208,0.342688825719921
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-9.87039602205076,0.261939410939708
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,59.5384440353742,0.509641769784101
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,18.8274318850716,0.370563380140864
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,-9.85496036602576,0.263648007023129
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,59.54210747413,0.540082893713195
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,18.8264069346723,0.377395500439916
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,-9.85546180900569,0.255965092595719
"55","infTempBayesianBLM3","Test1",0.6,0.005,59.5119459857482,0.532096635905514
"56","infTempBayesianBLM3","Test2",0.7,0.005,18.8366289075649,0.376078467792744
"57","infTempBayesianBLM3","Test3",0.8,0.005,-9.84917230465102,0.246215993261484
"58","infTempBayesianBLM3","Test4",0.6,0.01,59.5121062658245,0.510009913685216
"59","infTempBayesianBLM3","Test5",0.7,0.01,18.8206262445353,0.35720267684824
"60","infTempBayesianBLM3","Test6",0.8,0.01,-9.83895742906487,0.269553942525374
"61","infTempBayesianBLM3","Test7",0.6,0.02,59.5035858808153,0.501724844408367
"62","infTempBayesianBLM3","Test8",0.7,0.02,18.8095219171884,0.380542769069566
"63","infTempBayesianBLM3","Test9",0.8,0.02,-9.84238314895181,0.26569605994043
