"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,59.5599164236803,1.22694563557309
"2","OLS","Test2",0.7,0.005,18.8452017189483,0.831492239960255
"3","OLS","Test3",0.8,0.005,-9.84226697240172,0.610681067689342
"4","OLS","Test4",0.6,0.01,59.5599164236803,2.42713777716298
"5","OLS","Test5",0.7,0.01,18.8452017189483,1.64893774570356
"6","OLS","Test6",0.8,0.01,-9.84226697240172,1.21294222107881
"7","OLS","Test7",0.6,0.02,59.5599164236803,4.75104756355361
"8","OLS","Test8",0.7,0.02,18.8452017189483,3.24323784874343
"9","OLS","Test9",0.8,0.02,-9.84226697240172,2.39296562585989
"10","York","Test1",0.6,0.005,60.7834431129309,1.23595234452711
"11","York","Test2",0.7,0.005,19.7948153523446,0.836545505664247
"12","York","Test3",0.8,0.005,-9.0560156695023,0.613908660097366
"13","York","Test4",0.6,0.01,60.7834431129309,2.4448578737383
"14","York","Test5",0.7,0.01,19.7948153523446,1.65891956282366
"15","York","Test6",0.8,0.01,-9.0560156695023,1.21933368002652
"16","York","Test7",0.6,0.02,60.7834431129309,4.78536938095576
"17","York","Test8",0.7,0.02,19.7948153523446,3.26272064313002
"18","York","Test9",0.8,0.02,-9.0560156695023,2.40550111028546
"19","Deming","Test1",0.6,0.005,60.8086180019783,1.23665444133383
"20","Deming","Test2",0.7,0.005,19.8000872369083,0.836878491777099
"21","Deming","Test3",0.8,0.005,-9.06074176263235,0.614087581239374
"22","Deming","Test4",0.6,0.01,60.8086180019783,2.44623356567092
"23","Deming","Test5",0.7,0.01,19.8000872369083,1.6595745669874
"24","Deming","Test6",0.8,0.01,-9.06074176263235,1.21968644880971
"25","Deming","Test7",0.6,0.02,60.8086180019783,4.78801262252765
"26","Deming","Test8",0.7,0.02,19.8000872369083,3.26398856941651
"27","Deming","Test9",0.8,0.02,-9.06074176263235,2.40618704495446
"28","WOLS","Test1",0.6,0.005,59.6424070585707,1.22980882668566
"29","WOLS","Test2",0.7,0.005,18.8468755857085,0.832835172930146
"30","WOLS","Test3",0.8,0.005,-9.88067681909882,0.611392073492738
"31","WOLS","Test4",0.6,0.01,59.6424070585707,2.4327466261843
"32","WOLS","Test5",0.7,0.01,18.8468755857085,1.65157853754118
"33","WOLS","Test6",0.8,0.01,-9.88067681909882,1.21434348523482
"34","WOLS","Test7",0.6,0.02,59.6424070585707,4.76181936770035
"35","WOLS","Test8",0.7,0.02,18.8468755857085,3.24834652951623
"36","WOLS","Test9",0.8,0.02,-9.88067681909882,2.39568801260933
"37","BayesianBLM1","Test1",0.6,0.005,50.5697147412635,0.344174827030953
"38","BayesianBLM1","Test2",0.7,0.005,21.7685893834947,0.260880754294202
"39","BayesianBLM1","Test3",0.8,0.005,-0.446169065172493,0.20565685103028
"40","BayesianBLM1","Test4",0.6,0.01,40.404158787969,0.31847670560777
"41","BayesianBLM1","Test5",0.7,0.01,24.5516974713456,0.270976650494851
"42","BayesianBLM1","Test6",0.8,0.01,10.9556718217882,0.23677567282714
"43","BayesianBLM1","Test7",0.6,0.02,33.0254648665697,0.300054327569851
"44","BayesianBLM1","Test8",0.7,0.02,27.0958871800171,0.281626684789054
"45","BayesianBLM1","Test9",0.8,0.02,22.2981184506394,0.268825887442122
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,50.7770019228505,0.349271789393131
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,21.7180434651326,0.263116582561456
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-0.586886863558,0.206984449753861
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,40.7079672884144,0.323208899852309
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,25.0709167472803,0.278031018037311
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,11.9607102277267,0.241566792173021
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,32.4450119073513,0.300788134696434
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,26.927261789828,0.292202285370115
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,22.4900362691057,0.272608403661077
"55","infTempBayesianBLM3","Test1",0.6,0.005,50.6035421259521,0.348901901136444
"56","infTempBayesianBLM3","Test2",0.7,0.005,21.8704639843263,0.263145209196919
"57","infTempBayesianBLM3","Test3",0.8,0.005,-0.699077942768583,0.2063905727837
"58","infTempBayesianBLM3","Test4",0.6,0.01,40.2939055582926,0.319621346095809
"59","infTempBayesianBLM3","Test5",0.7,0.01,24.8397974136362,0.276023524595072
"60","infTempBayesianBLM3","Test6",0.8,0.01,10.9928083688589,0.237701693741975
"61","infTempBayesianBLM3","Test7",0.6,0.02,32.7701482602859,0.299359931468805
"62","infTempBayesianBLM3","Test8",0.7,0.02,27.5232711628923,0.289219180331597
"63","infTempBayesianBLM3","Test9",0.8,0.02,22.2413038910141,0.272324954233401
