"","Model","alpha","beta"
"1","OLS",0.263821586016671,0.0371961075981236
"2","OLS",0.267596623949656,0.0368519572191597
"3","OLS",0.272257266132597,0.0365628011950714
"4","OLS",0.274543384499954,0.0364233187886478
"5","OLS",0.262559812840754,0.0372568551484626
"6","OLS",0.265297242882598,0.0372669291969596
"7","OLS",0.271500052413371,0.0366647012060862
"8","OLS",0.265116142444039,0.0370085053800615
"9","OLS",0.261856059272637,0.0374077175631096
"10","OLS",0.274879692610562,0.036359020773159
"11","OLS",0.256736409324014,0.0380075061172951
"12","OLS",0.262899637192476,0.0371771613255393
"13","OLS",0.274388428129037,0.0361811180067051
"14","OLS",0.261862899699624,0.0374192221601631
"15","OLS",0.271276038187443,0.0366455943075823
"16","OLS",0.260352750916276,0.0373851541626186
"17","OLS",0.263794050837768,0.0370569002209641
"18","OLS",0.260067025523272,0.0374924794291744
"19","OLS",0.257291393027329,0.0376443590715246
"20","OLS",0.2708089917402,0.0366343571386859
"21","OLS",0.261525447629478,0.0373107464221583
"22","OLS",0.259930072855573,0.0373672671156866
"23","OLS",0.265668521182302,0.0369211433175432
"24","OLS",0.262175103654781,0.0373455630784028
"25","OLS",0.263035838813924,0.0373509049298938
"26","OLS",0.269340235231104,0.0369319715279317
"27","OLS",0.26815966953667,0.0368900366933219
"28","OLS",0.270987104778208,0.0365580245958651
"29","OLS",0.265196065131181,0.0370449916465872
"30","OLS",0.2573012786995,0.0377254269678803
"31","OLS",0.255242659921671,0.0379239727564291
"32","OLS",0.271024523599432,0.0367701088735044
"33","OLS",0.262651794130644,0.0372378487685398
"34","OLS",0.2597875748202,0.0376641898333412
"35","OLS",0.266096037426251,0.0370416933126211
"36","OLS",0.260862864642232,0.0375200140911937
"37","OLS",0.267308941585446,0.0368930814798329
"38","OLS",0.268467821388334,0.036870607942483
"39","OLS",0.275308963671472,0.036262215202863
"40","OLS",0.272127176755735,0.0364783104137267
"41","OLS",0.260869307408605,0.0375013004094778
"42","OLS",0.265414367886533,0.0369813929964704
"43","OLS",0.261764744487824,0.0373900998125018
"44","OLS",0.261946638119396,0.0373415173236538
"45","OLS",0.259163530247018,0.0374659873592515
"46","OLS",0.266498368847743,0.037129385909851
"47","OLS",0.27132454016399,0.0365146758902189
"48","OLS",0.271383529956875,0.0364806378681576
"49","OLS",0.259664910812721,0.0375216324174081
"50","OLS",0.265564020289541,0.0370861342037899
"51","OLS",0.26259034956613,0.0372236807254352
"52","OLS",0.257582302057572,0.0375810696140218
"53","OLS",0.267670399252232,0.0369184977308132
"54","OLS",0.266203627244229,0.0371094491793709
"55","OLS",0.259531766062683,0.0376668969269615
"56","OLS",0.26330211775623,0.0370778949946941
"57","OLS",0.273983312573339,0.0362848347165752
"58","OLS",0.263693850908941,0.0373532658616291
"59","OLS",0.261062413225476,0.0375326494288377
"60","OLS",0.260097624197977,0.0374834127746423
"61","OLS",0.26876047463522,0.0366998024104689
"62","OLS",0.261075381102415,0.0373737300036499
"63","OLS",0.266416156027846,0.037028410191534
"64","OLS",0.257244031980927,0.0377315271607278
"65","OLS",0.269116927093476,0.0368243584738061
"66","OLS",0.266239648846623,0.0371516392733928
"67","OLS",0.258642813457686,0.0373968599049303
"68","OLS",0.259142407233546,0.0375098860061735
"69","OLS",0.27649208750933,0.0360686542372527
"70","OLS",0.261516224390895,0.0373798759648809
"71","OLS",0.268646180174013,0.0367624967819238
"72","OLS",0.268535404142471,0.0367538726774577
"73","OLS",0.267889639133619,0.0368140303847208
"74","OLS",0.260847842074029,0.0374355734729424
"75","OLS",0.262890441572938,0.0373971380317636
"76","OLS",0.268626157986605,0.0369573521466425
"77","OLS",0.271329289954527,0.0366421612598559
"78","OLS",0.26949948613399,0.0368199059786675
"79","OLS",0.271045859723598,0.0365933747034832
"80","OLS",0.261720532563876,0.0374176173964937
"81","OLS",0.266869904426414,0.0368875087431614
"82","OLS",0.270486117148933,0.0366009013682345
"83","OLS",0.261800080482016,0.0373004936637494
"84","OLS",0.267682527500696,0.0369173798279613
