"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.272637312,0.016308414,0.03654844,0.0014284113
"2","OLS",0.264511461,0.006357184,0.0371262538,0.000510773
"3","WOLS",0.264840243,0.006217688,0.0371002411,0.0005070471
"4","York",0.273329751,0.01625107,0.0365282899,0.0014065772
"5","BLM1_fit",0.263679962068796,0.00615870321667207,0.0371933288711383,0.000494988713983017
"6","BLM1_fit_NoErrors",0.263701728537978,0.00635719174025853,0.037193748147692,0.000508116942270628
"7","BLM3_fit",0.263839978616752,0.00629335573104348,0.0371800490011301,0.000502588512163933
