"","Type","Model","D47","D47se","Tc","se","Tc","se"
"1","Classic","OLS",0.6,0.005,59.5469569210996,2.44810743199798,NA,NA
"2","Classic","OLS",0.7,0.005,18.9124870932204,1.66038862853196,NA,NA
"3","Classic","OLS",0.8,0.005,-9.73713747203084,1.22006691074643,NA,NA
"4","Classic","OLS",0.6,0.01,59.5469569210996,4.84295594446945,NA,NA
"5","Classic","OLS",0.7,0.01,18.9124870932204,3.29277731344865,NA,NA
"6","Classic","OLS",0.8,0.01,-9.73713747203084,2.42333617190246,NA,NA
"7","Classic","OLS",0.6,0.02,59.5469569210996,9.4803963124383,NA,NA
"8","Classic","OLS",0.7,0.02,18.9124870932204,6.47663776925077,NA,NA
"9","Classic","OLS",0.8,0.02,-9.73713747203084,4.78099745843878,NA,NA
"10","Classic","York",0.6,0.005,59.2614377347542,2.42977509504573,NA,NA
"11","Classic","York",0.7,0.005,18.8866206228547,1.65171695742606,NA,NA
"12","Classic","York",0.8,0.005,-9.63314198191654,1.21543785544623,NA,NA
"13","Classic","York",0.6,0.01,59.2614377347542,4.80703581776288,NA,NA
"14","Classic","York",0.7,0.01,18.8866206228547,3.27572162435877,NA,NA
"15","Classic","York",0.8,0.01,-9.63314198191654,2.41421122232259,NA,NA
"16","Classic","York",0.6,0.02,59.2614377347542,9.4113818947626,NA,NA
"17","Classic","York",0.7,0.02,18.8866206228547,6.44363015761314,NA,NA
"18","Classic","York",0.8,0.02,-9.63314198191654,4.76326205388403,NA,NA
"19","Classic","Deming",0.6,0.005,59.6562990700359,2.45513840884831,NA,NA
"20","Classic","Deming",0.7,0.005,18.9223770820954,1.66370462361863,NA,NA
"21","Classic","Deming",0.8,0.005,-9.77686010667099,1.2218333721226,NA,NA
"22","Classic","Deming",0.6,0.01,59.6562990700359,4.85673110988989,NA,NA
"23","Classic","Deming",0.7,0.01,18.9223770820954,3.29929892520636,NA,NA
"24","Classic","Deming",0.8,0.01,-9.77686010667099,2.42681812509744,NA,NA
"25","Classic","Deming",0.6,0.02,59.6562990700359,9.50685842650665,NA,NA
"26","Classic","Deming",0.7,0.02,18.9223770820954,6.48925751604276,NA,NA
"27","Classic","Deming",0.8,0.02,-9.77686010667099,4.78776445348365,NA,NA
"28","Classic","WOLS",0.6,0.005,59.5469569124643,2.44810743144251,NA,NA
"29","Classic","WOLS",0.7,0.005,18.912487092439,1.66038862827003,NA,NA
"30","Classic","WOLS",0.8,0.005,-9.73713746889149,1.2200669106067,NA,NA
"31","Classic","WOLS",0.6,0.01,59.5469569124643,4.84295594338164,NA,NA
"32","Classic","WOLS",0.7,0.01,18.912487092439,3.2927773129332,NA,NA
"33","Classic","WOLS",0.8,0.01,-9.73713746889149,2.42333617162694,NA,NA
"34","Classic","WOLS",0.6,0.02,59.5469569124643,9.48039631034902,NA,NA
"35","Classic","WOLS",0.7,0.02,18.912487092439,6.47663776825374,NA,NA
"36","Classic","WOLS",0.8,0.02,-9.73713746889149,4.78099745790365,NA,NA
"37","BayClump","Deming",0.6,0.005,58.9507812627463,3.12632201145956,NA,NA
"38","BayClump","Deming",0.7,0.005,19.0176513677343,2.12559231777805,NA,NA
"39","BayClump","Deming",0.8,0.005,-8.91340745123367,1.57143002947556,NA,NA
"40","BayClump","Deming",0.6,0.01,60.8313657220199,3.17998671004985,NA,NA
"41","BayClump","Deming",0.7,0.01,18.679124092873,2.11819050464395,NA,NA
"42","BayClump","Deming",0.8,0.01,-10.090391205318,1.55050436265765,NA,NA
"43","BayClump","Deming",0.6,0.02,58.1935947076337,3.10488785396476,NA,NA
"44","BayClump","Deming",0.7,0.02,22.1501615207068,2.19490929190682,NA,NA
"45","BayClump","Deming",0.8,0.02,-7.28751518548937,1.60064914664509,NA,NA
"46","BayClump","OLS",0.6,0.005,59.9787138518153,3.14719654095942,NA,NA
"47","BayClump","OLS",0.7,0.005,19.75136679886,2.13661775702068,NA,NA
"48","BayClump","OLS",0.8,0.005,-10.7979124774891,1.53427818980937,NA,NA
"49","BayClump","OLS",0.6,0.01,63.2340394241018,3.24071101197647,NA,NA
"50","BayClump","OLS",0.7,0.01,18.8747170638102,2.11744023918367,NA,NA
"51","BayClump","OLS",0.8,0.01,-10.8477966365777,1.53340170899563,NA,NA
"52","BayClump","OLS",0.6,0.02,59.2221389856721,3.12572499240409,NA,NA
"53","BayClump","OLS",0.7,0.02,21.470184370949,2.17455503472905,NA,NA
"54","BayClump","OLS",0.8,0.02,-8.61024406472828,1.57304761026596,NA,NA
"55","BayClump","York",0.6,0.005,58.325319984013,3.08010919878198,NA,NA
"56","BayClump","York",0.7,0.005,17.6346379333002,2.07693520684239,NA,NA
"57","BayClump","York",0.8,0.005,-9.13544101078418,1.55389162061081,NA,NA
"58","BayClump","York",0.6,0.01,59.2758970414949,3.10677683613404,NA,NA
"59","BayClump","York",0.7,0.01,19.8616555869714,2.12513359360788,NA,NA
"60","BayClump","York",0.8,0.01,-10.7344763644168,1.52582279437671,NA,NA
"61","BayClump","York",0.6,0.02,68.5927376756419,3.37638249119572,NA,NA
"62","BayClump","York",0.7,0.02,18.6756900995804,2.0993738971884,NA,NA
"63","BayClump","York",0.8,0.02,-10.5584611550988,1.52889556426698,NA,NA
"64","BayClump","WOLS",0.6,0.005,58.8457240463458,3.10784855572321,NA,NA
"65","BayClump","WOLS",0.7,0.005,18.1697084214344,2.09867494328234,NA,NA
"66","BayClump","WOLS",0.8,0.005,-9.7793320027207,1.55044815455799,NA,NA
"67","BayClump","WOLS",0.6,0.01,64.6797292195646,3.27487340903018,NA,NA
"68","BayClump","WOLS",0.7,0.01,18.415871674253,2.10400481987215,NA,NA
"69","BayClump","WOLS",0.8,0.01,-9.23109693475028,1.5601525508723,NA,NA
"70","BayClump","WOLS",0.6,0.02,65.5195272721561,3.29939967708787,NA,NA
"71","BayClump","WOLS",0.7,0.02,21.376450785582,2.16881725101007,NA,NA
"72","BayClump","WOLS",0.8,0.02,-11.6716628144615,1.51726260874149,NA,NA
"73","Bayesian","BLM1_fit",0.6,0.005,0.6,0.005,58.1628519816413,1.41602454233467
"74","Bayesian","BLM1_fit",0.7,0.005,0.7,0.005,17.6479733672385,0.9584286731999
"75","Bayesian","BLM1_fit",0.8,0.005,0.8,0.005,-10.9031013931575,0.703712453432214
"76","Bayesian","BLM1_fit",0.6,0.01,0.6,0.01,58.1608973023036,2.8047200516551
"77","Bayesian","BLM1_fit",0.7,0.01,0.7,0.01,17.6474864380877,1.90403854845539
"78","Bayesian","BLM1_fit",0.8,0.01,0.8,0.01,-10.9027460569687,1.39986600594092
"79","Bayesian","BLM1_fit",0.6,0.02,0.6,0.02,58.1609435947447,5.52005131209849
"80","Bayesian","BLM1_fit",0.7,0.02,0.7,0.02,17.6443246542887,3.758867313953
"81","Bayesian","BLM1_fit",0.8,0.02,0.8,0.02,-10.9015107954112,2.76804997705284
"82","Bayesian","BLM1_fit_NoErrors",0.6,0.005,0.6,0.005,58.1033085565305,1.41194104037339
"83","Bayesian","BLM1_fit_NoErrors",0.7,0.005,0.7,0.005,17.6168269354565,0.957428786801046
"84","Bayesian","BLM1_fit_NoErrors",0.8,0.005,0.8,0.005,-10.9170451688215,0.703348472691415
"85","Bayesian","BLM1_fit_NoErrors",0.6,0.01,0.6,0.01,58.1069231481439,2.80605871869017
"86","Bayesian","BLM1_fit_NoErrors",0.7,0.01,0.7,0.01,17.6162384176318,1.90091783000006
"87","Bayesian","BLM1_fit_NoErrors",0.8,0.01,0.8,0.01,-10.9172695983757,1.39816716224992
"88","Bayesian","BLM1_fit_NoErrors",0.6,0.02,0.6,0.02,58.0990281860366,5.51123926992166
"89","Bayesian","BLM1_fit_NoErrors",0.7,0.02,0.7,0.02,17.6148215991009,3.75513141206671
"90","Bayesian","BLM1_fit_NoErrors",0.8,0.02,0.8,0.02,-10.916059909643,2.76875281305468
"91","Bayesian","BLM3",0.6,0.005,0.6,0.005,58.0999267653469,1.41658846968009
"92","Bayesian","BLM3",0.7,0.005,0.7,0.005,17.5727906487933,0.957641970673111
"93","Bayesian","BLM3",0.8,0.005,0.8,0.005,-10.980425353741,0.703140012629878
"94","Bayesian","BLM3",0.6,0.01,0.6,0.01,58.1016570468826,2.80431940667973
"95","Bayesian","BLM3",0.7,0.01,0.7,0.01,17.5724446016314,1.90392708780389
"96","Bayesian","BLM3",0.8,0.01,0.8,0.01,-10.9826122196793,1.39734333959936
"97","Bayesian","BLM3",0.6,0.02,0.6,0.02,58.0992630054725,5.52692812624181
"98","Bayesian","BLM3",0.7,0.02,0.7,0.02,17.5693189018363,3.76266301615979
"99","Bayesian","BLM3",0.8,0.02,0.8,0.02,-10.9822772336099,2.76556889831911
