"","Model","alpha","beta"
"1","OLS",0.255957564098246,0.0378547936926866
"2","OLS",0.27500302390597,0.0355682902847778
"3","OLS",0.277776698078887,0.0358745440720697
"4","OLS",0.275919475682542,0.0360037527677102
"5","OLS",0.286232918330937,0.0352255458562192
"6","OLS",0.28046819585624,0.0352560628042629
"7","OLS",0.240264829074283,0.0396849154895728
"8","OLS",0.232443677405509,0.0393248261430977
"9","OLS",0.252204401947535,0.0383277156240687
"10","OLS",0.286870245077626,0.0346595122671148
"11","OLS",0.271755749145426,0.0364918118726466
"12","OLS",0.285459437327497,0.0350986850103675
"13","OLS",0.276512305346202,0.0362865002423091
"14","OLS",0.27816106090699,0.0359880219992265
"15","OLS",0.267921449622368,0.0370572794099491
"16","OLS",0.264115273334883,0.0368704691525752
"17","OLS",0.272406033036508,0.0365330169205356
"18","OLS",0.256222793095776,0.0382375570759805
"19","OLS",0.252850619241401,0.0382795098559563
"20","OLS",0.280907349462411,0.0355013160322958
"21","OLS",0.254422601740244,0.0377912377032884
"22","OLS",0.253631283991825,0.0378301661482164
"23","OLS",0.277878819771357,0.03598313440889
"24","OLS",0.270707917368673,0.0363943066202155
"25","OLS",0.265936778502134,0.0370187509724813
"26","OLS",0.264280705557673,0.0371518590389063
"27","OLS",0.259246006983764,0.0380067146706714
"28","OLS",0.2481032949713,0.0382729244579643
"29","OLS",0.272734684416521,0.0364437462342352
"30","OLS",0.250439329344984,0.0380385801604558
"31","OLS",0.273632507039476,0.0367885713609684
"32","OLS",0.24663274343544,0.0388781744249183
"33","OLS",0.270223765248554,0.036596750725027
"34","OLS",0.280683581070565,0.0356040323355385
"35","OLS",0.277523184147697,0.0356981407480855
"36","OLS",0.280238984685751,0.0363226348195888
"37","OLS",0.263644843479023,0.0371764307510404
"38","OLS",0.251418639148804,0.0389976929961242
"39","OLS",0.224472702502911,0.0402985279213056
"40","OLS",0.269818367461658,0.0363838082273054
"41","OLS",0.266323830457946,0.0368912350230016
"42","OLS",0.27253122092997,0.0361750793508723
"43","OLS",0.273693551546709,0.0367082678887696
"44","OLS",0.27931210177112,0.0351392744032148
"45","OLS",0.282526758439032,0.0351860841986013
"46","OLS",0.271983833100275,0.0366048582870492
