"","Model","alpha","beta"
"1","OLS",0.26093771800535,0.037468497801362
"2","OLS",0.271464561965522,0.0368295514924208
"3","OLS",0.261634220578473,0.0373972457827005
"4","OLS",0.24670651102054,0.0385921415328531
"5","OLS",0.25337014635883,0.0380781986019243
"6","OLS",0.270299947903921,0.0365570910523597
"7","OLS",0.269215823089651,0.0365525464856048
"8","OLS",0.26098911429189,0.0374412110606803
"9","OLS",0.287477666300985,0.0352783317535846
"10","OLS",0.261255943522796,0.0373437367722672
"11","OLS",0.278139841538636,0.0361915794791943
"12","OLS",0.26746074140263,0.0370923216607305
"13","OLS",0.26249138704456,0.0373506528166471
"14","OLS",0.264447319824121,0.0371044260817232
"15","OLS",0.264228055996957,0.0371531217464039
"16","OLS",0.258702059181677,0.037687937549339
"17","OLS",0.257478129229664,0.0376154283067485
"18","OLS",0.252185275315601,0.0382531402722265
"19","OLS",0.258652462327234,0.0377714524031532
"20","OLS",0.276593483202105,0.0365034576773313
"21","OLS",0.266227419118056,0.0371520593699597
"22","OLS",0.256152988279506,0.0380824618468916
"23","OLS",0.260170431594671,0.0374660424919337
"24","OLS",0.261731162755533,0.0371241608529945
"25","OLS",0.256067271476008,0.0375665405184533
"26","OLS",0.256897049162852,0.0377829815679335
"27","OLS",0.269303657453202,0.0367345250420532
"28","OLS",0.265455465900467,0.0368031803167453
"29","OLS",0.26078466838927,0.037408995247685
"30","OLS",0.265539714552412,0.0371962029536909
"31","OLS",0.251143870754183,0.0380730219667853
"32","OLS",0.263220999427742,0.0371807244436292
"33","OLS",0.250954718609946,0.0383272905844327
"34","OLS",0.250940924728751,0.0381386663699645
"35","OLS",0.265801460472193,0.037050800531137
"36","OLS",0.258267338277506,0.037811912956134
"37","OLS",0.266615842518748,0.0370790729435401
"38","OLS",0.263074794534133,0.0374246109695747
"39","OLS",0.247222657748899,0.0384802001836128
"40","OLS",0.258802940810763,0.0374009902141413
"41","OLS",0.263982539264619,0.037283293179402
"42","OLS",0.268843220214255,0.0368265185382507
"43","OLS",0.263093132996015,0.037155256603907
"44","OLS",0.262413663763213,0.037469361303206
"45","OLS",0.259698030990918,0.0376834477232786
"46","OLS",0.266356900668311,0.0369588918752496
"47","OLS",0.263302132960576,0.0370364586420331
"48","OLS",0.248823109045539,0.0382402922039834
