"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,59.6500732198987,2.48431272539915
"2","OLS","Test2",0.7,0.005,18.5138106510011,1.67660408571362
"3","OLS","Test3",0.8,0.005,-10.3721596775711,1.22815580728985
"4","OLS","Test4",0.6,0.01,59.6500732198987,4.91380806791261
"5","OLS","Test5",0.7,0.01,18.5138106510011,3.32462321315325
"6","OLS","Test6",0.8,0.01,-10.3721596775711,2.43925077909489
"7","OLS","Test7",0.6,0.02,59.6500732198987,9.61619419295596
"8","OLS","Test8",0.7,0.02,18.5138106510011,6.53808788302189
"9","OLS","Test9",0.8,0.02,-10.3721596775711,4.81181126411713
"10","York","Test1",0.6,0.005,53.3398385732056,2.21186176074849
"11","York","Test2",0.7,0.005,16.1343128514064,1.5419535044694
"12","York","Test3",0.8,0.005,-10.6979817052303,1.15308172557553
"13","York","Test4",0.6,0.01,53.3398385732056,4.37937022713174
"14","York","Test5",0.7,0.01,16.1343128514064,3.05951005191224
"15","York","Test6",0.8,0.01,-10.6979817052303,2.29109760887604
"16","York","Test7",0.6,0.02,53.3398385732056,8.58711172728692
"17","York","Test8",0.7,0.02,16.1343128514064,6.02395581668213
"18","York","Test9",0.8,0.02,-10.6979817052303,4.52322308178549
"19","Deming","Test1",0.6,0.005,53.2637678294865,2.21068523939181
"20","Deming","Test2",0.7,0.005,16.0762990567942,1.54128159828991
"21","Deming","Test3",0.8,0.005,-10.7451101658939,1.15265110331927
"22","Deming","Test4",0.6,0.01,53.2637678294865,4.37705385371044
"23","Deming","Test5",0.7,0.01,16.0762990567942,3.05818254707572
"24","Deming","Test6",0.8,0.01,-10.7451101658939,2.2902448857904
"25","Deming","Test7",0.6,0.02,53.2637678294865,8.5826192118995
"26","Deming","Test8",0.7,0.02,16.0762990567942,6.02136377463938
"27","Deming","Test9",0.8,0.02,-10.7451101658939,4.52155074689017
"28","WOLS","Test1",0.6,0.005,59.1476343285156,2.45061512185555
"29","WOLS","Test2",0.7,0.005,18.4866254981694,1.66081912309392
"30","WOLS","Test3",0.8,0.005,-10.1637767035766,1.21979711908654
"31","WOLS","Test4",0.6,0.01,59.1476343285156,4.84779974939784
"32","WOLS","Test5",0.7,0.01,18.4866254981694,3.29358341531685
"33","WOLS","Test6",0.8,0.01,-10.1637767035766,2.42277699413705
"34","WOLS","Test7",0.6,0.02,59.1476343285156,9.48943797029
"35","WOLS","Test8",0.7,0.02,18.4866254981694,6.47804161178868
"36","WOLS","Test9",0.8,0.02,-10.1637767035766,4.77980456373791
"37","BayesianBLM1","Test1",0.6,0.005,56.1990306004042,0.432630077332524
"38","BayesianBLM1","Test2",0.7,0.005,18.160503873014,0.284852473315806
"39","BayesianBLM1","Test3",0.8,0.005,-9.16691396669079,0.204812049908641
"40","BayesianBLM1","Test4",0.6,0.01,56.1914126944944,0.404550765633109
"41","BayesianBLM1","Test5",0.7,0.01,18.16042981855,0.298763334944262
"42","BayesianBLM1","Test6",0.8,0.01,-9.16619848163571,0.215159593615469
"43","BayesianBLM1","Test7",0.6,0.02,56.2027184096605,0.410379286628322
"44","BayesianBLM1","Test8",0.7,0.02,18.1519395683173,0.286538666217936
"45","BayesianBLM1","Test9",0.8,0.02,-9.17328008174007,0.201867970720084
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,59.93956342101,0.590512463446805
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,18.5031288397057,0.442425569576049
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-10.5145934634608,0.300619052491203
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,59.9405580501559,0.585916015633716
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,18.5073670809666,0.382637540030791
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,-10.516007746645,0.289197109859204
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,59.915418363007,0.580646864101868
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,18.4986339621466,0.389968173770435
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,-10.5197983054836,0.272893695891763
"55","infTempBayesianBLM3","Test1",0.6,0.005,59.5049558787266,0.582211625978404
"56","infTempBayesianBLM3","Test2",0.7,0.005,18.4381601543477,0.415127749522793
"57","infTempBayesianBLM3","Test3",0.8,0.005,-10.4231043599196,0.292588411985537
"58","infTempBayesianBLM3","Test4",0.6,0.01,59.5225337041197,0.593270532771999
"59","infTempBayesianBLM3","Test5",0.7,0.01,18.4294644450182,0.377195980413368
"60","infTempBayesianBLM3","Test6",0.8,0.01,-10.4157317571755,0.287790156126459
"61","infTempBayesianBLM3","Test7",0.6,0.02,59.5438625238611,0.57164816562759
"62","infTempBayesianBLM3","Test8",0.7,0.02,18.4362660921789,0.363305226425582
"63","infTempBayesianBLM3","Test9",0.8,0.02,-10.410003406788,0.271029847465063
