"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.23149837,0.03873067,0.039179617,0.003125392
"2","OLS",0.2696706,0.02218788,0.03660599,0.001952413
"3","WOLS",0.26381985,0.01904381,0.037084262,0.001710827
"4","York",0.23309566,0.03727892,0.039055724,0.00304311
"5","BLM1_fit",0.258711494479849,0.021244621762715,0.0374994320913046,0.00173380248933942
"6","BLM1_fit_NoErrors",0.260095004655508,0.0211326688008142,0.037391418196265,0.00173148566464342
"7","BLM3_fit",0.260426031056425,0.0222137390493324,0.037359947925954,0.00181668176955806
