"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,59.9817951957668,2.49458580320436
"2","OLS","Test2",0.7,0.005,18.6972338148224,1.68170601993171
"3","OLS","Test3",0.8,0.005,-10.2671183521658,1.23105573075492
"4","OLS","Test4",0.6,0.01,59.9817951957668,4.93395750797788
"5","OLS","Test5",0.7,0.01,18.6972338148224,3.33467171014024
"6","OLS","Test6",0.8,0.01,-10.2671183521658,2.44497712295214
"7","OLS","Test7",0.6,0.02,59.9817951957668,9.65498676565886
"8","OLS","Test8",0.7,0.02,18.6972338148224,6.55758815268553
"9","OLS","Test9",0.8,0.02,-10.2671183521658,4.82297960858875
"10","York","Test1",0.6,0.005,56.6245326425815,2.36203807317031
"11","York","Test2",0.7,0.005,17.244049606406,1.61676011402164
"12","York","Test3",0.8,0.005,-10.7308877252316,1.1949049156064
"13","York","Test4",0.6,0.01,56.6245326425815,4.67403764025732
"14","York","Test5",0.7,0.01,17.244049606406,3.2068136778849
"15","York","Test6",0.8,0.01,-10.7308877252316,2.37363436486737
"16","York","Test7",0.6,0.02,56.6245326425815,9.15480607146122
"17","York","Test8",0.7,0.02,17.244049606406,6.30968273290034
"18","York","Test9",0.8,0.02,-10.7308877252316,4.68400237647933
"19","Deming","Test1",0.6,0.005,56.6664965456031,2.36505526641059
"20","Deming","Test2",0.7,0.005,17.243100763353,1.61819962585281
"21","Deming","Test3",0.8,0.005,-10.7534263355248,1.19567539216945
"22","Deming","Test4",0.6,0.01,56.6664965456031,4.67995130642385
"23","Deming","Test5",0.7,0.01,17.243100763353,3.20964529867808
"24","Deming","Test6",0.8,0.01,-10.7534263355248,2.37515316688877
"25","Deming","Test7",0.6,0.02,56.6664965456031,9.16617475522156
"26","Deming","Test8",0.7,0.02,17.243100763353,6.31516397735828
"27","Deming","Test9",0.8,0.02,-10.7534263355248,4.68695436558244
"28","WOLS","Test1",0.6,0.005,59.9062330786365,2.48985600281179
"29","WOLS","Test2",0.7,0.005,18.6883246849697,1.67949335214962
"30","WOLS","Test3",0.8,0.005,-10.2429936990439,1.2298824516767
"31","WOLS","Test4",0.6,0.01,59.9062330786365,4.92469325045147
"32","WOLS","Test5",0.7,0.01,18.6883246849697,3.33032065930627
"33","WOLS","Test6",0.8,0.01,-10.2429936990439,2.44266461321791
"34","WOLS","Test7",0.6,0.02,59.9062330786365,9.63719892721161
"35","WOLS","Test8",0.7,0.02,18.6883246849697,6.54917092485476
"36","WOLS","Test9",0.8,0.02,-10.2429936990439,4.81848609070187
"37","BayesianBLM1","Test1",0.6,0.005,59.5547335587859,0.268217997442446
"38","BayesianBLM1","Test2",0.7,0.005,18.7002187579873,0.167507127747926
"39","BayesianBLM1","Test3",0.8,0.005,-10.0536836040784,0.130435525074962
"40","BayesianBLM1","Test4",0.6,0.01,59.5451073235708,0.242708834475356
"41","BayesianBLM1","Test5",0.7,0.01,18.7086753345278,0.174696988728522
"42","BayesianBLM1","Test6",0.8,0.01,-10.0451713620147,0.131314683670964
"43","BayesianBLM1","Test7",0.6,0.02,59.5513873923351,0.257876360111782
"44","BayesianBLM1","Test8",0.7,0.02,18.6980633742876,0.180911175175471
"45","BayesianBLM1","Test9",0.8,0.02,-10.0479919720287,0.124354735787176
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,60.0863026196751,0.307152965562242
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,18.7703954662955,0.218461639530679
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-10.2155270526306,0.151854287633601
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,60.0708019060682,0.307240282368524
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,18.7600101930193,0.220811905987141
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,-10.2196633793543,0.154955930152099
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,60.0998136460158,0.318922816195969
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,18.7598696760067,0.224995751820066
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,-10.2173697788215,0.139664582657622
"55","infTempBayesianBLM3","Test1",0.6,0.005,60.1000622861591,0.305503873308051
"56","infTempBayesianBLM3","Test2",0.7,0.005,18.7309202046927,0.195567761800724
"57","infTempBayesianBLM3","Test3",0.8,0.005,-10.2759706539812,0.147942596718149
"58","infTempBayesianBLM3","Test4",0.6,0.01,60.1041973239235,0.302402800291839
"59","infTempBayesianBLM3","Test5",0.7,0.01,18.7433462466378,0.209881011757368
"60","infTempBayesianBLM3","Test6",0.8,0.01,-10.2909925190229,0.153410096101418
"61","infTempBayesianBLM3","Test7",0.6,0.02,60.1186083877658,0.303693040132556
"62","infTempBayesianBLM3","Test8",0.7,0.02,18.7302094077152,0.21903987649808
"63","infTempBayesianBLM3","Test9",0.8,0.02,-10.2811417196789,0.154044786981629
