"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.23512302,0.03603509,0.038860963,0.002932008
"2","OLS",0.26869857,0.02022955,0.036676081,0.001782892
"3","WOLS",0.26364947,0.01918936,0.037111412,0.001719354
"4","York",0.2328798,0.03751092,0.039074452,0.003047633
"5","BLM1_fit",0.26831723666842,0.0262063679475355,0.0367202119718925,0.00215047035472459
"6","BLM1_fit_NoErrors",0.268750765425295,0.0262632876359065,0.0366880344776295,0.00215400206075892
"7","BLM3_fit",0.268079612095769,0.0251811275723922,0.0367246029127897,0.00207269209196958
