"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.17297698,0.06045343,0.044149396,0.005107882
"2","OLS",0.20689174,0.05059101,0.041725167,0.00435047
"3","WOLS",0.1981586,0.05208712,0.042436906,0.004525422
"4","York",0.16942621,0.05935979,0.044425225,0.004994081
"5","BLM1_fit",0.227225089186925,0.032456828465575,0.0399547816751952,0.00267052127324821
"6","BLM1_fit_NoErrors",0.225611784978026,0.0312100113158988,0.0400924650049974,0.0025531017922238
"7","BLM3_fit",0.227788725415402,0.0323156876811038,0.0399010765075468,0.00264881710111593
