"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,52.1201552077875,1.99092545029885
"2","OLS","Test2",0.7,0.005,18.1185592030362,1.43216312982975
"3","OLS","Test3",0.8,0.005,-7.05304717080088,1.09335351591409
"4","OLS","Test4",0.6,0.01,52.1201552077875,3.94573441629865
"5","OLS","Test5",0.7,0.01,18.1185592030362,2.84340613032793
"6","OLS","Test6",0.8,0.01,-7.05304717080088,2.17333955480359
"7","OLS","Test7",0.6,0.02,52.1201552077875,7.75127395842134
"8","OLS","Test8",0.7,0.02,18.1185592030362,5.60513249260401
"9","OLS","Test9",0.8,0.02,-7.05304717080088,4.29428236108822
"10","York","Test1",0.6,0.005,46.4913910773708,1.75853051107083
"11","York","Test2",0.7,0.005,16.015538118457,1.30391928974893
"12","York","Test3",0.8,0.005,-7.13153363007206,1.01624291950469
"13","York","Test4",0.6,0.01,46.4913910773708,3.48835270769075
"14","York","Test5",0.7,0.01,16.015538118457,2.59035708897352
"15","York","Test6",0.8,0.01,-7.13153363007206,2.02092737816162
"16","York","Test7",0.6,0.02,46.4913910773708,6.86493418112451
"17","York","Test8",0.7,0.02,16.015538118457,5.11232496218969
"18","York","Test9",0.8,0.02,-7.13153363007206,3.99648505262263
"19","Deming","Test1",0.6,0.005,46.7307751215064,1.77907206230026
"20","Deming","Test2",0.7,0.005,15.9430881990348,1.31524148654006
"21","Deming","Test3",0.8,0.005,-7.38186960879597,1.02296231646488
"22","Deming","Test4",0.6,0.01,46.7307751215064,3.52878668020327
"23","Deming","Test5",0.7,0.01,15.9430881990348,2.61269353610129
"24","Deming","Test6",0.8,0.01,-7.38186960879597,2.03420245749675
"25","Deming","Test7",0.6,0.02,46.7307751215064,6.94330798980849
"26","Deming","Test8",0.7,0.02,15.9430881990348,5.15580675971756
"27","Deming","Test9",0.8,0.02,-7.38186960879597,4.02239907491526
"28","WOLS","Test1",0.6,0.005,50.9024897270901,1.90915604327125
"29","WOLS","Test2",0.7,0.005,18.1210267292678,1.38874894821322
"30","WOLS","Test3",0.8,0.005,-6.37627234809935,1.06822097163985
"31","WOLS","Test4",0.6,0.01,50.9024897270901,3.78496147367383
"32","WOLS","Test5",0.7,0.01,18.1210267292678,2.75782123782153
"33","WOLS","Test6",0.8,0.01,-6.37627234809935,2.12371168045246
"34","WOLS","Test7",0.6,0.02,50.9024897270901,7.44032153501394
"35","WOLS","Test8",0.7,0.02,18.1210267292678,5.43876212812745
"36","WOLS","Test9",0.8,0.02,-6.37627234809935,4.19749887230836
"37","BayesianBLM1","Test1",0.6,0.005,42.1438454357398,4.48610366731577
"38","BayesianBLM1","Test2",0.7,0.005,23.1673472009676,3.57731436704049
"39","BayesianBLM1","Test3",0.8,0.005,7.30508882750783,3.16558856441632
"40","BayesianBLM1","Test4",0.6,0.01,42.0934639344362,4.49705573404633
"41","BayesianBLM1","Test5",0.7,0.01,23.219404944082,3.69344033386722
"42","BayesianBLM1","Test6",0.8,0.01,7.35061882846514,3.08018388757435
"43","BayesianBLM1","Test7",0.6,0.02,42.1708019800243,4.08723806979523
"44","BayesianBLM1","Test8",0.7,0.02,23.2266814681117,3.75178586461489
"45","BayesianBLM1","Test9",0.8,0.02,7.30403862038983,3.15695903262022
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,52.9481347506271,0.644717898335695
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,17.8195085421271,0.447464740036779
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-7.98273685058042,0.346140798392888
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,52.9534411135637,0.628098435406997
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,17.8146627184639,0.461142287666887
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,-7.967674275917,0.341204437992387
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,52.9747461764081,0.627344630204561
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,17.8266250025639,0.437489211438147
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,-7.96890283111574,0.326690190389056
"55","infTempBayesianBLM3","Test1",0.6,0.005,53.1982501192859,0.691270775691905
"56","infTempBayesianBLM3","Test2",0.7,0.005,17.8568419282934,0.472873716769531
"57","infTempBayesianBLM3","Test3",0.8,0.005,-8.02762418514754,0.367054343877071
"58","infTempBayesianBLM3","Test4",0.6,0.01,53.2039498520632,0.643500785764535
"59","infTempBayesianBLM3","Test5",0.7,0.01,17.8645986178003,0.487237231588069
"60","infTempBayesianBLM3","Test6",0.8,0.01,-8.0362075399899,0.369849330736962
"61","infTempBayesianBLM3","Test7",0.6,0.02,53.2120892593201,0.67591344516737
"62","infTempBayesianBLM3","Test8",0.7,0.02,17.8656393568578,0.477059455643269
"63","infTempBayesianBLM3","Test9",0.8,0.02,-8.03182297052869,0.361024088746219
