"","Type","Model","D47","D47se","Tc","se","Tc","se"
"33","Classic","WOLS",0.8,0.01,-9.71951664568672,2.4110270021983,NA,NA
"34","Classic","WOLS",0.6,0.02,59.0537738572878,9.39109788431477,NA,NA
"35","Classic","WOLS",0.7,0.02,18.7574227651537,6.43309024391169,NA,NA
"36","Classic","WOLS",0.8,0.02,-9.71951664568672,4.75704291982657,NA,NA
"37","BayClump","Deming",0.6,0.005,59.1675521533901,5.85733613465983,NA,NA
"38","BayClump","Deming",0.7,0.005,19.0968427229638,3.96068458499067,NA,NA
"39","BayClump","Deming",0.8,0.005,-10.3714203810604,2.87658157019354,NA,NA
"40","BayClump","Deming",0.6,0.01,55.7959266450521,5.67755271012561,NA,NA
"41","BayClump","Deming",0.7,0.01,20.8357844532759,4.03252713892486,NA,NA
"42","BayClump","Deming",0.8,0.01,-9.3481514894227,2.91015538244349,NA,NA
"43","BayClump","Deming",0.6,0.02,60.2764320104968,5.9173129883745,NA,NA
"44","BayClump","Deming",0.7,0.02,22.4936123213336,4.10186595759648,NA,NA
"45","BayClump","Deming",0.8,0.02,-12.6138327691694,2.80399281020175,NA,NA
"46","BayClump","OLS",0.6,0.005,58.5431248212078,5.81592307250924,NA,NA
"47","BayClump","OLS",0.7,0.005,19.1795786811952,3.96706974867338,NA,NA
"48","BayClump","OLS",0.8,0.005,-9.86105060461125,2.89390721720085,NA,NA
"49","BayClump","OLS",0.6,0.01,57.6385643620251,5.76793076037894,NA,NA
"50","BayClump","OLS",0.7,0.01,16.7186007764014,3.86702324799333,NA,NA
"51","BayClump","OLS",0.8,0.01,-10.0289476713619,2.88836268930097,NA,NA
"52","BayClump","OLS",0.6,0.02,49.5053056222447,5.34845981236158,NA,NA
"53","BayClump","OLS",0.7,0.02,20.5772432052692,4.02466688927414,NA,NA
"54","BayClump","OLS",0.8,0.02,-8.42719200328417,2.94155645905513,NA,NA
"55","BayClump","York",0.6,0.005,57.8879288978042,5.64028793770002,NA,NA
"56","BayClump","York",0.7,0.005,18.1236941061006,3.83571010017379,NA,NA
"57","BayClump","York",0.8,0.005,-9.01035547710501,2.85960526487071,NA,NA
"58","BayClump","York",0.6,0.01,59.5991768241027,5.72871196148558,NA,NA
"59","BayClump","York",0.7,0.01,17.536340078964,3.81248791132558,NA,NA
"60","BayClump","York",0.8,0.01,-6.78457010804637,2.9324475309646,NA,NA
"61","BayClump","York",0.6,0.02,56.0146981753954,5.54455481287634,NA,NA
"62","BayClump","York",0.7,0.02,20.5782978294125,3.93379426036637,NA,NA
"63","BayClump","York",0.8,0.02,-7.84587039193914,2.89755895629539,NA,NA
"64","BayClump","WOLS",0.6,0.005,56.1631306810459,5.68602011764098,NA,NA
"65","BayClump","WOLS",0.7,0.005,18.7494409769408,3.94627894083631,NA,NA
"66","BayClump","WOLS",0.8,0.005,-10.5787321502544,2.86790580206059,NA,NA
"67","BayClump","WOLS",0.6,0.01,63.0963968135197,6.05719810426934,NA,NA
"68","BayClump","WOLS",0.7,0.01,16.9093691730381,3.87158587077455,NA,NA
"69","BayClump","WOLS",0.8,0.01,-9.4679584228423,2.90453012000216,NA,NA
"70","BayClump","WOLS",0.6,0.02,59.3559641432592,5.85496849309307,NA,NA
"71","BayClump","WOLS",0.7,0.02,15.3691121103908,3.80980972979248,NA,NA
"72","BayClump","WOLS",0.8,0.02,-9.51189296177309,2.90307542822592,NA,NA
"73","Bayesian","BLM1_fit",0.6,0.005,0.6,0.005,53.797810649297,1.21330915021588
"74","Bayesian","BLM1_fit",0.7,0.005,0.7,0.005,18.2896897841781,0.858782371063139
"75","Bayesian","BLM1_fit",0.8,0.005,0.8,0.005,-7.65718403055615,0.649818922041773
"76","Bayesian","BLM1_fit",0.6,0.01,0.6,0.01,53.7988180663125,2.40584968981356
"77","Bayesian","BLM1_fit",0.7,0.01,0.7,0.01,18.289774617403,1.70438808839438
"78","Bayesian","BLM1_fit",0.8,0.01,0.8,0.01,-7.65592512866456,1.28976637817413
"79","Bayesian","BLM1_fit",0.6,0.02,0.6,0.02,53.7937421895655,4.75154826647734
"80","Bayesian","BLM1_fit",0.7,0.02,0.7,0.02,18.2862864464448,3.37480301609832
"81","Bayesian","BLM1_fit",0.8,0.02,0.8,0.02,-7.65366627875714,2.55690901950406
"82","Bayesian","BLM1_fit_NoErrors",0.6,0.005,0.6,0.005,55.2095681989716,1.24487347213249
"83","Bayesian","BLM1_fit_NoErrors",0.7,0.005,0.7,0.005,18.8852717998704,0.875439290323441
"84","Bayesian","BLM1_fit_NoErrors",0.8,0.005,0.8,0.005,-7.51098477662452,0.658444614532506
"85","Bayesian","BLM1_fit_NoErrors",0.6,0.01,0.6,0.01,55.2088722132935,2.47200661564483
"86","Bayesian","BLM1_fit_NoErrors",0.7,0.01,0.7,0.01,18.8870830182539,1.73917454406347
"87","Bayesian","BLM1_fit_NoErrors",0.8,0.01,0.8,0.01,-7.51054560095668,1.31030605770861
"88","Bayesian","BLM1_fit_NoErrors",0.6,0.02,0.6,0.02,55.2166514646036,4.87081284715739
"89","Bayesian","BLM1_fit_NoErrors",0.7,0.02,0.7,0.02,18.8858702554392,3.43785095732174
"90","Bayesian","BLM1_fit_NoErrors",0.8,0.02,0.8,0.02,-7.51042778142627,2.59458372745332
"91","Bayesian","BLM3",0.6,0.005,0.6,0.005,54.5675816934645,1.22128322289735
"92","Bayesian","BLM3",0.7,0.005,0.7,0.005,18.839635986054,0.863207834921132
"93","Bayesian","BLM3",0.8,0.005,0.8,0.005,-7.25528572300239,0.652467351404744
"94","Bayesian","BLM3",0.6,0.01,0.6,0.01,54.5668594873127,2.42715401793156
"95","Bayesian","BLM3",0.7,0.01,0.7,0.01,18.8400955354657,1.71954234441204
"96","Bayesian","BLM3",0.8,0.01,0.8,0.01,-7.2552014212112,1.29841807760974
"97","Bayesian","BLM3",0.6,0.02,0.6,0.02,54.5582403272675,4.77790625800322
"98","Bayesian","BLM3",0.7,0.02,0.7,0.02,18.8402038143301,3.39729787867368
"99","Bayesian","BLM3",0.8,0.02,0.8,0.02,-7.25435191170251,2.56820712125226
