"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.15594242,0.07496594,0.045467336,0.00629886
"2","OLS",0.19389684,0.06413734,0.042986578,0.005506011
"3","WOLS",0.18294601,0.077608,0.043874154,0.006623854
"4","York",0.15110931,0.07619267,0.045901899,0.006403567
"5","BLM1_fit",0.200529489175662,0.0836589723980252,0.0422940602832365,0.00688100302111588
"6","BLM1_fit_NoErrors",0.197362229352588,0.0795332291982677,0.042582864529564,0.00655551185386324
"7","BLM3_fit",0.199107444239937,0.0836956995391838,0.0424198400399832,0.00685120860531702
