"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.2096899,0.0338004,0.041354003,0.002844328
"2","OLS",0.23706806,0.02787691,0.039213273,0.002380426
"3","WOLS",0.23210494,0.02898789,0.039660686,0.002485656
"4","York",0.20931933,0.03374257,0.041403085,0.002843949
"5","BLM1_fit",0.23703907662047,0.032799343662692,0.0392078063300917,0.0026922412495715
"6","BLM1_fit_NoErrors",0.237597517414335,0.0323651656976672,0.0391540798809316,0.00266120104139923
"7","BLM3_fit",0.23589959272939,0.0327417290008805,0.0392996139380013,0.00268777365645062
