"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.268308211,0.001913731,0.0369600896,0.0001543558
"2","OLS",0.267015691,0.002616857,0.0369466522,0.0002105862
"3","WOLS",0.267276043,0.002824872,0.0369246415,0.0002295616
"4","York",0.268320069,0.002029424,0.0369629128,0.0001586738
"5","BLM1_fit",0.266954173440324,0.00264242045330588,0.0369535966093413,0.000212915515871007
"6","BLM1_fit_NoErrors",0.266729182585313,0.00267702909639168,0.0369688327625676,0.000215485112478323
"7","BLM3_fit",0.267007481638325,0.00273006056214733,0.0369470843135968,0.000220486474142753
