"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.266156813,0.00394041,0.0372341625,0.0003135235
"2","OLS",0.26496866,0.004846088,0.0370891689,0.0003928311
"3","WOLS",0.26515619,0.004978778,0.0370750092,0.0004057063
"4","York",0.266152363,0.004123038,0.0372373117,0.0003279135
"5","BLM1_fit",0.264471305618932,0.00508259783036338,0.0371320916898221,0.000405607987463147
"6","BLM1_fit_NoErrors",0.264657305165204,0.0051185607062362,0.0371163364045486,0.000410944829628046
"7","BLM3_fit",0.264709570326046,0.00511509988082425,0.0371171448656722,0.000410403354960733
