"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,59.571475656181,2.45531543839348
"2","OLS","Test2",0.7,0.005,18.8368401626481,1.66363738450241
"3","OLS","Test3",0.8,0.005,-9.86025748476271,1.22169766866728
"4","OLS","Test4",0.6,0.01,59.571475656181,4.85706404840784
"5","OLS","Test5",0.7,0.01,18.8368401626481,3.29915856480909
"6","OLS","Test6",0.8,0.01,-9.86025748476271,2.42654515677214
"7","OLS","Test7",0.6,0.02,59.571475656181,9.50744518977251
"8","OLS","Test8",0.7,0.02,18.8368401626481,6.48895467388149
"9","OLS","Test9",0.8,0.02,-9.86025748476271,4.78721271732678
"10","York","Test1",0.6,0.005,60.8258059349556,2.47321341024525
"11","York","Test2",0.7,0.005,19.8182397848125,1.67374439489896
"12","York","Test3",0.8,0.005,-9.04264392397675,1.22818986201759
"13","York","Test4",0.6,0.01,60.8258059349556,4.89228308249955
"14","York","Test5",0.7,0.01,19.8182397848125,3.31912611857547
"15","York","Test6",0.8,0.01,-9.04264392397675,2.43940304485938
"16","York","Test7",0.6,0.02,60.8258059349556,9.57568308704737
"17","York","Test8",0.7,0.02,19.8182397848125,6.52793930538525
"18","York","Test9",0.8,0.02,-9.04264392397675,4.81243722454343
"19","Deming","Test1",0.6,0.005,60.8139094164903,2.47315791849155
"20","Deming","Test2",0.7,0.005,19.8073538690668,1.67369922646697
"21","Deming","Test3",0.8,0.005,-9.05271120534218,1.2281532137477
"22","Deming","Test4",0.6,0.01,60.8139094164903,4.89217261039749
"23","Deming","Test5",0.7,0.01,19.8073538690668,3.31903626189956
"24","Deming","Test6",0.8,0.01,-9.05271120534218,2.43933011563615
"25","Deming","Test7",0.6,0.02,60.8139094164903,9.57546421308876
"26","Deming","Test8",0.7,0.02,19.8073538690668,6.52776149056336
"27","Deming","Test9",0.8,0.02,-9.05271120534218,4.81229281448992
"28","WOLS","Test1",0.6,0.005,59.6010973212246,2.45689406780929
"29","WOLS","Test2",0.7,0.005,18.8440404344529,1.66438976298673
"30","WOLS","Test3",0.8,0.005,-9.86437565905243,1.2221039348882
"31","WOLS","Test4",0.6,0.01,59.6010973212246,4.86015761038351
"32","WOLS","Test5",0.7,0.01,18.8440404344529,3.300638714358
"33","WOLS","Test6",0.8,0.01,-9.86437565905243,2.42734627075879
"34","WOLS","Test7",0.6,0.02,59.6010973212246,9.51339057976605
"35","WOLS","Test8",0.7,0.02,18.8440404344529,6.49182054409226
"36","WOLS","Test9",0.8,0.02,-9.86437565905243,4.78877082053509
"37","BayesianBLM1","Test1",0.6,0.005,50.0715595583508,2.0073327748329
"38","BayesianBLM1","Test2",0.7,0.005,21.4250522491976,1.52346376777307
"39","BayesianBLM1","Test3",0.8,0.005,-0.799666197538547,1.19509361799763
"40","BayesianBLM1","Test4",0.6,0.01,39.8491599437208,2.61264100828973
"41","BayesianBLM1","Test5",0.7,0.01,24.3240728385501,2.30858718936315
"42","BayesianBLM1","Test6",0.8,0.01,10.9512768810171,1.90571681339393
"43","BayesianBLM1","Test7",0.6,0.02,32.6080818325437,2.93147509546407
"44","BayesianBLM1","Test8",0.7,0.02,26.9479284721031,2.77918597878816
"45","BayesianBLM1","Test9",0.8,0.02,21.5469909144342,2.60063552723235
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,50.0804852369347,1.97941049102638
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,21.3839250816298,1.49539546485994
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-0.708866368279345,1.20139448278144
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,39.7503212795184,2.54349891216584
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,24.4372620988125,2.26395867291033
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,10.9276500483665,2.01657709734054
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,32.3493622988307,2.92269811325541
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,26.986836368127,2.79065336686675
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,21.5253386997182,2.67991503205645
"55","infTempBayesianBLM3","Test1",0.6,0.005,50.0289622891592,1.98615473941302
"56","infTempBayesianBLM3","Test2",0.7,0.005,21.4012534773424,1.49006870680033
"57","infTempBayesianBLM3","Test3",0.8,0.005,-0.792391583355277,1.18547112493768
"58","infTempBayesianBLM3","Test4",0.6,0.01,39.8783593031945,2.65935003988866
"59","infTempBayesianBLM3","Test5",0.7,0.01,24.447977720612,2.30337911532061
"60","infTempBayesianBLM3","Test6",0.8,0.01,11.0219421116112,1.90788372671768
"61","infTempBayesianBLM3","Test7",0.6,0.02,32.3344383012333,2.97868113849052
"62","infTempBayesianBLM3","Test8",0.7,0.02,27.0113474124278,2.84245860789012
"63","infTempBayesianBLM3","Test9",0.8,0.02,21.7056242321588,2.6708562542038
