"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,59.6194434012442,2.45779079691431
"2","OLS","Test2",0.7,0.005,18.8496206097578,1.66481965224961
"3","OLS","Test3",0.8,0.005,-9.86528151123218,1.22233774010431
"4","OLS","Test4",0.6,0.01,59.6194434012442,4.86191511336216
"5","OLS","Test5",0.7,0.01,18.8496206097578,3.30148456811327
"6","OLS","Test6",0.8,0.01,-9.86528151123218,2.42780740102251
"7","OLS","Test7",0.6,0.02,59.6194434012442,9.51676911806425
"8","OLS","Test8",0.7,0.02,18.8496206097578,6.49345880938495
"9","OLS","Test9",0.8,0.02,-9.86528151123218,4.78966803568204
"10","York","Test1",0.6,0.005,60.8358787979967,2.4740692121066
"11","York","Test2",0.7,0.005,19.8162919518029,1.67414108520671
"12","York","Test3",0.8,0.005,-9.05047880538143,1.22839699988509
"13","York","Test4",0.6,0.01,60.8358787979967,4.89395909274538
"14","York","Test5",0.7,0.01,19.8162919518029,3.31990594262771
"15","York","Test6",0.8,0.01,-9.05047880538143,2.43981112098345
"16","York","Test7",0.6,0.02,60.8358787979967,9.57890012218377
"17","York","Test8",0.7,0.02,19.8162919518029,6.52944696760062
"18","York","Test9",0.8,0.02,-9.05047880538143,4.81322943711376
"19","Deming","Test1",0.6,0.005,60.8542192285769,2.47555915463442
"20","Deming","Test2",0.7,0.005,19.8136905851581,1.67483291377062
"21","Deming","Test3",0.8,0.005,-9.06335688554805,1.22875910994753
"22","Deming","Test4",0.6,0.01,60.8542192285769,4.89687711349251
"23","Deming","Test5",0.7,0.01,19.8136905851581,3.32126602546907
"24","Deming","Test6",0.8,0.01,-9.06335688554805,2.44052455223681
"25","Deming","Test7",0.6,0.02,60.8542192285769,9.58450154414555
"26","Deming","Test8",0.7,0.02,19.8136905851581,6.53207672918762
"27","Deming","Test9",0.8,0.02,-9.06335688554805,4.81461463685514
"28","WOLS","Test1",0.6,0.005,59.6295462602912,2.45928255114455
"29","WOLS","Test2",0.7,0.005,18.8389073636637,1.66549941832511
"30","WOLS","Test3",0.8,0.005,-9.88598996396411,1.22268446979172
"31","WOLS","Test4",0.6,0.01,59.6295462602912,4.86483553804675
"32","WOLS","Test5",0.7,0.01,18.8389073636637,3.30282021111987
"33","WOLS","Test6",0.8,0.01,-9.88598996396411,2.42849001802443
"34","WOLS","Test7",0.6,0.02,59.6295462602912,9.52237078289249
"35","WOLS","Test8",0.7,0.02,18.8389073636637,6.49603851712641
"36","WOLS","Test9",0.8,0.02,-9.88598996396411,4.7909914195385
"37","BayesianBLM1","Test1",0.6,0.005,59.5509400265623,2.50674343155426
"38","BayesianBLM1","Test2",0.7,0.005,18.9603295677711,1.66559874873103
"39","BayesianBLM1","Test3",0.8,0.005,-9.94290115370409,1.22842488974467
"40","BayesianBLM1","Test4",0.6,0.01,60.4496320564296,4.80181661466367
"41","BayesianBLM1","Test5",0.7,0.01,18.5907432527825,3.09174469914852
"42","BayesianBLM1","Test6",0.8,0.01,-9.72672806234539,2.46534910935804
"43","BayesianBLM1","Test7",0.6,0.02,59.1163016771403,10.5384913389029
"44","BayesianBLM1","Test8",0.7,0.02,19.5086063646389,7.31765475992439
"45","BayesianBLM1","Test9",0.8,0.02,-9.25584091380323,4.49686706008865
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,59.6713738911065,2.53750804718827
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,18.8820661164236,1.71424674516403
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-9.82097599659237,1.24240722011676
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,60.0184328227201,4.95874981477401
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,19.0773641473245,3.38422431286705
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,-9.73535682516681,2.48814331489298
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,61.6594263977624,9.61548314195362
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,19.1836436620611,7.28381727418028
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,-9.5058899954287,4.71923014870823
"55","infTempBayesianBLM3","Test1",0.6,0.005,59.7876672367509,2.54449177781029
"56","infTempBayesianBLM3","Test2",0.7,0.005,18.9730206850606,1.7072501533029
"57","infTempBayesianBLM3","Test3",0.8,0.005,-9.85214577153195,1.26410301204489
"58","infTempBayesianBLM3","Test4",0.6,0.01,60.3122278176501,4.95640053093707
"59","infTempBayesianBLM3","Test5",0.7,0.01,18.8866627084452,3.40473853730227
"60","infTempBayesianBLM3","Test6",0.8,0.01,-9.86923648144182,2.44577609605943
"61","infTempBayesianBLM3","Test7",0.6,0.02,59.2072659868521,9.84151302796949
"62","infTempBayesianBLM3","Test8",0.7,0.02,19.4336780489836,7.03088265687094
"63","infTempBayesianBLM3","Test9",0.8,0.02,-10.0724387957563,4.87868928979043
