"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.262278868,0.005146429,0.0376349915,0.0004230776
"2","OLS",0.26330198,0.006525467,0.0372152704,0.0005296318
"3","WOLS",0.263613487,0.006414077,0.0371999016,0.0005282679
"4","York",0.262220682,0.004750657,0.0376414511,0.0003888888
"5","BLM1_fit",0.261792601401693,0.00647363772261719,0.0373449361094026,0.000520436354503571
"6","BLM1_fit_NoErrors",0.262479129523523,0.00652966649711082,0.0372890287840107,0.000523932787770286
"7","BLM3_fit",0.262620216367949,0.00628642786566288,0.0372739838519735,0.000505096380778057
