"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,53.6148663456942,2.062471621003
"2","OLS","Test2",0.7,0.005,18.5482793052469,1.47000187714485
"3","OLS","Test3",0.8,0.005,-7.21178403757045,1.11535282157706
"4","OLS","Test4",0.6,0.01,53.6148663456942,4.0863761727806
"5","OLS","Test5",0.7,0.01,18.5482793052469,2.91800137434467
"6","OLS","Test6",0.8,0.01,-7.21178403757045,2.21678886828317
"7","OLS","Test7",0.6,0.02,53.6148663456942,8.02318224513044
"8","OLS","Test8",0.7,0.02,18.5482793052469,5.75014842182094
"9","OLS","Test9",0.8,0.02,-7.21178403757045,4.37905051084675
"10","York","Test1",0.6,0.005,53.3429420709321,2.07404862311932
"11","York","Test2",0.7,0.005,18.1129591520512,1.47535801451187
"12","York","Test3",0.8,0.005,-7.72475946460349,1.11796261131911
"13","York","Test4",0.6,0.01,53.3429420709321,4.10906664759318
"14","York","Test5",0.7,0.01,18.1129591520512,2.92852103358149
"15","York","Test6",0.8,0.01,-7.72475946460349,2.2219167201639
"16","York","Test7",0.6,0.02,53.3429420709321,8.06679513517946
"17","York","Test8",0.7,0.02,18.1129591520512,5.77044701208138
"18","York","Test9",0.8,0.02,-7.72475946460349,4.38895160879918
"19","Deming","Test1",0.6,0.005,53.4600379073037,2.08125483050054
"20","Deming","Test2",0.7,0.005,18.1239305079408,1.47907561407453
"21","Deming","Test3",0.8,0.005,-7.77102253835193,1.12007370127469
"22","Deming","Test4",0.6,0.01,53.4600379073037,4.12322299454053
"23","Deming","Test5",0.7,0.01,18.1239305079408,2.93584563313078
"24","Deming","Test6",0.8,0.01,-7.77102253835193,2.2260837354678
"25","Deming","Test7",0.6,0.02,53.4600379073037,8.09412941562903
"26","Deming","Test8",0.7,0.02,18.1239305079408,5.78466999622054
"27","Deming","Test9",0.8,0.02,-7.77102253835193,4.39707184800307
"28","WOLS","Test1",0.6,0.005,52.8227587108956,2.00531472635953
"29","WOLS","Test2",0.7,0.005,18.6002463661089,1.44035275167226
"30","WOLS","Test3",0.8,0.005,-6.70303991854877,1.09850155446748
"31","WOLS","Test4",0.6,0.01,52.8227587108956,3.97407023144143
"32","WOLS","Test5",0.7,0.01,18.6002463661089,2.85958120225411
"33","WOLS","Test6",0.8,0.01,-6.70303991854877,2.18352755176755
"34","WOLS","Test7",0.6,0.02,52.8227587108956,7.8062481134196
"35","WOLS","Test8",0.7,0.02,18.6002463661089,5.63669344794965
"36","WOLS","Test9",0.8,0.02,-6.70303991854877,4.31423829247353
"37","BayesianBLM1","Test1",0.6,0.005,54.9237403410215,2.29534513116316
"38","BayesianBLM1","Test2",0.7,0.005,18.037452577771,1.64480055779927
"39","BayesianBLM1","Test3",0.8,0.005,-8.61972559264169,1.22169175063791
"40","BayesianBLM1","Test4",0.6,0.01,54.5591127108897,4.42658614095514
"41","BayesianBLM1","Test5",0.7,0.01,18.0519475654046,3.14853986764333
"42","BayesianBLM1","Test6",0.8,0.01,-8.44794307727658,2.34688306024971
"43","BayesianBLM1","Test7",0.6,0.02,56.2859242984992,8.92436958452495
"44","BayesianBLM1","Test8",0.7,0.02,18.778864373025,6.2622127817314
"45","BayesianBLM1","Test9",0.8,0.02,-9.33852211864829,4.9688813658915
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,54.1220970219718,2.25851157409775
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,18.179058910949,1.57959578604715
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-8.03477346018443,1.20073445815291
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,54.0047068878926,4.2420845843319
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,18.1108037391651,2.92768855517483
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,-8.12789632553131,2.32477159877794
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,55.1103868706927,8.3500982798083
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,19.0783048893693,6.81654632910332
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,-7.20335905920363,4.43323795689656
"55","infTempBayesianBLM3","Test1",0.6,0.005,54.2273090570133,2.22912800050803
"56","infTempBayesianBLM3","Test2",0.7,0.005,18.1189112986421,1.58175929946236
"57","infTempBayesianBLM3","Test3",0.8,0.005,-8.32768535206926,1.18971483807989
"58","infTempBayesianBLM3","Test4",0.6,0.01,54.2855229278892,4.4634667486903
"59","infTempBayesianBLM3","Test5",0.7,0.01,18.2103084907115,3.13094601872211
"60","infTempBayesianBLM3","Test6",0.8,0.01,-8.26040157391003,2.31120491958176
"61","infTempBayesianBLM3","Test7",0.6,0.02,53.5220000633829,8.05405472330234
"62","infTempBayesianBLM3","Test8",0.7,0.02,18.7828798153198,5.88658517827318
"63","infTempBayesianBLM3","Test9",0.8,0.02,-7.9794081307257,4.63926151484121
