"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,56.2955362312057,2.27748840758221
"2","OLS","Test2",0.7,0.005,18.1076971521236,1.5773212408327
"3","OLS","Test3",0.8,0.005,-9.28399974481641,1.17454594580636
"4","OLS","Test4",0.6,0.01,56.2955362312057,4.50838712349213
"5","OLS","Test5",0.7,0.01,18.1076971521236,3.12929075013005
"6","OLS","Test6",0.8,0.01,-9.28399974481641,2.33354548539666
"7","OLS","Test7",0.6,0.02,56.2955362312057,8.83661100782871
"8","OLS","Test8",0.7,0.02,18.1076971521236,6.15983758098997
"9","OLS","Test9",0.8,0.02,-9.28399974481641,4.60625485888511
"10","York","Test1",0.6,0.005,57.4350856573969,2.34786853593044
"11","York","Test2",0.7,0.005,18.236924170251,1.61163009161072
"12","York","Test3",0.8,0.005,-9.67356985672495,1.19326547709414
"13","York","Test4",0.6,0.01,57.4350856573969,4.64641246389658
"14","York","Test5",0.7,0.01,18.236924170251,3.19681135717218
"15","York","Test6",0.8,0.01,-9.67356985672495,2.37046379755884
"16","York","Test7",0.6,0.02,57.4350856573969,9.10225807612994
"17","York","Test8",0.7,0.02,18.236924170251,6.29066300889974
"18","York","Test9",0.8,0.02,-9.67356985672495,4.67807739251356
"19","Deming","Test1",0.6,0.005,57.389552424825,2.34549257886101
"20","Deming","Test2",0.7,0.005,18.2255132786751,1.61046944111405
"21","Deming","Test3",0.8,0.005,-9.66738603791106,1.1926279480308
"22","Deming","Test4",0.6,0.01,57.389552424825,4.64175294552962
"23","Deming","Test5",0.7,0.01,18.2255132786751,3.19452690693521
"24","Deming","Test6",0.8,0.01,-9.66738603791106,2.36920619972227
"25","Deming","Test7",0.6,0.02,57.389552424825,9.09329036793042
"26","Deming","Test8",0.7,0.02,18.2255132786751,6.28623569151131
"27","Deming","Test9",0.8,0.02,-9.66738603791106,4.67562972637535
"28","WOLS","Test1",0.6,0.005,56.0693386812583,2.26002664160796
"29","WOLS","Test2",0.7,0.005,18.1322957043563,1.56880938755268
"30","WOLS","Test3",0.8,0.005,-9.13094861646323,1.16992814487764
"31","WOLS","Test4",0.6,0.01,56.0693386812583,4.47413937931401
"32","WOLS","Test5",0.7,0.01,18.1322957043563,3.11254056789596
"33","WOLS","Test6",0.8,0.01,-9.13094861646323,2.32444021513953
"34","WOLS","Test7",0.6,0.02,56.0693386812583,8.77068777068058
"35","WOLS","Test8",0.7,0.02,18.1322957043563,6.12738857837599
"36","WOLS","Test9",0.8,0.02,-9.13094861646323,4.58854844711129
"37","BayesianBLM1","Test1",0.6,0.005,56.212580729753,2.31265031295084
"38","BayesianBLM1","Test2",0.7,0.005,17.908101680247,1.55031580894294
"39","BayesianBLM1","Test3",0.8,0.005,-9.51467219029886,1.19928005717363
"40","BayesianBLM1","Test4",0.6,0.01,55.4275836091363,4.61216583087743
"41","BayesianBLM1","Test5",0.7,0.01,18.409994979733,3.1384208174871
"42","BayesianBLM1","Test6",0.8,0.01,-9.3238590596331,2.3033129568386
"43","BayesianBLM1","Test7",0.6,0.02,56.2549416091341,8.94014831010696
"44","BayesianBLM1","Test8",0.7,0.02,17.7205554483685,5.87465953270617
"45","BayesianBLM1","Test9",0.8,0.02,-9.30864589637662,4.93254094235115
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,56.6687111683495,2.37547396176642
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,18.0313638947529,1.59614424954131
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-9.55892577774144,1.21615014397266
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,57.1385283307478,4.93866638370215
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,17.7348013632079,3.42611451943748
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,-9.62650242668655,2.42320456595887
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,59.3494420187079,8.81632222612043
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,18.2886188004607,6.0976844980357
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,-8.10902039941467,4.55287741189588
"55","infTempBayesianBLM3","Test1",0.6,0.005,56.1886254474424,2.50396177481649
"56","infTempBayesianBLM3","Test2",0.7,0.005,17.9826718425346,1.58271642571714
"57","infTempBayesianBLM3","Test3",0.8,0.005,-9.60819003472688,1.13443707121574
"58","infTempBayesianBLM3","Test4",0.6,0.01,56.9746840769264,4.59910993800746
"59","infTempBayesianBLM3","Test5",0.7,0.01,18.0416736677566,3.24946086683537
"60","infTempBayesianBLM3","Test6",0.8,0.01,-9.50611873432072,2.4936554380448
"61","infTempBayesianBLM3","Test7",0.6,0.02,57.9689173412997,8.9274533158072
"62","infTempBayesianBLM3","Test8",0.7,0.02,16.7297918820248,5.67607388692003
"63","infTempBayesianBLM3","Test9",0.8,0.02,-7.59659737850899,4.31591648366208
