"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.25327185,0.01396156,0.037931312,0.001196125
"2","OLS",0.24165615,0.02160226,0.038883485,0.001902544
"3","WOLS",0.23970225,0.02329815,0.039043325,0.002046255
"4","York",0.25169023,0.0163761,0.038055053,0.001382572
"5","BLM1_fit",0.242110512636027,0.0208163955364357,0.038819387815597,0.0017314628882685
"6","BLM1_fit_NoErrors",0.241596796333947,0.0201175760535388,0.0388670434307933,0.00167614961297938
"7","BLM3_fit",0.240490645223349,0.0194661246708559,0.0389537422683712,0.00162035228633297
