"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.22926244,0.02551104,0.039901157,0.002226802
"2","OLS",0.22102785,0.03813118,0.040620914,0.003348655
"3","WOLS",0.21225753,0.04237481,0.04136607,0.003677811
"4","York",0.22937143,0.02450787,0.039885307,0.002149159
"5","BLM1_fit",0.229645953630207,0.0292480516188819,0.0398064366222534,0.00242164195453849
"6","BLM1_fit_NoErrors",0.22898725613872,0.0296007489047501,0.0398696827558296,0.00244357327990794
"7","BLM3_fit",0.231520617379262,0.0284727926109667,0.0396716207980491,0.00236890521095413
