"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.21016801,0.04373651,0.041574306,0.003762954
"2","OLS",0.20985919,0.04802577,0.041644334,0.004281511
"3","WOLS",0.19640102,0.05432286,0.042908901,0.004829679
"4","York",0.21182453,0.03786638,0.041401424,0.003330292
"5","BLM1_fit",0.228151470223607,0.0325124891804314,0.0400721763103198,0.00267412248964544
"6","BLM1_fit_NoErrors",0.228524668670265,0.0321961418793928,0.0400328955718494,0.0026601337525714
"7","BLM3_fit",0.227930464662548,0.0327199909768348,0.0400804041024288,0.00269219486136207
