"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,56.256842720695,2.27434672752639
"2","OLS","Test2",0.7,0.005,18.1140536600428,1.57579565768151
"3","OLS","Test3",0.8,0.005,-9.25465775377506,1.17372148717988
"4","OLS","Test4",0.6,0.01,56.256842720695,4.50222595450373
"5","OLS","Test5",0.7,0.01,18.1140536600428,3.12628888474347
"6","OLS","Test6",0.8,0.01,-9.25465775377506,2.33192000057687
"7","OLS","Test7",0.6,0.02,56.256842720695,8.82475368341647
"8","OLS","Test8",0.7,0.02,18.1140536600428,6.15402332579202
"9","OLS","Test9",0.8,0.02,-9.25465775377506,4.6030945166375
"10","York","Test1",0.6,0.005,57.3894785802904,2.34721265933291
"11","York","Test2",0.7,0.005,18.2013697834679,1.61125597991634
"12","York","Test3",0.8,0.005,-9.70305065288585,1.19302436517052
"13","York","Test4",0.6,0.01,57.3894785802904,4.64512136506198
"14","York","Test5",0.7,0.01,18.2013697834679,3.19607215367057
"15","York","Test6",0.8,0.01,-9.70305065288585,2.36998625588666
"16","York","Test7",0.6,0.02,57.3894785802904,9.09975476283961
"17","York","Test8",0.7,0.02,18.2013697834679,6.28921941185098
"18","York","Test9",0.8,0.02,-9.70305065288585,4.67714049988888
"19","Deming","Test1",0.6,0.005,57.6034487970296,2.35933160502213
"20","Deming","Test2",0.7,0.005,18.2417640969127,1.61713733205846
"21","Deming","Test3",0.8,0.005,-9.75155000939702,1.19623190703572
"22","Deming","Test4",0.6,0.01,57.6034487970296,4.66888418542692
"23","Deming","Test5",0.7,0.01,18.2417640969127,3.20764620019486
"24","Deming","Test6",0.8,0.01,-9.75155000939702,2.37631229573236
"25","Deming","Test7",0.6,0.02,57.6034487970296,9.1454743948629
"26","Deming","Test8",0.7,0.02,18.2417640969127,6.31164281078276
"27","Deming","Test9",0.8,0.02,-9.75155000939702,4.6894482565603
"28","WOLS","Test1",0.6,0.005,56.0369621512339,2.26062966926241
"29","WOLS","Test2",0.7,0.005,18.0919800188382,1.56904165494859
"30","WOLS","Test3",0.8,0.005,-9.17429306183323,1.1700117893796
"31","WOLS","Test4",0.6,0.01,56.0369621512339,4.47531663836673
"32","WOLS","Test5",0.7,0.01,18.0919800188382,3.11299428032771
"33","WOLS","Test6",0.8,0.01,-9.17429306183323,2.32460279995405
"34","WOLS","Test7",0.6,0.02,56.0369621512339,8.77293303953604
"35","WOLS","Test8",0.7,0.02,18.0919800188382,6.12825457306076
"36","WOLS","Test9",0.8,0.02,-9.17429306183323,4.58885551286863
"37","BayesianBLM1","Test1",0.6,0.005,48.6070673692665,1.90832073606838
"38","BayesianBLM1","Test2",0.7,0.005,20.5275244253393,1.4308785760796
"39","BayesianBLM1","Test3",0.8,0.005,-1.17360541372538,1.14941078252379
"40","BayesianBLM1","Test4",0.6,0.01,39.6236517666481,2.58551263267568
"41","BayesianBLM1","Test5",0.7,0.01,23.8132139929156,2.34329929683266
"42","BayesianBLM1","Test6",0.8,0.01,10.3021634390232,1.9679896737452
"43","BayesianBLM1","Test7",0.6,0.02,32.1350754992329,2.8344207237005
"44","BayesianBLM1","Test8",0.7,0.02,26.9214108413885,3.02907829807012
"45","BayesianBLM1","Test9",0.8,0.02,21.2028132407217,2.61814292007349
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,48.2504399154105,1.86762252703595
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,20.4296348270679,1.42806530764682
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-1.28709025286042,1.12098263572796
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,39.5789979322062,2.61376761826011
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,23.8294484590161,2.25180872187313
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,10.4612613778385,1.84340157752785
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,32.5352646707185,2.85908931860355
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,26.5445282618468,2.81526168618855
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,21.2825334172617,2.46533252649255
"55","infTempBayesianBLM3","Test1",0.6,0.005,48.3854904367467,1.8532868512773
"56","infTempBayesianBLM3","Test2",0.7,0.005,20.4204240497285,1.47655216159001
"57","infTempBayesianBLM3","Test3",0.8,0.005,-1.11565094751613,1.14210319901158
"58","infTempBayesianBLM3","Test4",0.6,0.01,39.3836426413584,2.51996922579653
"59","infTempBayesianBLM3","Test5",0.7,0.01,23.6715647970959,2.15753339056407
"60","infTempBayesianBLM3","Test6",0.8,0.01,10.4222683891532,1.76472215175045
"61","infTempBayesianBLM3","Test7",0.6,0.02,32.1153278911985,2.95583727687277
"62","infTempBayesianBLM3","Test8",0.7,0.02,26.63672159506,2.72475270674469
"63","infTempBayesianBLM3","Test9",0.8,0.02,21.5198621117253,2.53007152888158
