Sample.Name,Mineralogy,Material,N,D47,D47error,Temperature,TempError,Temperature_original,TempError_original
150116_7_50C_5,C,1,1,0.6242,NA,9.695811136,0.046327323,48,0.77
150116_8_20C_9,C,1,1,0.6962,NA,11.40188158,0.025367829,23,0.33
150122_2_4C_4,C,1,1,0.7496,NA,12.8328978,0.004595899,6,0.05
150122_3_4C_4,C,1,1,0.7152,NA,12.8328978,0.004595899,6,0.05
150122_4_4C_4,C,1,1,0.7345,NA,12.8328978,0.004595899,6,0.05
150122_5_20C_CA_13,C,1,1,0.6955,NA,11.32526912,0.078106379,24,1.03
150122_6_20C_CA_13,C,1,1,0.7177,NA,11.32526912,0.078106379,24,1.03
150122_7_4C_3,C,1,1,0.7471,NA,12.8328978,0.004595899,6,0.05
150122_8_4C_3,C,1,1,0.7417,NA,12.8328978,0.004595899,6,0.05
150122_9_4C_3,C,1,1,0.7483,NA,12.8328978,0.004595899,6,0.05
150205_6_20C_CA_13,C,1,1,0.723,NA,11.32526912,0.078106379,24,1.03
150205_8_8C_CA_4,C,1,1,0.7319,NA,12.56145338,0.010678102,9,0.12
150205_9_8C_CA_4,C,1,1,0.7444,NA,12.56145338,0.010678102,9,0.12
150212_6_8C_1,C,1,1,0.7768,NA,12.56145338,0.010678102,9,0.12
150212_7_20C_G_14,C,1,1,0.6947,NA,11.55745722,0.038409211,21,0.49
150212_8_20C_G_14,C,1,1,0.706,NA,11.55745722,0.038409211,21,0.49
150309_2_4C_5,C,1,1,0.7166,NA,12.8328978,0.004595899,6,0.05
150309_3_4C_5,C,1,1,0.764,NA,12.8328978,0.004595899,6,0.05
150309_4_8C_1,C,1,1,0.756,NA,12.56145338,0.010678102,9,0.12
150309_5_8C_1,C,1,1,0.754,NA,12.56145338,0.010678102,9,0.12
150309_6_4C_5,C,1,1,0.769,NA,12.8328978,0.004595899,6,0.05
150309_7_8C_CA_5,C,1,1,0.7538,NA,12.21272279,0.010236627,13,0.12
150309_8_8C_CA_5,C,1,1,0.772,NA,12.21272279,0.010236627,13,0.12
150309_9_8C_CA_5,C,1,1,0.7426,NA,12.21272279,0.010236627,13,0.12
150310_3_50C_1_at25,C,1,1,0.7031,NA,9.75647616,0.021904832,47,0.36
150310_4_4C_2_at25,C,1,1,0.7683,NA,12.8328978,0.004595899,6,0.05
150310_6_4C_1_at25,C,1,1,0.7578,NA,12.8328978,0.004595899,6,0.05
150310_7_70C_DS2_at25,A,1,1,0.618,NA,8.394295329,0.018453264,72,0.38
150316_4_4C_1_at25,C,1,1,0.8194,NA,12.8328978,0.004595899,6,0.05
150316_6_4C_1_at25,C,1,1,0.7776,NA,12.8328978,0.004595899,6,0.05
150410_3_20C_Z_15,C,1,1,0.7289,NA,11.63644183,0.114265561,20,1.45
150410_4_20C_Z_15,C,1,1,0.7376,NA,11.63644183,0.114265561,20,1.45
150410_5_20C_Z_15,C,1,1,0.7605,NA,11.63644183,0.114265561,20,1.45
150410_6_20C_CA_16,C,1,1,0.7345,NA,11.40188158,0.032271635,23,0.42
150410_7_20C_CA_16,C,1,1,0.7637,NA,11.40188158,0.032271635,23,0.42
150420_7_20C_Z_15,C,1,1,0.7393,NA,11.63644183,0.114265561,20,1.45
150422_7_4C_6,C,1,1,0.7738,NA,12.8328978,0.004595899,6,0.05
150422_8_4C_6,C,1,1,0.7825,NA,12.8328978,0.004595899,6,0.05
150428_7_20C_CA_16,C,1,1,0.7295,NA,11.40188158,0.032271635,23,0.42
150428_8_20C_CA_16,C,1,1,0.7635,NA,11.40188158,0.032271635,23,0.42
150601_4_20C_Z_2,C,1,1,0.6942,NA,11.47927407,0.01321221,22,0.17
150601_5_20C_Z_2,C,1,1,0.745,NA,11.47927407,0.01321221,22,0.17
150601_8_8C_6,C,1,1,0.7673,NA,12.56145338,0.013345501,9,0.15
150602_5_20C_Z_2,C,1,1,0.7203,NA,11.47927407,0.01321221,22,0.17
150602_6_8C_6,C,1,1,0.7707,NA,12.56145338,0.013345501,9,0.15
150618_4_50C_Z_1,A,1,1,0.6429,NA,9.576166301,0.049003252,50,0.83
150618_6_30C_Z_1,A,1,1,0.6591,NA,10.46312704,0.033089237,36,0.49
150618_7_4C_Z_3,C,1,1,0.768,NA,13.01877838,0.030947399,4,0.33
150715_8_30C_Z_1,A,1,1,0.6272,NA,10.46312704,0.033089237,36,0.49
150715_9_50C_Z_1,A,1,1,0.614,NA,9.576166301,0.049003252,50,0.83
150715_11_50C_Z_2,A,1,1,0.6209,NA,9.576166301,0.058993646,50,1
150716_8_50C_Z_2,A,1,1,0.6488,NA,9.576166301,0.058993646,50,1
150716_10_4C_Z_3,C,1,1,0.7771,NA,13.01877838,0.030947399,4,0.33
150716_11_4C_Z_3,C,1,1,0.7436,NA,13.01877838,0.030947399,4,0.33
150728_4_70C_DS2_at25,A,1,1,0.5862,NA,8.394295329,0.018453264,72,0.38
150728_6_70C_CA_1_at25,A,1,1,0.6098,NA,8.297851547,0.045229545,74,0.95
150728_8_70C_CA_1_at25,A,1,1,0.5988,NA,8.297851547,0.045229545,74,0.95
150801_2_70C_DS2_at25,A,1,1,0.6152,NA,8.394295329,0.018453264,72,0.38
150801_3_70C_DS2_at25,A,1,1,0.5656,NA,8.394295329,0.018453264,72,0.38
150909_3_70C_CA_1_at25,A,1,1,0.6012,NA,8.297851547,0.045229545,74,0.95
150909_5_20C_CA_13_at25,C,1,1,0.7104,NA,11.32526912,0.078106379,24,1.03
150909_6_20C_CA_13_at25,C,1,1,0.6922,NA,11.32526912,0.078106379,24,1.03
150909_8_70C_CA_4_at25,C,1,1,0.5449,NA,8.443148975,0.048853645,71,1
C20,C,1,1,0.7217,0.013,12.92533689,0.046343946,5,0.5
C20,C,1,1,0.7113,0.008,12.92533689,0.046343946,5,0.5
C20,C,1,1,0.7329,0.009,12.92533689,0.046343946,5,0.5
C26,C,1,1,0.7407,0.008,12.92533689,0.046343946,5,0.5
C18,C,1,1,0.6891,0.011,12.92533689,0.046343946,5,0.5
C27,C,1,1,0.7408,0.013,12.92533689,0.046343946,5,0.5
C27,C,1,1,0.7581,0.009,12.92533689,0.046343946,5,0.5
C27,C,1,1,0.7399,0.012,12.92533689,0.046343946,5,0.5
C50,C,1,1,0.7297,0.006,12.92533689,0.046343946,5,0.5
C50,C,1,1,0.7241,0.014,12.92533689,0.046343946,5,0.5
C50,C,1,1,0.7363,0.012,12.92533689,0.046343946,5,0.5
C48,C,1,1,0.7362,0.009,12.92533689,0.046343946,5,0.5
C48,C,1,1,0.7217,0.006,12.92533689,0.046343946,5,0.5
C48,C,1,1,0.7311,0.009,12.92533689,0.046343946,5,0.5
C19,C,1,1,0.7118,0.008,12.92533689,0.046343946,5,0.5
C19,C,1,1,0.709,0.012,12.92533689,0.046343946,5,0.5
C30,C,1,1,0.7441,0.0139,11.24942624,0.03763606,25,0.5
C30,C,1,1,0.653,0.0138,11.24942624,0.03763606,25,0.5
C30,C,1,1,0.7118,0.0139,11.24942624,0.03763606,25,0.5
C30,C,1,1,0.6922,0.0154,11.24942624,0.03763606,25,0.5
C23,C,1,1,1.0365,0.0137,12.92533689,0.046343946,5,0.5
C21,C,1,1,0.94,0.0162,12.92533689,0.046343946,5,0.5
C21,C,1,1,0.9534,0.0145,12.92533689,0.046343946,5,0.5
C21,C,1,1,0.9579,0.0118,12.92533689,0.046343946,5,0.5
C18,C,1,1,0.721,0.0118,12.92533689,0.046343946,5,0.5
C18,C,1,1,0.7721,0.013,12.92533689,0.046343946,5,0.5
C18,C,1,1,0.6928,0.0139,12.92533689,0.046343946,5,0.5
C22,C,1,1,0.7778,0.0128,12.92533689,0.046343946,5,0.5
C22,C,1,1,0.7692,0.0117,12.92533689,0.046343946,5,0.5
C27,C,1,1,0.7356,0.0141,12.92533689,0.046343946,5,0.5
C27,C,1,1,0.6986,0.0125,12.92533689,0.046343946,5,0.5
C27,C,1,1,0.7371,0.0127,12.92533689,0.046343946,5,0.5
C54,C,1,1,0.6553,0.0128,11.24942624,0.03763606,25,0.5
C54,C,1,1,0.639,0.0128,11.24942624,0.03763606,25,0.5
C54,C,1,1,0.6882,0.0148,11.24942624,0.03763606,25,0.5
C57,C,1,1,0.6441,0.0138,11.24942624,0.03763606,25,0.5
C57,C,1,1,0.6534,0.0128,11.24942624,0.03763606,25,0.5
C58,C,1,1,0.6803,0.0127,11.24942624,0.03763606,25,0.5
C29,C,1,1,0.6713,0.0146,11.24942624,0.03763606,25,0.5
C29,C,1,1,0.6615,0.0118,11.24942624,0.03763606,25,0.5
C32,C,1,1,0.693,0.013,11.24942624,0.03763606,25,0.5
C58,C,1,1,0.6857,0.0134,11.24942624,0.03763606,25,0.5
C6,C,1,1,0.6709,0.0123,10.19753414,0.032486549,40,0.5
C34,C,1,1,0.645,0.0117,11.24942624,0.03763606,25,0.5
C7,C,1,1,0.6286,0.0125,10.19753414,0.032486549,40,0.5
C15,C,1,1,0.5757,0.0115,10.19753414,0.032486549,40,0.5
C19,C,1,1,0.7044,0.0121,12.92533689,0.046343946,5,0.5
C24,C,1,1,0.7444,0.0134,12.92533689,0.046343946,5,0.5
C7,C,1,1,0.7427,0.0122,10.19753414,0.032486549,40,0.5
C50,C,1,1,0.778,0.0131,12.92533689,0.046343946,5,0.5
C45,C,1,1,0.6937,0.0145,10.19753414,0.032486549,40,0.5
C34,C,1,1,0.651,0.0276,11.24942624,0.03763606,25,0.5
C6,C,1,1,0.5762,0.0089,10.19753414,0.032486549,40,0.5
C32,C,1,1,0.6781,0.009,11.24942624,0.03763606,25,0.5
C48,C,1,1,0.7276,0.0077,12.92533689,0.046343946,5,0.5
C19,C,1,1,0.7147,0.0074,12.92533689,0.046343946,5,0.5
C45,C,1,1,0.5727,0.0084,10.19753414,0.032486549,40,0.5
C34,C,1,1,0.6658,0.008,11.24942624,0.03763606,25,0.5
C29,C,1,1,0.6495,0.0104,11.24942624,0.03763606,25,0.5
C44,C,1,1,0.6834,0.0077,10.19753414,0.032486549,40,0.5
C24,C,1,1,0.7458,0.0081,12.92533689,0.046343946,5,0.5
C12,C,1,1,0.6281,0.0077,10.19753414,0.032486549,40,0.5
C12,C,1,1,0.6336,0.0088,10.19753414,0.032486549,40,0.5
C12,C,1,1,0.5894,0.0097,10.19753414,0.032486549,40,0.5
C15,C,1,1,0.6362,0.0078,10.19753414,0.032486549,40,0.5
C58,C,1,1,0.7058,0.0077,11.24942624,0.03763606,25,0.5
C23,C,1,1,0.9035,0.0079,12.92533689,0.046343946,5,0.5
C30,C,1,1,0.604,0.0089,11.24942624,0.03763606,25,0.5
C50,C,1,1,0.7578,0.008,12.92533689,0.046343946,5,0.5
C9,C,1,1,0.6112,0.01,10.19753414,0.032486549,40,0.5
C26,C,1,1,0.7367,0.0115,12.92533689,0.046343946,5,0.5
C26,C,1,1,0.7347,0.0117,12.92533689,0.046343946,5,0.5
C26,C,1,1,0.7388,0.0269,12.92533689,0.046343946,5,0.5
SID3,S,1,1,0.6797,0.0088,10.26297619,0.065442053,39,1
SID4,S,1,1,0.6181,0.0087,9.517172655,0.058450177,51,1
SID5,S,1,1,0.7199,0.0074,11.55745722,0.078183149,21,1
SID5,S,1,1,0.6907,0.013,11.55745722,0.078183149,21,1
SID4,S,1,1,0.5664,0.0108,9.517172655,0.058450177,51,1
SID3,S,1,1,0.606,0.0107,10.26297619,0.065442053,39,1
SID5,S,1,1,0.6766,0.01,11.55745722,0.078183149,21,1
SID4,S,1,1,0.6557,0.0123,9.517172655,0.058450177,51,1
SID4,S,1,1,0.6063,0.0136,9.517172655,0.058450177,51,1
SID3,S,1,1,0.6475,0.0126,10.26297619,0.065442053,39,1
SID3,S,1,1,0.6532,0.0128,10.26297619,0.065442053,39,1
SID4,S,1,1,0.6554,0.0121,9.517172655,0.058450177,51,1
NE-CC-1-650-RDX003,C,1,1,0.2922,0.009966035,1.173425311,0.007589644,650,3
NE-CC-1-600-RDX009,C,1,1,0.3195,0.010030426,1.311663046,0.008967077,600,3
NE-CC-1-600-RDX007,C,1,1,0.3257,0.00987098,1.311663046,0.008967077,600,3
NE-CC-1-650-RDX011,C,1,1,0.2932,0.009123899,1.173425311,0.007589644,650,3
NE-CC-1-650-RDX008,C,1,1,0.294,0.0092199,1.173425311,0.007589644,650,3
NE-CC-1-700-RDX030,C,1,1,0.3014,0.009413925,1.05594288,0.006480481,700,3
NE-CC-1-600-RDX005,C,1,1,0.3124,0.01045291,1.311663046,0.008967077,600,3
NE-CC-1-560-RDX048,C,1,1,0.3137,0.009049668,1.440633809,0.010319077,560,3
NE-CC-1-700-RDX030,C,1,1,0.3024,0.00960805,1.05594288,0.006480481,700,3
NE-CC-1-560-RDX048,C,1,1,0.3055,0.009762327,1.440633809,0.010319077,560,3
NE-CC-1-560-RDX047,C,1,1,0.3128,0.00841144,1.440633809,0.010319077,560,3
NE-CC-1-800-RDX056,C,1,1,0.3029,0.008863157,0.868318672,0.004834503,800,3
NE-CC-1-800-RDX057,C,1,1,0.3078,0.008929815,0.868318672,0.004834503,800,3
MGB-CC-1-475-RDX116,C,1,1,0.3214,0.009235816,1.786580706,0.014242266,475,3
MGB-CC-1-475-RDX120,C,1,1,0.3189,0.008816342,1.786580706,0.014242266,475,3
MGB-CC-1-475-RDX117,C,1,1,0.3296,0.009430692,1.786580706,0.014242266,475,3
MD88-770_G_-bulloides,C,1,1,0.718803168,NA,13.07533048,0.056552093,3.4,0.6
MD00-2360_G_-ruber,C,1,1,0.667266876,NA,11.27209891,0.037749802,24.7,0.5
SU90-03_G_-bulloides,C,1,1,0.722191483,NA,12.25551436,0.051322984,12.5,0.6
MD95-2014_G_-bulloides,C,1,1,0.7350804,NA,12.64197531,0.044829664,8.1,0.5
MD88-770_G_-bulloides,C,1,1,0.736645587,NA,13.07533048,0.056552093,3.4,0.6
MD88-770_G_-bulloides,C,1,1,0.73849101,NA,13.07533048,0.056552093,3.4,0.6
MD00-2360_G_-ruber,C,1,1,0.660602429,NA,11.27209891,0.037749802,24.7,0.5
SU90-03_G_-bulloides,C,1,1,0.723090126,NA,12.25551436,0.051322984,12.5,0.6
MD95-2014_G_-bulloides,C,1,1,0.720059774,NA,12.64197531,0.044829664,8.1,0.5
MD88-770_G_-bulloides,C,1,1,0.760264721,NA,13.07533048,0.056552093,3.4,0.6
MD00-2360_G_-ruber,C,1,1,0.655999166,NA,11.27209891,0.037749802,24.7,0.5
MD88-770_G_-bulloides,C,1,1,0.733578795,NA,13.07533048,0.056552093,3.4,0.6
MD08-3182_N_-pachyderma-(s_),C,1,1,0.7468037,NA,12.59714564,0.062362011,8.6,0.7
MD08-3179_G_-inflata_315-355,C,1,1,0.742200313,NA,12.1956689,0.05940818,13.2,0.7
MD02-2577_G_-menardi-menardi,C,1,1,0.71240126,NA,11.77258624,0.040289451,18.3,0.5
MOCOSED_Cibicides-wuellerstorfi,C,1,1,0.794094142,NA,13.56127072,0.039864085,-1.6,0.4
MD08-3182_G_-bulloides,C,1,1,0.747236088,NA,12.62401477,0.035806441,8.3,0.4
MOCOSED_N_-pachyderma-(s_),C,1,1,0.736632977,NA,13.12273918,0.047408701,2.9,0.5
MD08-3179_G_-inflata_355-400,C,1,1,0.711562711,NA,12.08568424,0.058607319,14.5,0.7
MD12-3426_Orbulina-universa,C,1,1,0.695726362,NA,11.37881642,0.053547297,23.3,0.7
MD02-2577_Orbulina-universa,C,1,1,0.725200198,NA,11.57318968,0.054923535,20.8,0.7
MD08-3179_G_-truncatulinoides-(s_),C,1,1,0.720606563,NA,12.06051448,0.033437557,14.8,0.4
MD02-2577_G_-menardi-menardi,C,1,1,0.681634074,NA,11.77258624,0.040289451,18.3,0.5
MD12-3426_G_-menardi-menardi,C,1,1,0.717368379,NA,11.87013185,0.040790801,17.1,0.5
MD08-3179_G_-ruber,C,1,1,0.686834078,NA,11.61266164,0.039471969,20.3,0.5
MOCOSED_Cibicides-wuellerstorfi,C,1,1,0.792373864,NA,13.56127072,0.039864085,-1.6,0.4
MD08-3182_G_-bulloides,C,1,1,0.730700531,NA,12.62401477,0.035806441,8.3,0.4
MD02-2577_G_-ruber,C,1,1,0.68431777,NA,11.24188389,0.037598248,25.1,0.5
MD08-3182_G_-bulloides,C,1,1,0.739395299,NA,12.62401477,0.035806441,8.3,0.4
MD03-2680_N_-pachyderma-(d_),C,1,1,0.725609937,NA,12.57036221,0.062163476,8.9,0.7
2FPA1_Uvigerina-mediterranea,C,1,1,0.743363287,NA,12.52591259,0.026556698,9.4,0.3
MD00-2360_G_-menardi-menardi,C,1,1,0.693938628,NA,11.76451177,0.024173648,18.4,0.3
MD00-2360_G_-ruber,C,1,1,0.698251436,NA,11.27209891,0.037749802,24.7,0.5
MOCOSED_Cibicides-wuellerstorfi,C,1,1,0.768141947,NA,13.56127072,0.039864085,-1.6,0.4
MD95-2014_G_-bulloides,C,1,1,0.738716371,NA,12.64197531,0.044829664,8.1,0.5
MD08-3179_G_-inflata_315-355,C,1,1,0.725992802,NA,12.1956689,0.05940818,13.2,0.7
MD08-3179_G_-inflata_400-450,C,1,1,0.698251678,NA,12.04377829,0.058303129,15,0.7
MD08-3179_G_-truncatulinoides-(s_),C,1,1,0.716668135,NA,12.06051448,0.033437557,14.8,0.4
2FPA1_Uvigerina-mediterranea,C,1,1,0.737111859,NA,12.52591259,0.026556698,9.4,0.3
MD12-3426_G_-menardi-menardi,C,1,1,0.721012135,NA,11.87013185,0.040790801,17.1,0.5
MD00-2360_G_-menardi-menardi,C,1,1,0.678822322,NA,11.76451177,0.024173648,18.4,0.3
MD00-2360_Orbulina-universa,C,1,1,0.696379621,NA,11.37114358,0.038248017,23.4,0.5
MD08-3179_G_-truncatulinoides-(d_),C,1,1,0.717621977,NA,12.04377829,0.033368028,15,0.4
SU90-03_G_-bulloides,C,1,1,0.746252486,NA,12.25551436,0.051322984,12.5,0.6
MD04-2720_N_-pachyderma-(d_),C,1,1,0.771908895,NA,13.44220398,0.068732852,-0.4,0.7
MD95-2014_G_-bulloides,C,1,1,0.718351827,NA,12.64197531,0.044829664,8.1,0.5
MD12-3401_G_-bulloides,C,1,1,0.7572023,NA,12.86975407,0.046045595,5.6,0.5
MD08-3179_G_-inflata_250-315,C,1,1,0.700278726,NA,12.00208992,0.05800104,15.5,0.7
MD00-2360_G_-ruber,C,1,1,0.676494498,NA,11.27209891,0.037749802,24.7,0.5
MD02-2577_G_-ruber,C,1,1,0.692524821,NA,11.24188389,0.037598248,25.1,0.5
MD02-2577_G_-menardi-menardi,C,1,1,0.706434744,NA,11.77258624,0.040289451,18.3,0.5
MD00-2360_G_-menardi-menardi,C,1,1,0.690767699,NA,11.76451177,0.024173648,18.4,0.3
MD08-3179_G_-inflata_315-355,C,1,1,0.736851228,NA,12.1956689,0.05940818,13.2,0.7
SU90-03_G_-bulloides,C,1,1,0.733697738,NA,12.25551436,0.051322984,12.5,0.6
MD08-3182_G_-bulloides,C,1,1,0.742882997,NA,12.62401477,0.035806441,8.3,0.4
MOCOSED_Cibicides-wuellerstorfi,C,1,1,0.770932663,NA,13.56127072,0.039864085,-1.6,0.4
MD04-2720_N_-pachyderma-(d_),C,1,1,0.762670224,NA,13.44220398,0.068732852,-0.4,0.7
MD95-2014_G_-bulloides,C,1,1,0.743156689,NA,12.64197531,0.044829664,8.1,0.5
2FPA1_Uvigerina-mediterranea,C,1,1,0.72580471,NA,12.52591259,0.026556698,9.4,0.3
MD12-3401_G_-bulloides,C,1,1,0.768354083,NA,12.86975407,0.046045595,5.6,0.5
MD00-2360_G_-ruber,C,1,1,0.681397657,NA,11.27209891,0.037749802,24.7,0.5
MD02-2577_G_-ruber,C,1,1,0.662832476,NA,11.24188389,0.037598248,25.1,0.5
MD02-2577_G_-menardi-menardi,C,1,1,0.711480159,NA,11.77258624,0.040289451,18.3,0.5
MD00-2360_G_-menardi-menardi,C,1,1,0.689217165,NA,11.76451177,0.024173648,18.4,0.3
MD08-3179_G_-inflata_315-355,C,1,1,0.70215883,NA,12.1956689,0.05940818,13.2,0.7
SU90-03_G_-bulloides,C,1,1,0.720073822,NA,12.25551436,0.051322984,12.5,0.6
2FPA1_Uvigerina-mediterranea,C,1,1,0.72292055,NA,12.52591259,0.026556698,9.4,0.3
MD08-3182_G_-bulloides,C,1,1,0.746737498,NA,12.62401477,0.035806441,8.3,0.4
MOCOSED_Cibicides-wuellerstorfi,C,1,1,0.767008899,NA,13.56127072,0.039864085,-1.6,0.4
MD95-2014_G_-bulloides,C,1,1,0.756543399,NA,12.64197531,0.044829664,8.1,0.5
2FPA1_Uvigerina-mediterranea,C,1,1,0.739672946,NA,12.52591259,0.026556698,9.4,0.3
MD12-3401_G_-bulloides,C,1,1,0.755342208,NA,12.86975407,0.046045595,5.6,0.5
MD00-2360_G_-ruber,C,1,1,0.676080483,NA,11.27209891,0.037749802,24.7,0.5
MD02-2577_G_-ruber,C,1,1,0.687617545,NA,11.24188389,0.037598248,25.1,0.5
MD04-2720_N_-pachyderma-(d_),C,1,1,0.773199809,NA,13.44220398,0.068732852,-0.4,0.7
2FPA1_Uvigerina-mediterranea,C,1,1,0.72074966,NA,12.52591259,0.026556698,9.4,0.3
SU90-03_G_-bulloides,C,1,1,0.731409145,NA,12.25551436,0.051322984,12.5,0.6
MD02-2577_G_-menardi-menardi,C,1,1,0.707302207,NA,11.77258624,0.040289451,18.3,0.5
MD08-3182_G_-bulloides,C,1,1,0.734573292,NA,12.62401477,0.035806441,8.3,0.4
MD00-2360_G_-menardi-menardi,C,1,1,0.673834845,NA,11.76451177,0.024173648,18.4,0.3
MOCOSED_Cibicides-wuellerstorfi,C,1,1,0.752489426,NA,13.56127072,0.039864085,-1.6,0.4
MD12-3401_G_-bulloides,C,1,1,0.733370086,NA,12.86975407,0.046045595,5.6,0.5
2FPA1_Uvigerina-mediterranea,C,1,1,0.741493632,NA,12.52591259,0.026556698,9.4,0.3
MD03-2680_N_-pachyderma-(d_),C,1,1,0.741067162,NA,12.57036221,0.062163476,8.9,0.7
MD08-3182_N_-pachyderma-(s_),C,1,1,0.740764297,NA,12.59714564,0.062362011,8.6,0.7
MOCOSED_N_-pachyderma-(s_),C,1,1,0.762303494,NA,13.12273918,0.047408701,2.9,0.5
MD04-2720_N_-pachyderma-(d_),C,1,1,0.765556866,NA,13.44220398,0.068732852,-0.4,0.7
MD08-3179_G_-ruber,C,1,1,0.687722585,NA,11.61266164,0.039471969,20.3,0.5
MD08-3179_G_-truncatulinoides-(s_),C,1,1,0.725404567,NA,12.06051448,0.033437557,14.8,0.4
2FPA1_Uvigerina-mediterranea,C,1,1,0.713146368,NA,12.52591259,0.026556698,9.4,0.3
MD08-3179_G_-inflata_250-315,C,1,1,0.73225454,NA,12.00208992,0.05800104,15.5,0.7
MD00-2360_G_-menardi-menardi,C,1,1,0.703048341,NA,11.76451177,0.024173648,18.4,0.3
MD08-3182_N_-pachyderma-(s_),C,1,1,0.740076474,NA,12.59714564,0.062362011,8.6,0.7
MD08-3179_G_-truncatulinoides-(d_),C,1,1,0.696792148,NA,12.04377829,0.033368028,15,0.4
MOCOSED_N_-pachyderma-(s_),C,1,1,0.762920634,NA,13.12273918,0.047408701,2.9,0.5
MD03-2680_N_-pachyderma-(d_),C,1,1,0.752959712,NA,12.57036221,0.062163476,8.9,0.7
MD08-3182_G_-bulloides,C,1,1,0.752520527,NA,12.62401477,0.035806441,8.3,0.4
MD12-3426_G_-menardi-menardi,C,1,1,0.724136887,NA,11.87013185,0.040790801,17.1,0.5
MD08-3179_G_-ruber,C,1,1,0.732155924,NA,11.61266164,0.039471969,20.3,0.5
MD08-3179_G_-truncatulinoides-(s_),C,1,1,0.732460796,NA,12.06051448,0.033437557,14.8,0.4
MD08-3182_N_-pachyderma-(s_),C,1,1,0.730946017,NA,12.59714564,0.062362011,8.6,0.7
MD00-2360_Orbulina-universa,C,1,1,0.693589493,NA,11.37114358,0.038248017,23.4,0.5
MD08-3182_G_-bulloides,C,1,1,0.766086507,NA,12.62401477,0.035806441,8.3,0.4
MD08-3179_G_-inflata_250-315,C,1,1,0.699754868,NA,12.00208992,0.05800104,15.5,0.7
MD03-2680_N_-pachyderma-(d_),C,1,1,0.724224901,NA,12.57036221,0.062163476,8.9,0.7
MD08-3179_G_-ruber,C,1,1,0.705575168,NA,11.61266164,0.039471969,20.3,0.5
MD08-3182_G_-bulloides,C,1,1,0.740959126,NA,12.62401477,0.035806441,8.3,0.4
MD12-3426_G_-menardi-menardi,C,1,1,0.657771051,NA,11.87013185,0.040790801,17.1,0.5
MOCOSED_N_-pachyderma-(s_),C,1,1,0.752916882,NA,13.12273918,0.047408701,2.9,0.5
MD02-2577_G_-menardi-menardi,C,1,1,0.684084497,NA,11.77258624,0.040289451,18.3,0.5
MOCOSED_Cibicides-wuellerstorfi,C,1,1,0.785299724,NA,13.56127072,0.039864085,-1.6,0.4
MOCOSED_Cibicides-wuellerstorfi,C,1,1,0.769514506,NA,13.56127072,0.039864085,-1.6,0.4
MD08-3182_G_-bulloides,C,1,1,0.751587392,NA,12.62401477,0.035806441,8.3,0.4
MD08-3179_G_-inflata_250-315,C,1,1,0.702991409,NA,12.00208992,0.05800104,15.5,0.7
MD08-3179_G_-truncatulinoides-(s_),C,1,1,0.728330193,NA,12.06051448,0.033437557,14.8,0.4
MD00-2360_Orbulina-universa,C,1,1,0.675861908,NA,11.37114358,0.038248017,23.4,0.5
MD02-2577_Orbulina-universa,C,1,1,0.697048799,NA,11.57318968,0.054923535,20.8,0.7
MD02-2577_G_-menardi-menardi,C,1,1,0.678490868,NA,11.77258624,0.040289451,18.3,0.5
MOCOSED_N_-pachyderma-(s_),C,1,1,0.751790425,NA,13.12273918,0.047408701,2.9,0.5
MOCOSED_Cibicides-wuellerstorfi,C,1,1,0.791900127,NA,13.56127072,0.039864085,-1.6,0.4
MD08-3179_G_-inflata_355-400,C,1,1,0.726894155,NA,12.08568424,0.058607319,14.5,0.7
MD08-3182_G_-bulloides,C,1,1,0.727528287,NA,12.62401477,0.035806441,8.3,0.4
MOCOSED_Cibicides-wuellerstorfi,C,1,1,0.770617958,NA,13.56127072,0.039864085,-1.6,0.4
MD08-3179_G_-inflata_400-450,C,1,1,0.706968843,NA,12.04377829,0.058303129,15,0.7
MD08-3179_G_-truncatulinoides-(s_),C,1,1,0.7215289,NA,12.06051448,0.033437557,14.8,0.4
MD00-2360_G_-menardi-menardi,C,1,1,0.657716689,NA,11.76451177,0.024173648,18.4,0.3
MD08-3179_G_-truncatulinoides-(d_),C,1,1,0.705670811,NA,12.04377829,0.033368028,15,0.4
MD02-2577_Orbulina-universa,C,1,1,0.681749143,NA,11.57318968,0.054923535,20.8,0.7
MOCOSED_Cibicides-wuellerstorfi,C,1,1,0.785606273,NA,13.56127072,0.039864085,-1.6,0.4
MD08-3182_G_-bulloides,C,1,1,0.711025684,NA,12.62401477,0.035806441,8.3,0.4
MD08-3179_G_-inflata_355-400,C,1,1,0.713988408,NA,12.08568424,0.058607319,14.5,0.7
MD00-2360_Orbulina-universa,C,1,1,0.679917014,NA,11.37114358,0.038248017,23.4,0.5
MD02-2577_G_-menardi-menardi,C,1,1,0.680097079,NA,11.77258624,0.040289451,18.3,0.5
MD00-2360_G_-menardi-menardi,C,1,1,0.717954051,NA,11.76451177,0.024173648,18.4,0.3
MD02-2577_Orbulina-universa,C,1,1,0.697417712,NA,11.57318968,0.054923535,20.8,0.7
MD00-2360_G_-menardi-menardi,C,1,1,0.697749436,NA,11.76451177,0.024173648,18.4,0.3
MD08-3179_G_-truncatulinoides-(d_),C,1,1,0.703037985,NA,12.04377829,0.033368028,15,0.4
MD08-3179_G_-truncatulinoides-(s_),C,1,1,0.712204531,NA,12.06051448,0.033437557,14.8,0.4
