"","Publication","Code","AdditionalTaxonomicInfo","Genus","Species","CurrentGenus","CurrentSpecies","ForamEcogroup","EcoGroupPub","Sample.Name","Material","Lab","Forams","MarineMetazoa","Teeth","NaturalSynthetic","Mollusk","Lake","Corals","N","D47","D47error","Temperature_C","Temperature","TempError_C","TempError","d18O.water","d18O.water.SD","Acid.T","pH","Source","CDESorICDES","LARGEorSMALL","SyntheticVSForam","BenthicPlanktic"
"487","2015","Eagle","Eggshells","Crocodylus ","niloticus","","","","","Nile Crocodile'","C","Caltech","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.594,0.018,27.5,11.06311899,0.5,0.037,NA,NA,"90","","","ICDES","Large","Neither","Neither"
"488","2015","Eagle","Eggshells","Struthio","camelus","","","","","Ostrich egg'","C","Caltech","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.561,0.002,39.1,10.25640368,0.5,0.033,NA,NA,"90","","","ICDES","Large","Neither","Neither"
"489","2015","Eagle","Eggshells","Spheniscus ","magellanicus","","","","","Penguin'","C","Caltech","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.565,0.009,37.8,10.34234159,0.5,0.033,NA,NA,"90","","","ICDES","Large","Neither","Neither"
"490","2015","Eagle","Eggshells","Columba","livia","","","","","Rock pigeon","C","Caltech","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.56,0.004,41,10.13271603,0.5,0.032,NA,NA,"90","","","ICDES","Large","Neither","Neither"
"491","2015","Eagle","Eggshells","Odontophorus","melanotis","","","","","Quail","C","Caltech","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.529,0.01,41.5,10.10053849,0.5,0.032,NA,NA,"90","","","ICDES","Large","Neither","Neither"
"492","2015","Eagle","Eggshells","Geochelone ","radiata","","","","","Radiated tortoise'","C","Caltech","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.577,0.008,32.5,10.70412568,1.5,0.104,NA,NA,"90","","","ICDES","Large","Neither","Neither"
"493","2015","Eagle","Eggshells","Pipilo ","erythrophtalmus","","","","","Sparrow'","C","Caltech","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",2,0.54,0.015,43.3,9.985959491,0.5,0.031,NA,NA,"90","","","ICDES","Large","Neither","Neither"
"494","2015","Eagle","Eggshells","Cygnus","atratus","","","","","Swan'","C","Caltech","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.55,0.013,39,10.26297619,0.5,0.033,NA,NA,"90","","","ICDES","Large","Neither","Neither"
"495","2015","Eagle","Eggshells","Cathartes ","aura","","","","","Turkey vulture'","C","Caltech","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.545,0.018,39.9,10.20405014,0.5,0.033,NA,NA,"90","","","ICDES","Large","Neither","Neither"
"496","2015","Eagle","Eggshells","Podocnemis ","sp.","","","","","Turtle'","C","Caltech","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.593,0.009,30,10.88140199,2,0.142,NA,NA,"90","","","ICDES","Large","Neither","Neither"
"497","2017","Came","","","","","","","","4-86_5 D2","D","UCLATripati","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.387,0.014,123.6,6.35281384,1,0.032,NA,NA,"90","","","ICDES","Large","Neither","Neither"
"498","2017","Came","","","","","","","","4-86_5 D3","D","UCLATripati","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.362,0.009,175.9,4.959188298,7.3,0.157,NA,NA,"90","","","ICDES","Large","Neither","Neither"
"499","2017","Came","","","","","","","","6-184 D2B","D","UCLATripati","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.453,0.007,103.1,7.063939692,6.2,0.227,NA,NA,"90","","","ICDES","Large","Neither","Neither"
"501","2017","Came","","","","","","","","P184-D3","D","UCLATripati","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",2,0.4,0.01,135.9,5.976503883,11.2,0.314,NA,NA,"90","","","ICDES","Large","Neither","Neither"
"502","2017","Came","","","","","","","","R1-116-D2","D","UCLATripati","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.424,0.028,73.4,8.326609423,3.2,0.152,NA,NA,"90","","","ICDES","Large","Neither","Neither"
"505","2021","Anderson","","","","","","","","LJ2010-12A-Z1A","C","MIT","NonForaminifera",2,2,"Natural","NonMollusk","Lake","NonCorals",13,0.668,0.009984604,0.5,13.35392999,1,0.097,NA,NA,"70","","","ICDES","Small","Neither","Neither"
"506","2021","Anderson","","","","","","","","LJ2010-12A-Z2A","C","MIT","NonForaminifera",2,2,"Natural","NonMollusk","Lake","NonCorals",6,0.673,0.014696938,0.5,13.35392999,1,0.097,NA,NA,"70","","","ICDES","Small","Neither","Neither"
"507","2021","Anderson","","","","","","","","LJ2010-5B-A","C","MIT","NonForaminifera",2,2,"Natural","NonMollusk","Lake","NonCorals",11,0.676,0.010854408,0.5,13.35392999,1,0.097,NA,NA,"70","","","ICDES","Small","Neither","Neither"
"508","2021","Anderson","","","","","","","","LV26NOV10-2A","C","MIT","NonForaminifera",2,2,"Natural","NonMollusk","Lake","NonCorals",6,0.652,0.014696938,4,13.01877838,1,0.093,NA,NA,"70","","","ICDES","Small","Neither","Neither"
"510","2019","Muller","","","","","","","","LV 71 CM","D","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",16,0.599,0.019,25.5,11.21179018,5.7,0.416,1.8,1,"70","","","CDES","Small","Neither","Neither"
"511","2019","Muller","","","","","","","","Qatar 1","D","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",25,0.591,0.015,32,10.73923266,6,0.41,NA,NA,"70","","","CDES","Small","Neither","Neither"
"512","2018","Breitenbach","Cave","","","","","","","GCP-1","C","Cambridge","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",21,0.583,0.008,24.5,11.28725213,1,0.075,NA,NA,"70","","Petersen","ICDES","Small","Neither","Neither"
"513","2018","Breitenbach","Cave","","","","","","","MCP-1","C","Cambridge","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",22,0.609,0.007,18.6,11.74838772,2,0.159,NA,NA,"70","","Petersen","ICDES","Small","Neither","Neither"
"514","2018","Breitenbach","Cave","","","","","","","BSP-1","C","Cambridge","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",21,0.635,0.006,8.9,12.57036221,0.5,0.044,NA,NA,"70","","Petersen","ICDES","Small","Neither","Neither"
"516","2018","Breitenbach","Cave","","","","","","","OWB-1","C","Cambridge","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",21,0.654,0.008,9.1,12.55255401,1,0.088,NA,NA,"70","","Petersen","ICDES","Small","Neither","Neither"
"519","2015","Kele","","","","","","","","Acqua Borra","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",30,0.565,0.012,36.1,10.45636136,0.1,0.007,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"521","2015","Kele","","","","","","","","Tra 1","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",30,0.542,0.006,44.6,9.904416193,0.1,0.006,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"522","2015","Kele","","","","","","","","Buk-4","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",28,0.53,0.008,54.9,9.29222925,0.1,0.006,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"524","2015","Kele","","","","","","","","Cannatopa tufa","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",29,0.653,0.006,11,12.3852472,0.1,0.009,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"526","2015","Kele","","","","","","","","Kor 13/0","A","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",36,0.461,0.006,79.2,8.054738553,0.1,0.005,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"527","2015","Kele","","","","","","","","La Pigna tufa","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",31,0.643,0.008,12.5,12.25551436,0.1,0.009,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"528","2015","Kele","","","","","","","","P5 summer","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",38,0.637,0.006,12,12.29853123,0.1,0.009,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"529","2015","Kele","","","","","","","","P5 winter","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",43,0.637,0.008,5.6,12.86975407,0.1,0.009,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"531","2015","Kele","","","","","","","","Piscine Carletti 8.1","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",30,0.511,0.007,57.9,9.124578578,0.1,0.006,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"532","2015","Kele","","","","","","","","Rapolano Terme","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",28,0.574,0.009,28,11.02641325,0.1,0.007,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"533","2015","Kele","","","","","","","","Sarteano tufa","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",29,0.609,0.006,20.7,11.58106795,0.1,0.008,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"534","2015","Kele","","","","","","","","Szal-15","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",30,0.666,0.007,12.1,12.28990975,0.1,0.009,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"535","2015","Kele","","","","","","","","Szal-2","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",27,0.664,0.006,10.1,12.46407814,0.1,0.009,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"536","2015","Kele","","","","","","","","Szal-6","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",29,0.642,0.007,11,12.3852472,0.1,0.009,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"537","2015","Kele","","","","","","","","SZ 2/2","A","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",28,0.473,0.008,70.9,8.448057782,0.1,0.005,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"538","2015","Kele","","","","","","","","Tra 6","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",28,0.58,0.006,41.2,10.11982659,0.1,0.006,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"539","2015","Kele","","","","","","","","Tura","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",30,0.416,0.011,95,7.378199439,0.1,0.004,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"540","2015","Kele","","","","","","","","Yellowstone slide NG-2","C","ETH","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",29,0.504,0.006,60.4,8.988311398,0.1,0.005,NA,NA,"70","","Bernasconi","ICDES","Small","Neither","Neither"
"541","2021","Anderson","","","","","","","","AQUA_BORRA","C","MIT","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",11,0.5766,0.010854408,36.1,10.45636136,0.1,0.007,NA,NA,"70","","","ICDES","Small","Neither","Neither"
"542","2021","Anderson","","","","","","","","BUK_4","C","MIT","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",9,0.5405,0.012,54.9,9.29222925,0.1,0.006,NA,NA,"70","","","ICDES","Small","Neither","Neither"
"543","2021","Anderson","","","","","","","","CANARIAN","C","MIT","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",8,0.5835,0.012727922,33.8,10.61364908,0.1,0.007,NA,NA,"70","","","ICDES","Small","Neither","Neither"
"545","2021","Anderson","","","","","","","","IGAL","C","MIT","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",10,0.4746,0.0113842,75,8.250251751,0.1,0.005,NA,NA,"70","","","ICDES","Small","Neither","Neither"
"546","2021","Anderson","","","","","","","","LAPIGNA","C","MIT","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",9,0.6212,0.012,12.5,12.25551436,0.1,0.009,NA,NA,"70","","","ICDES","Small","Neither","Neither"
"548","2021","Anderson","","","","","","","","P5_SUMMER","C","MIT","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",9,0.633,0.012,12,12.29853123,0.1,0.009,NA,NA,"70","","","ICDES","Small","Neither","Neither"
"550","2021","Anderson","","","","","","","","SARTEANO","C","MIT","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",9,0.594,0.012,20.7,11.58106795,0.1,0.008,NA,NA,"70","","","ICDES","Small","Neither","Neither"
"552","2021","Anderson","","","","","","","","TURA","C","MIT","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",9,0.409,0.012,95,7.378199439,0.1,0.004,NA,NA,"70","","","ICDES","Small","Neither","Neither"
"553","2021","Lucarelli ","","","","","","","","DH-2 Average","C","UCLATripati","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",74,0.566,0.003,33.7,10.62056802,0.8,0.055,NA,NA,"70/90","","","ICDES","Small","Neither","Neither"
"554","in prep","Parvez","The Cedars","","","","","","","B'","C","UCLATripati","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.637,0.008,17.5,11.83748238,1,0.08103678,-4.169,0.958,"90","11.5 ~ (7.8 - 8.7)","","ICDES","Small","Neither","Neither"
"556","in prep","Parvez","Cueva Bonita, Mexico","","","","","","","CB-D6","C","UCLATripati","NonForaminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.634,0.017,18,11.79685961,1,0.080620708,NA,NA,"90","","","ICDES","Small","Neither","Neither"
"565","2021","Defliese and Tripati","","","","","","","","25C Calcite'","C","UCLATripati","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",7,0.6,0.01,25,11.24942624,0.5,0.038,NA,NA,"70/90","","","ICDES","Both","Synthetic","Neither"
"566","this study","Tripati Lab Synthetics","","","","","","","","70C Calcite","C","UCLATripati","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",7,0.488,0.01,70,8.492430347,1,0.049,NA,NA,"70/90","","","ICDES","Both","Synthetic","Neither"
"567","2021","Defliese and Tripati","","","","","","","","25C Aragonite'","A","UCLATripati","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",19,0.589,0.009,25,11.24942624,0.5,0.038,NA,NA,"70/90","","","ICDES","Both","Synthetic","Neither"
"568","2021","Defliese and Tripati","","","","","","","","5C Aragonite'","A","UCLATripati","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",20,0.64,0.006,5,12.92533689,0.5,0.046,NA,NA,"70/90","","","ICDES","Both","Synthetic","Neither"
"569","2021","Defliese and Tripati","","","","","","","","70C Aragonite","A","UCLATripati","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",4,0.50225,0.005662376,70,8.492430347,1,0.049,NA,NA,"70/90","","","ICDES","Both","Synthetic","Neither"
"570","2014","Fernandez","","","","","","","","SID3","S","Tulane","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",4,0.534,0.015,39,10.26297619,1,0.065,-6.1,0.4,"100","","Petersen","CDES","Large","Synthetic","Neither"
"571","2014","Fernandez","","","","","","","","SID4","S","Tulane","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",5,0.507,0.017,51,9.517172655,1,0.058,-5.9,0.4,"100","","Petersen","CDES","Large","Synthetic","Neither"
"572","2014","Fernandez","","","","","","","","SID5","S","Tulane","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",3,0.583,0.013,21,11.55745722,1,0.078,-6.4,0.4,"100","","Petersen","CDES","Large","Synthetic","Neither"
"573","2015","Defliese","","","","","","","","70CCalcite3-30-2011","A","UMichigan","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",4,0.491,0.012462622,70,8.492430347,1,0.049,NA,NA,"75","","Petersen","CDES","Large","Synthetic","Neither"
"574","2017","Kelson","","1","","","","","","150618_7_4C_Z_3","C","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",3,0.66890333,0.009982253,4,13.01877838,0.33,0.031,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"575","2015","Defliese","","","","","","","","5CAragonite","A","UMichigan","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",4,0.641,0.013900065,5,12.92533689,1,0.092,NA,NA,"75","","Petersen","CDES","Large","Synthetic","Neither"
"576","2015","Defliese","","","","","","","","25CAragonite10-17-2013","A","UMichigan","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",4,0.588,0.009406207,25,11.24942624,1,0.075,NA,NA,"75","","Petersen","CDES","Large","Synthetic","Neither"
"577","2015","Defliese","","","","","","","","50CAragonite3-14-2014","A","UMichigan","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",5,0.518,0.006460741,50,9.576166301,1,0.059,NA,NA,"75","","Petersen","CDES","Large","Synthetic","Neither"
"578","2021","Swart","","","","","","","","5","C","Miami","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",13,0.66,0.006,5,12.9253,0.5,0.05,NA,NA,"90","","","CDES","Large","Synthetic","Neither"
"579","2016","Winkelstern","","","","","","","","250-I-7-d-1","D","UMichigan","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",4,0.31239,0.004123281,250,3.653823298,2,0.028,NA,NA,"75","","Petersen","CDES","Large","Synthetic","Neither"
"580","2016","Winkelstern","","","","","","","","O-T-5-d-1","D","UMichigan","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",6,0.304871667,0.006226067,218,4.145450209,2,0.034,NA,NA,"75","","Petersen","CDES","Large","Synthetic","Neither"
"581","2016","Winkelstern","","","","","","","","200-p-30-d-1","D","UMichigan","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",4,0.3400925,0.00244576,200,4.466859692,2,0.038,NA,NA,"75","","Petersen","CDES","Large","Synthetic","Neither"
"582","2016","Winkelstern","","","","","","","","235-O-12-1","D","UMichigan","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",5,0.305618,0.016103742,235,3.872720373,2,0.03,NA,NA,"75","","Petersen","CDES","Large","Synthetic","Neither"
"583","2016","Winkelstern","","","","","","","","O-H-2-1","D","UMichigan","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",4,0.3332375,0.014154948,218,4.145450209,2,0.034,NA,NA,"75","","Petersen","CDES","Large","Synthetic","Neither"
"584","2016","Garcia","","","","","","","","Mg-1","M","ImperialCollegeLondon","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",2,0.464365,0.003515,79.9,8.022829603,0.1,0.005,NA,NA,"90","","Petersen","CDES","Large","Synthetic","Neither"
"585","2016","Garcia","","","","","","","","209","M","ImperialCollegeLondon","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",2,0.529615,0.008565,60,9.009908173,0.1,0.005,NA,NA,"90","","Petersen","CDES","Large","Synthetic","Neither"
"588","2014","Tang","","1","","","","","","C18","C","Tulane","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",3,0.633,0.023,5,12.92533689,0.5,0.046,NA,NA,"100","9","Petersen","CDES","Large","Synthetic","Neither"
"590","2014","Tang","","1","","","","","","C50","C","Tulane","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",2,0.671,0.01,5,12.92533689,0.5,0.046,NA,NA,"90","8.3","Petersen","CDES","Large","Synthetic","Neither"
"591","2014","Tang","","1","","","","","","C48","C","Tulane","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",1,0.631,0.0077,5,12.92533689,0.5,0.046,NA,NA,"90","8.3","Petersen","CDES","Large","Synthetic","Neither"
"592","2014","Tang","","1","","","","","","C19","C","Tulane","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",2,0.614,0.005,5,12.92533689,0.5,0.046,NA,NA,"100","8.3","Petersen","CDES","Large","Synthetic","Neither"
"593","2014","Tang","","1","","","","","","C22","C","Tulane","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",2,0.677495,0.004325,5,12.92533689,0.5,0.046,NA,NA,"90","8.5","Petersen","CDES","Large","Synthetic","Neither"
"594","2014","Tang","","1","","","","","","C24","C","Tulane","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",2,0.64908,0.00067,5,12.92533689,0.5,0.046,NA,NA,"90","8.3","Petersen","CDES","Large","Synthetic","Neither"
"595","2015","Defliese","","","","","","","","5CCalcite1-12-2012","C","UMichigan","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",4,0.637,0.002970373,5,12.92533689,1,0.092,NA,NA,"75","","Petersen","CDES","Large","Synthetic","Neither"
"596","2017","Kelson","","1","","","","","","141209_5_UWcp14_4C_2","C","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",6,0.67409667,0.022624647,6,12.8328978,0.05,0.005,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"598","2017","Kelson","","1","","","","","","150122_2_4C_4","C","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",3,0.63909,0.009966584,6,12.8328978,0.05,0.005,NA,NA,"25/90","","","CDES","Large","Synthetic","Neither"
"599","2017","Kelson","","1","","","","","","150122_7_4C_3","C","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",3,0.65172333,0.002018657,6,12.8328978,0.05,0.005,NA,NA,"25/90","","","CDES","Large","Synthetic","Neither"
"600","2017","Kelson","","1","","","","","","150309_2_4C_5","C","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",3,0.65587333,0.016700164,6,12.8328978,0.05,0.005,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"601","2017","Kelson","","1","","","","","","150422_7_4C_6","C","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",2,0.68414,0.00432,6,12.8328978,0.05,0.005,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"605","2017","Kelson","","1","","","","","","150212_6_8C_1","C","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",3,0.66824,0.007297194,9,12.56145338,0.12,0.011,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"606","2017","Kelson","","1","","","","","","150601_8_8C_6","C","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",2,0.675015,0.001725,9,12.56145338,0.15,0.013,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"607","2021","Swart","","","","","","","","10","C","Miami","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",10,0.634,0.008,10,12.4729,0.5,0.04,NA,NA,"90","","","CDES","Large","Synthetic","Neither"
"608","2017","Kelson","","","","","","","","140603_8_UWcp14_50C_CA_3","unkn","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",3,0.52322667,0.021750188,56,9.230224861,0.63,0.035,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"609","2017","Kelson","","","","","","","","140606_1_UWcp14_70C_CA_1","A","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",6,0.50026,0.012066459,74,8.297851547,0.95,0.045,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"610","2017","Kelson","","1","","","","","","150309_7_8C_CA_5","C","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",3,0.66215,0.008562969,13,12.21272279,0.12,0.01,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"611","2017","Kelson","","","","","","","","140725_1_UWcp14_70C_2","A","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",3,0.52045667,0.011519549,71,8.443148975,0.45,0.022,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"612","2021","Swart","","","","","","","","15","C","Miami","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",14,0.628,0.01,15,12.0438,0.5,0.04,NA,NA,"90","","","CDES","Large","Synthetic","Neither"
"613","2017","Kelson","","","","","","","","140802_3_UWcp14_20C_4","unkn","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",4,0.60889,0.019781963,23,11.40188158,0.33,0.025,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"614","2017","Kelson","","1","","","","","","150410_3_20C_Z_15","C","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",4,0.6475825,0.006720452,20,11.63644183,1.45,0.114,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"615","2017","Kelson","","","","","","","","140804_5_UWcp14_20C_CA_5","unkn","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",2,0.62375,0.00131,23,11.40188158,0.33,0.025,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"616","2017","Kelson","","1","","","","","","150212_7_20C_G_14","C","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",2,0.606345,0.005655,21,11.55745722,0.49,0.038,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"617","2017","Kelson","","","","","","","","140806_12_UWcp14_50C_4","unkn","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",3,0.55565,0.014860714,47,9.75647616,1.32,0.08,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"618","2017","Kelson","","1","","","","","","140522_3_UWcp14_21C_1","C","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",6,0.61226667,0.008318052,22,11.47927407,0.22,0.017,NA,NA,"25/90","","","CDES","Large","Synthetic","Neither"
"619","2017","Kelson","","","","","","","","140813_1_UWcp14_60C_1","A","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",3,0.49677,0.015210714,61,8.95606154,0.86,0.046,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"620","2017","Kelson","","1","","","","","","150601_4_20C_Z_2","C","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",3,0.62583667,0.014658197,22,11.47927407,0.17,0.013,NA,NA,"25/90","","Petersen","CDES","Large","Synthetic","Neither"
"622","2017","Kelson","","1","","","","","","140804_3_UWcp14_20C_9","C","UW","NonForaminifera",2,2,"Synthetic","NonMollusk","Non-lake","NonCorals",7,0.60630143,0.008494792,23,11.40188158,0.33,0.025,NA,NA,"25/90","","","CDES","Large","Synthetic","Neither"
