"","Publication","Code","AdditionalTaxonomicInfo","Genus","Species","CurrentGenus","CurrentSpecies","ForamEcogroup","EcoGroupPub","Sample.Name","Material","Lab","Forams","MarineMetazoa","Teeth","NaturalSynthetic","Mollusk","Lake","Corals","N","D47","D47error","Temperature_C","Temperature","TempError_C","TempError","d18O.water","d18O.water.SD","Acid.T","pH","Source","CDESorICDES","LARGEorSMALL","SyntheticVSForam","BenthicPlanktic"
"1","2018","Peral","Foraminifera","Cibicides","Cibicides wuellerstorfi","Cibicidoides","Cibicidoides wuellerstorfi","Unknown","","Cibicides wuellerstorfi MOCOSEDst1","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",16,0.686,0.003,-1.17693,13.51911284,0.81073,0.08,16,NA,"90","","","ICDES","Large","Forams","Benthic"
"2","2018","Peral","Foraminifera","Globigerina","Globigerina bulloides","Globigerina","Globigerina bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","Globigerina bulloides MD08-3182","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",15,0.653,0.003,12.8396,12.22642588,0.02417,0.002,15,NA,"90","","","ICDES","Large","Forams","Planktic"
"3","2018","Peral","Foraminifera","Globigerina","Globigerina bulloides","Globigerina","Globigerina bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","Globigerina bulloides MD12-3401","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",8,0.66,0.004,12.6452,12.24306455,0.02426,0.002,19,NA,"90","","","ICDES","Large","Forams","Planktic"
"4","2018","Peral","Foraminifera","Globigerina","Globigerina bulloides","Globigerina","Globigerina bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","Globigerina bulloides MD95-2014","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",8,0.648,0.004,10.9081,12.39326238,0.02392,0.002,8,NA,"90","","","ICDES","Large","Forams","Planktic"
"5","2018","Peral","Foraminifera","Globigerina","Globigerina bulloides","Globigerina","Globigerina bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 2000","Globigerina bulloides SU90-03","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",6,0.643,0.004,11.6684,12.32718504,0.02383,0.002,6,NA,"90","","","ICDES","Large","Forams","Planktic"
"6","2018","Peral","Foraminifera","Globigerinoides","Globigerinoides ruber","Globigerinoides","Globigerinoides ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","Globigerinoides ruber MD00-2360","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",7,0.591,0.005,27.261,11.08072912,0.01943,0.001,7,NA,"90","","","ICDES","Large","Forams","Planktic"
"7","2018","Peral","Foraminifera","Globigerinoides","Globigerinoides ruber","Globigerinoides","Globigerinoides ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","Globigerinoides ruber MD02-2577","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",8,0.598,0.005,24.8816,11.25836621,0.01901,0.001,16,NA,"90","","","ICDES","Large","Forams","Planktic"
"8","2018","Peral","Foraminifera","Globigerinoides","Globigerinoides ruber","Globigerinoides","Globigerinoides ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","Globigerinoides ruber MD08-3179","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",8,0.62,0.006,20.0042,11.63610841,0.01914,0.002,8,NA,"90","","","ICDES","Large","Forams","Planktic"
"9","2018","Peral","Foraminifera","Globoconella","Globoconella inflata","Globoconella","Globoconella inflata","3 Open ocean thermocline","Aze et al 2011","G. inflata 200-250 MD08-3179","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.623,0.007,15.137,12.0323341,0.022,0.002,4,NA,"90","","","ICDES","Large","Forams","Planktic"
"10","2018","Peral","Foraminifera","Globoconella","Globoconella inflata","Globoconella","Globoconella inflata","4 Open ocean thermocline","Aze et al 2011","G. inflata 250-315 MD08-3179","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.624,0.007,14.049,12.1236713,0.02172,0.002,4,NA,"90","","","ICDES","Large","Forams","Planktic"
"11","2018","Peral","Foraminifera","Globoconella","Globoconella inflata","Globoconella","Globoconella inflata","5 Open ocean thermocline","Aze et al 2011","G. inflata 315-355 MD08-3179","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.641,0.008,9.307,12.53416235,0.02169,0.002,4,NA,"90","","","ICDES","Large","Forams","Planktic"
"12","2018","Peral","Foraminifera","Globoconella","Globoconella inflata","Globoconella","Globoconella inflata","6 Open ocean thermocline","Aze et al 2011","G. inflata 355-400 MD08-3179","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.63,0.004,15.594,11.99427669,0.02232,0.002,4,NA,"90","","","ICDES","Large","Forams","Planktic"
"13","2018","Peral","Foraminifera","Globoconella","Globoconella inflata","Globoconella","Globoconella inflata","7 Open ocean thermocline","Aze et al 2011","G. inflata 400-450 MD08-3179","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.623,0.003,14.997,12.04402908,0.02151,0.002,3,NA,"90","","","ICDES","Large","Forams","Planktic"
"14","2018","Peral","Foraminifera","Globoconella","Globoconella inflata","Globoconella","Globoconella inflata","8 Open ocean thermocline","Aze et al 2011","G. inflata 450-500 MD08-3179","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.625,0.006,14.933,12.04938103,0.02239,0.002,4,NA,"90","","","ICDES","Large","Forams","Planktic"
"15","2018","Peral","Foraminifera","Globorotalia","Globorotalia menardii","Globorotalia","Globorotalia menardii","3 Open ocean thermocline","Aze et al 2011","Globorotalia menardii MD00-2360","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",19,0.609,0.003,21.196,11.54207052,0.02248,0.002,19,NA,"90","","","ICDES","Large","Forams","Planktic"
"16","2018","Peral","Foraminifera","Globorotalia","Globorotalia menardii","Globorotalia","Globorotalia menardii","3 Open ocean thermocline","Aze et al 2011","Globorotalia menardii MD02-2577","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",8,0.611,0.005,19.512,11.67528062,0.02217,0.002,8,NA,"90","","","ICDES","Large","Forams","Planktic"
"17","2018","Peral","Foraminifera","Globorotalia","Globorotalia menardii","Globorotalia","Globorotalia menardii","3 Open ocean thermocline","Aze et al 2011","Globorotalia menardii MD12-3426","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",8,0.619,0.008,21.051,11.55345058,0.02162,0.002,7,NA,"90","","","ICDES","Large","Forams","Planktic"
"18","2018","Peral","Foraminifera","Globorotalia","Globorotalia truncatulinoides (d.)","Globorotalia","Globorotalia truncatulinoides","4 Open ocean sub-thermocline","Aze et al 2011","Globorotalia truncatulinoides (d.) MD08-3179","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",16,0.629,0.004,13.039,12.20939448,0.02375,0.002,15,NA,"90","","","ICDES","Large","Forams","Planktic"
"19","2018","Peral","Foraminifera","Globorotalia","Globorotalia truncatulinoides (s.)","Globorotalia","Globorotalia truncatulinoides","4 Open ocean sub-thermocline","Aze et al 2011","Globorotalia truncatulinoides (s.) MD08-3179","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",12,0.636,0.004,13.039,12.20939448,0.02375,0.002,5,NA,"90","","","ICDES","Large","Forams","Planktic"
"20","2018","Peral","Foraminifera","Neogloboquadrina","Neogloboquadrina pachyderma (d.)","Neogloboquadrina","Neogloboquadrina pachyderma","5 High-latitude","Aze et al 2011","Neogloboquadrina pachyderma (d.) MD03-2680","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.65,0.006,9.933,12.47878842,0.02153,0.002,8,NA,"90","","","ICDES","Large","Forams","Planktic"
"21","2018","Peral","Foraminifera","Neogloboquadrina","Neogloboquadrina pachyderma (d.)","Neogloboquadrina","Neogloboquadrina pachyderma","5 High-latitude","Aze et al 2011","Neogloboquadrina pachyderma (d.) MD04-2720","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.68,0.002,4.886,12.93593832,0.02154,0.002,4,NA,"90","","","ICDES","Large","Forams","Planktic"
"22","2018","Peral","Foraminifera","Neogloboquadrina","Neogloboquadrina pachyderma (d.)","Neogloboquadrina","Neogloboquadrina pachyderma","5 High-latitude","Aze et al 2011","Neogloboquadrina pachyderma (d.) MD08-3182","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.653,0.003,11.169,12.37052793,0.02165,0.002,4,NA,"90","","","ICDES","Large","Forams","Planktic"
"23","2018","Peral","Foraminifera","Neogloboquadrina","Neogloboquadrina pachyderma (s.)","Neogloboquadrina","Neogloboquadrina pachyderma","5 High-latitude","Aze et al 2011","Neogloboquadrina pachyderma (s.) MOCOSEDst1","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",8,0.667,0.004,4.987,12.92654517,0.02126,0.002,8,NA,"90","","","ICDES","Large","Forams","Planktic"
"24","2018","Peral","Foraminifera","Orbulina","Orbulina universa","Orbulina","Orbulina universa","4 Open ocean sub-thermocline","Aze et al 2011","Orbulina universa MD00-2360","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",7,0.607,0.003,23.405,11.37076014,0.02391,0.002,8,NA,"90","","","ICDES","Large","Forams","Planktic"
"25","2018","Peral","Foraminifera","Orbulina","Orbulina universa","Orbulina","Orbulina universa","4 Open ocean sub-thermocline","Aze et al 2011","Orbulina universa MD02-2577","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.616,0.009,18.37,11.76693324,0.02188,0.002,8,NA,"90","","","ICDES","Large","Forams","Planktic"
"26","2018","Peral","Foraminifera","Orbulina","Orbulina universa","Orbulina","Orbulina universa","4 Open ocean sub-thermocline","Aze et al 2011","Orbulina universa MD12-3426","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.603,0.005,24.159,11.31315892,0.0221,0.002,4,NA,"90","","","ICDES","Large","Forams","Planktic"
"27","2018","Peral","Foraminifera","Uvigerina","Uvigerina mediterranea","Uvigerina","Uvigerina mediterranea","Unknown","","Uvigerina mediterranea 2FPA1","C","IPSL","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",31,0.647,0.002,10.06652653,12.46702458,0.93188,0.082,31,NA,"90","","","ICDES","Large","Forams","Benthic"
"28","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globorotalia","tumida","Globorotalia","tumida","3 Open ocean thermocline","Aze et al 2011","2_5BC37 G tumida","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.601,0.009,19.832,11.64979066,0.02277,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"29","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","2BC13 sacculifer","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.57,0.01,26.2515,11.15557747,0.02098,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"30","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globorotalia","tumida","Globorotalia","tumida","3 Open ocean thermocline","Aze et al 2011","3BC16 G tumida","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.602,0.004,20.069,11.63096593,0.02188,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"31","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globorotalia","tumida","Globorotalia","tumida","3 Open ocean thermocline","Aze et al 2011","4BC51 G tumida","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.583,0.009,19.774,11.65440452,0.02231,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"32","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globorotalia","tumida","Globorotalia","tumida","3 Open ocean thermocline","Aze et al 2011","5_5BC58 G tumida","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.609,0.012,17.931,11.8024531,0.02223,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"33","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globorotalia","tumida","Globorotalia","tumida","3 Open ocean thermocline","Aze et al 2011","5BC54 g tumida AT-136","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.637,0.009,18.07,11.79118912,0.02212,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"34","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globigerinoides","ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","806A 1-1_9-11 G ruber","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",2,0.571,0.007,17.5683,11.83192094,0.01898,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"35","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","806A 1-1_9-11 G sacculifer","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",2,0.582,0.002,15.0465,12.03989212,0.02195,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"36","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Bulk","","Bulk","","","","BOFS 6K","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.618,0.011,15.623,11.99186776,0.02245,0.002,NA,NA,"25","","","CDES","Large","Forams","Neither"
"37","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Cibicidoides","mundulus","Cibicidoides","mundulus","","","CD113 site A C MUNDULUS","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.664,0.012,6.605177201,12.77743661,0.8678,0.079,NA,NA,"25","","","CDES","Large","Forams","Benthic"
"38","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Planulina","wuellerstorfi","Planulina","wuellerstorfi","Unknown","","CD113 site A C WUELLERSTORFI","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",2,0.632,0.02,5.528060907,12.87639943,0.85923,0.079,NA,NA,"25","","","CDES","Large","Forams","Benthic"
"39","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Oridorsalis","umbonatus","Oridorsalis","umbonatus","","","CD113 site A O UMBONATUS","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.652,0.009,6.065002353,12.8269234,0.86335,0.079,NA,NA,"25","","","CDES","Large","Forams","Benthic"
"40","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globorotalia","hirsuta","Globorotalia","hirsuta","4 Open ocean sub-thermocline","Aze et al 2011","CD145 A150 G HIRSUTA CLEANED OXID","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.628,0.01,11.397,12.35071151,0.02193,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"41","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globigerinoides","ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","CD145 A150 g ruber","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.575,0.008,27.285,11.07895884,0.01914,0.001,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"42","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Uvigerina","semiornata","Uvigerina","semiornata","","","CD145 A150 UVIGERINA","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.615,0.01,17.58427503,11.83062072,1.00975,0.082,NA,NA,"90","","","CDES","Large","Forams","Benthic"
"43","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globigerinoides","ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","CD145 A300 0-1 CM G RUBER PLANKTIC FORAM","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",2,0.574,0.019,27.6749,11.05025851,0.01914,0.001,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"44","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Uvigerina","semiornata","Uvigerina","semiornata","","","CD145 A300 0-2 UVIGERINA","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",2,0.613,0.033,17.90675743,11.80441928,1.1471,0.092,NA,NA,"25","","","CDES","Large","Forams","Benthic"
"45","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globigerinoides","ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","CD145 A500 0-1 CM G RUBER PLANKTIC FORAM","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",2,0.572,0.007,27.5615,11.05859431,0.01907,0.001,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"46","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","CD145 A500 P OBLIQUILOCULATA","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.595,0.012,24.169,11.31239792,0.02237,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"47","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Uvigerina","semiornata","Uvigerina","semiornata","","","CD145 A500 UVIGERINA","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.596,0.01,15.43203137,12.0077442,2.45932,0.202,NA,NA,"25","","","CDES","Large","Forams","Benthic"
"48","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","CH115-80P G SACC","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.552,0.009,22.671,11.42725709,0.0209,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"49","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","CH75-18-16 G Sacc","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.568,0.009,24.0831,11.3189374,0.02213,0.002,NA,NA,"90","","","CDES","Large","Forams","Planktic"
"50","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globorotalia","menardii","Globorotalia","menardii","3 Open ocean thermocline","Aze et al 2011","KNR-110-43PC G MENARDII","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.571,0.006,22.322,11.4542679,0.02206,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"51","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","KNR110-43-PC G SACC","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.589,0.018,28.1606,11.01466212,0.02078,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"52","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Bulk","","Bulk","","","","MD97-2138 0-5 bulk","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.611,0.003,24.876,11.25878931,0.02214,0.002,NA,NA,"25","","","CDES","Large","Forams","Neither"
"53","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globigerinoides","ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","MD97-2138 g ruber 0-5 cm","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.591,0.005,27.2471,11.0817546,0.01899,0.001,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"54","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Hoeglundina","elegans","Hoeglundina","elegans","Unknown","","NEAP 19 HOEGLUNDINA ELEGANS","A","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",2,0.668,0.019,7.784655718,12.67037203,0.97864,0.088,NA,NA,"25","","","CDES","Large","Forams","Benthic"
"55","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globigerina","bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","NEAP 3B G bulloides","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.621,0.019,12.4288,12.26162617,0.02432,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"56","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Bulk","","Bulk","","","","NEAP 5B","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.663,0.016,8.144,12.6380207,0.02212,0.002,NA,NA,"25","","","CDES","Large","Forams","Neither"
"57","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Mixed","benthic","Mixed","benthic","","","OJP 5BC 54 MIXED BENTHIC SPECIES","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.652,0.014,5.132623247,12.91301997,0.85577,0.079,NA,NA,"25","","","CDES","Large","Forams","Benthic"
"58","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Oridorsalis","umbonatus","Oridorsalis","umbonatus","","","PS1243 O umbonatus","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.675,0.007,1.810683656,13.22692229,0.82982,0.079,NA,NA,"90","","","CDES","Large","Forams","Benthic"
"59","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Planulina","wuellerstorfi","Planulina","wuellerstorfi","Unknown","","PS1243 wuellerstorfi","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.675,0.007,-0.12233663,13.41487701,0.81543,0.08,NA,NA,"25","","","CDES","Large","Forams","Benthic"
"60","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globigerina","bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","T90 10B G BULLOIDES","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.647,0.009,17.2463,11.85817466,0.02417,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"61","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globorotalia","truncatulinoides","Globorotalia","truncatulinoides","4 Open ocean sub-thermocline","Aze et al 2011","T90 10B G truncatulinoides","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.641,0.01,13.724,12.15115671,0.02213,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"62","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globorotalia","hirsuta","Globorotalia","hirsuta","4 Open ocean sub-thermocline","Aze et al 2011","T90 g hirsuta","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.602,0.009,11.643,12.329384,0.02242,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"63","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globigerinoides","ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","V24-109 G ruber","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.653,0.008,17.884,11.80626544,0.01901,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"64","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","V24-109 G sacc without sac","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",2,0.626,0.041,20.546,11.59321624,0.02064,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"65","in prep","Tripati (reprocessed from Tripati 2010)","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","V26-46-G sacc","C","Caltech","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",1,0.535,0.037,24.7422,11.26890549,0.02129,0.002,NA,NA,"25","","","CDES","Large","Forams","Planktic"
"66","2018","Breitenbach","Foraminifera","","Globigerina bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","Globigerina bulloides T88-07B","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",8,0.613,0.003,13.1643,12.1987104,0.02401,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"67","2018","Breitenbach","Foraminifera","","Globigerina bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","Globigerina bulloides T88-07B","C","Cambridge","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",9,0.615,0.004,13.6518,12.15727539,0.02435,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
