"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.26654983,0.02540037,0.037693177,0.002068922
"2","OLS",0.26614832,0.02319343,0.036909081,0.002090998
"3","WOLS",0.25773729,0.02004213,0.037627121,0.001850041
"4","York",0.26661822,0.02633382,0.037671792,0.002150054
"5","BLM1_fit",0.256627906193469,0.0207521857688964,0.0376797592068873,0.00172857579273947
"6","BLM1_fit_NoErrors",0.25612316900399,0.0229129051721105,0.0377137247769196,0.0018912475409208
"7","BLM3_fit",0.256150449936543,0.0222128628273814,0.037723229322218,0.00184190969039875
