"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,59.3486075531059,2.46224472870887
"2","OLS","Test2",0.7,0.005,18.5228277817289,1.66632823750462
"3","OLS","Test3",0.8,0.005,-10.2102128427029,1.22275107083817
"4","OLS","Test4",0.6,0.01,59.3486075531059,4.87058648254737
"5","OLS","Test5",0.7,0.01,18.5228277817289,3.30441973324287
"6","OLS","Test6",0.8,0.01,-10.2102128427029,2.42860076622736
"7","OLS","Test7",0.6,0.02,59.3486075531059,9.53321864790087
"8","OLS","Test8",0.7,0.02,18.5228277817289,6.49901629306754
"9","OLS","Test9",0.8,0.02,-10.2102128427029,4.79112704950063
"10","York","Test1",0.6,0.005,63.0031696290249,2.49277750447641
"11","York","Test2",0.7,0.005,21.6807769063973,1.68618027394831
"12","York","Test3",0.8,0.005,-7.3903437983966,1.23694551371511
"13","York","Test4",0.6,0.01,63.0031696290249,4.93090866245706
"14","York","Test5",0.7,0.01,21.6807769063973,3.3437570352944
"15","York","Test6",0.8,0.01,-7.3903437983966,2.45677863068784
"16","York","Test7",0.6,0.02,63.0031696290249,9.65100550535834
"17","York","Test8",0.7,0.02,21.6807769063973,6.57626768268284
"18","York","Test9",0.8,0.02,-7.3903437983966,4.84665912952147
"19","Deming","Test1",0.6,0.005,63.064082600448,2.49272351612512
"20","Deming","Test2",0.7,0.005,21.7411801127569,1.68626190023355
"21","Deming","Test3",0.8,0.005,-7.33196479688161,1.23705971856367
"22","Deming","Test4",0.6,0.01,63.064082600448,4.9308127910503
"23","Deming","Test5",0.7,0.01,21.7411801127569,3.34392332740128
"24","Deming","Test6",0.8,0.01,-7.33196479688161,2.45700761917266
"25","Deming","Test7",0.6,0.02,63.064082600448,9.65085894971457
"26","Deming","Test8",0.7,0.02,21.7411801127569,6.57661160870668
"27","Deming","Test9",0.8,0.02,-7.33196479688161,4.84711917679613
"28","WOLS","Test1",0.6,0.005,58.416545603331,2.39565542264307
"29","WOLS","Test2",0.7,0.005,18.5324743245641,1.63495773928895
"30","WOLS","Test3",0.8,0.005,-9.73189170701596,1.20610513241155
"31","WOLS","Test4",0.6,0.01,58.416545603331,4.74012238650067
"32","WOLS","Test5",0.7,0.01,18.5324743245641,3.24272701775953
"33","WOLS","Test6",0.8,0.01,-9.73189170701596,2.3957934626788
"34","WOLS","Test7",0.6,0.02,58.416545603331,9.28259315340449
"35","WOLS","Test8",0.7,0.02,18.5324743245641,6.37965306125733
"36","WOLS","Test9",0.8,0.02,-9.73189170701596,4.72738451870867
"37","BayesianBLM1","Test1",0.6,0.005,49.1577356716029,1.98651086472858
"38","BayesianBLM1","Test2",0.7,0.005,21.1523363839716,1.49181778613227
"39","BayesianBLM1","Test3",0.8,0.005,-0.65513650828326,1.19766023758532
"40","BayesianBLM1","Test4",0.6,0.01,39.6730602418958,2.63307341726848
"41","BayesianBLM1","Test5",0.7,0.01,24.1095463174918,2.26924828904551
"42","BayesianBLM1","Test6",0.8,0.01,10.9188584612775,1.9789972270971
"43","BayesianBLM1","Test7",0.6,0.02,32.44657776202,2.94142491667916
"44","BayesianBLM1","Test8",0.7,0.02,26.9669718715985,2.77953733880526
"45","BayesianBLM1","Test9",0.8,0.02,21.7112629988423,2.60051559922557
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,49.0154490548882,1.95976455571977
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,21.0486165836602,1.47731051229013
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-0.631137942597161,1.19592321142722
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,39.5802423859963,2.58961588510036
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,24.2433943333492,2.24866400726663
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,10.8437687790141,1.92478141359683
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,32.3914932071655,2.94602765363904
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,26.9392669361051,2.82631240377255
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,21.6470538453104,2.64842857722054
"55","infTempBayesianBLM3","Test1",0.6,0.005,49.0832817818313,1.95624213174036
"56","infTempBayesianBLM3","Test2",0.7,0.005,21.1570680734219,1.51599214542905
"57","infTempBayesianBLM3","Test3",0.8,0.005,-0.548572410493609,1.19782233486499
"58","infTempBayesianBLM3","Test4",0.6,0.01,39.6084507390018,2.64691277879695
"59","infTempBayesianBLM3","Test5",0.7,0.01,24.123747433535,2.28718507525891
"60","infTempBayesianBLM3","Test6",0.8,0.01,10.795549856149,1.93304260614268
"61","infTempBayesianBLM3","Test7",0.6,0.02,32.5040322709152,2.89282134345659
"62","infTempBayesianBLM3","Test8",0.7,0.02,26.781889414131,2.7388578554254
"63","infTempBayesianBLM3","Test9",0.8,0.02,21.4620363313763,2.61347488616621
