"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.27072517,0.0175911,0.037116112,0.001412836
"2","OLS",0.26848667,0.01652108,0.036697058,0.001505342
"3","WOLS",0.26507685,0.01490211,0.037000777,0.001377745
"4","York",0.27054922,0.01802465,0.037132583,0.001454068
"5","BLM1_fit",0.26183435363077,0.0180251635788633,0.0372513779061008,0.00149395463118837
"6","BLM1_fit_NoErrors",0.262246506993064,0.018925153813401,0.0372127692298851,0.00156215354842973
"7","BLM3_fit",0.26195005805278,0.0180880779150537,0.0372517921188963,0.00149315937898535
