"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,59.6038288857443,2.48389232205551
"2","OLS","Test2",0.7,0.005,18.4743177524495,1.67633798552811
"3","OLS","Test3",0.8,0.005,-10.4071596867365,1.22796895172945
"4","OLS","Test4",0.6,0.01,59.6038288857443,4.91297817237859
"5","OLS","Test5",0.7,0.01,18.4743177524495,3.32409620829333
"6","OLS","Test6",0.8,0.01,-10.4071596867365,2.4388799839831
"7","OLS","Test7",0.6,0.02,59.6038288857443,9.61457625671494
"8","OLS","Test8",0.7,0.02,18.4743177524495,6.53705400534733
"9","OLS","Test9",0.8,0.02,-10.4071596867365,4.81108104382383
"10","York","Test1",0.6,0.005,62.6130156754188,2.51931640398863
"11","York","Test2",0.7,0.005,20.9332465011871,1.69719665760874
"12","York","Test3",0.8,0.005,-8.29176940948798,1.2418558124437
"13","York","Test4",0.6,0.01,62.6130156754188,4.98276148539264
"14","York","Test5",0.7,0.01,20.9332465011871,3.36534415250458
"15","York","Test6",0.8,0.01,-8.29176940948798,2.46640557041366
"16","York","Test7",0.6,0.02,62.6130156754188,9.75007557277513
"17","York","Test8",0.7,0.02,20.9332465011871,6.61773698022506
"18","York","Test9",0.8,0.02,-8.29176940948798,4.8651672213976
"19","Deming","Test1",0.6,0.005,62.5607018416844,2.51783419747579
"20","Deming","Test2",0.7,0.005,20.9024057270866,1.69645396251309
"21","Deming","Test3",0.8,0.005,-8.31114987500234,1.24142920544705
"22","Deming","Test4",0.6,0.01,62.5607018416844,4.97985374259684
"23","Deming","Test5",0.7,0.01,20.9024057270866,3.36388102646242
"24","Deming","Test6",0.8,0.01,-8.31114987500234,2.4655629354919
"25","Deming","Test7",0.6,0.02,62.5607018416844,9.74447528496216
"26","Deming","Test8",0.7,0.02,20.9024057270866,6.61489625291557
"27","Deming","Test9",0.8,0.02,-8.31114987500234,4.86352288600295
"28","WOLS","Test1",0.6,0.005,59.1100775289329,2.4487940457164
"29","WOLS","Test2",0.7,0.005,18.4750114057092,1.65994472889258
"30","WOLS","Test3",0.8,0.005,-10.162190595861,1.21932092139514
"31","WOLS","Test4",0.6,0.01,59.1100775289329,4.84423045841186
"32","WOLS","Test5",0.7,0.01,18.4750114057092,3.29186289037852
"33","WOLS","Test6",0.8,0.01,-10.162190595861,2.42183776695583
"34","WOLS","Test7",0.6,0.02,59.1100775289329,9.48257595884797
"35","WOLS","Test8",0.7,0.02,18.4750114057092,6.47470904194097
"36","WOLS","Test9",0.8,0.02,-10.162190595861,4.77797700604879
"37","BayesianBLM1","Test1",0.6,0.005,59.5149740228881,2.54607953479896
"38","BayesianBLM1","Test2",0.7,0.005,18.2613115293364,1.72013545551454
"39","BayesianBLM1","Test3",0.8,0.005,-10.517908979488,1.24585411463768
"40","BayesianBLM1","Test4",0.6,0.01,59.3131743486739,5.22635213885432
"41","BayesianBLM1","Test5",0.7,0.01,18.5044099184647,3.21945943827138
"42","BayesianBLM1","Test6",0.8,0.01,-10.6431683483545,2.56913604500455
"43","BayesianBLM1","Test7",0.6,0.02,60.8609688900688,10.4569148065237
"44","BayesianBLM1","Test8",0.7,0.02,18.2585181538326,6.93186758149736
"45","BayesianBLM1","Test9",0.8,0.02,-10.1166152074045,5.47779107704054
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,59.8111910889228,2.66237696670561
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,18.6802423329379,1.76635435061737
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-10.4007353269199,1.29796397399698
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,59.7281735205957,5.01587015391595
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,18.7410508669354,3.37832420937857
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,-10.0796680867364,2.5780019539781
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,59.1024242107428,10.5144904096526
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,19.2357704068942,6.60213349403814
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,-10.3934156803906,5.25661316581476
"55","infTempBayesianBLM3","Test1",0.6,0.005,59.5493255648406,2.60586347354045
"56","infTempBayesianBLM3","Test2",0.7,0.005,18.4726861040156,1.70639879496059
"57","infTempBayesianBLM3","Test3",0.8,0.005,-10.3635293203184,1.2924454205334
"58","infTempBayesianBLM3","Test4",0.6,0.01,59.5560490837299,5.03429775242917
"59","infTempBayesianBLM3","Test5",0.7,0.01,18.3794863823572,3.22418683833994
"60","infTempBayesianBLM3","Test6",0.8,0.01,-10.2836999895647,2.45766279761736
"61","infTempBayesianBLM3","Test7",0.6,0.02,58.3311823840946,9.65373292830379
"62","infTempBayesianBLM3","Test8",0.7,0.02,18.7472921290088,7.32845311489451
"63","infTempBayesianBLM3","Test9",0.8,0.02,-10.3758492552819,5.08135233744974
