"","Model","Sample","D47","D47error","meanTemp","error"
"1","OLS","Test1",0.6,0.005,59.8413070224042,2.48508848393084
"2","OLS","Test2",0.7,0.005,18.6903811764591,1.67728033023974
"3","OLS","Test3",0.8,0.005,-10.2080349651909,1.22872111692845
"4","OLS","Test4",0.6,0.01,59.8413070224042,4.91535663435138
"5","OLS","Test5",0.7,0.01,18.6903811764591,3.32596988152829
"6","OLS","Test6",0.8,0.01,-10.2080349651909,2.44037632185655
"7","OLS","Test7",0.6,0.02,59.8413070224042,9.61927797245039
"8","OLS","Test8",0.7,0.02,18.6903811764591,6.54075796286662
"9","OLS","Test9",0.8,0.02,-10.2080349651909,4.81404225730108
"10","York","Test1",0.6,0.005,61.1829606754256,2.50077680752821
"11","York","Test2",0.7,0.005,19.7881103731943,1.68653697923679
"12","York","Test3",0.8,0.005,-9.26286428970218,1.23489277338246
"13","York","Test4",0.6,0.01,61.1829606754256,4.94626356069034
"14","York","Test5",0.7,0.01,19.7881103731943,3.3442756293154
"15","York","Test6",0.8,0.01,-9.26286428970218,2.45260973300134
"16","York","Test7",0.6,0.02,61.1829606754256,9.6792974290716
"17","York","Test8",0.7,0.02,19.7881103731943,6.57656778281023
"18","York","Test9",0.8,0.02,-9.26286428970218,4.8380816417785
"19","Deming","Test1",0.6,0.005,61.169577258175,2.50006991085627
"20","Deming","Test2",0.7,0.005,19.7847334517598,1.68620253198316
"21","Deming","Test3",0.8,0.005,-9.26122025157861,1.2347129830062
"22","Deming","Test4",0.6,0.01,61.169577258175,4.94487861118824
"23","Deming","Test5",0.7,0.01,19.7847334517598,3.34361776232822
"24","Deming","Test6",0.8,0.01,-9.26122025157861,2.45225523602443
"25","Deming","Test7",0.6,0.02,61.169577258175,9.676636924023
"26","Deming","Test8",0.7,0.02,19.7847334517598,6.57529434966943
"27","Deming","Test9",0.8,0.02,-9.26122025157861,4.83739228820593
"28","WOLS","Test1",0.6,0.005,59.8489275914132,2.48434843750954
"29","WOLS","Test2",0.7,0.005,18.7080339715395,1.67696752370364
"30","WOLS","Test3",0.8,0.005,-10.1859646178423,1.22857748556316
"31","WOLS","Test4",0.6,0.01,59.8489275914132,4.91391018280746
"32","WOLS","Test5",0.7,0.01,18.7080339715395,3.32535658012307
"33","WOLS","Test6",0.8,0.01,-10.1859646178423,2.44009444902679
"34","WOLS","Test7",0.6,0.02,59.8489275914132,9.61651240849091
"35","WOLS","Test8",0.7,0.02,18.7080339715395,6.53957847652811
"36","WOLS","Test9",0.8,0.02,-10.1859646178423,4.81349927700967
"37","BayesianBLM1","Test1",0.6,0.005,59.9426095933259,2.54393881254788
"38","BayesianBLM1","Test2",0.7,0.005,18.6544418748856,1.79593595366268
"39","BayesianBLM1","Test3",0.8,0.005,-10.0694960749977,1.24230881088726
"40","BayesianBLM1","Test4",0.6,0.01,59.757084539663,4.89572367650947
"41","BayesianBLM1","Test5",0.7,0.01,18.2581568920973,3.46898658321459
"42","BayesianBLM1","Test6",0.8,0.01,-9.78200361757395,2.78153817533784
"43","BayesianBLM1","Test7",0.6,0.02,62.1319259412992,10.0047108732533
"44","BayesianBLM1","Test8",0.7,0.02,19.3020540811723,7.26440649080813
"45","BayesianBLM1","Test9",0.8,0.02,-8.47798701062551,4.88294592985067
"46","BayesianBLM1_NoErrors","Test1",0.6,0.005,59.8592821465307,2.60335167867981
"47","BayesianBLM1_NoErrors","Test2",0.7,0.005,18.5425173594594,1.67923214710351
"48","BayesianBLM1_NoErrors","Test3",0.8,0.005,-10.3882743585268,1.19492290277309
"49","BayesianBLM1_NoErrors","Test4",0.6,0.01,60.9549830643908,5.23963583485945
"50","BayesianBLM1_NoErrors","Test5",0.7,0.01,19.3471488479612,3.61274494778405
"51","BayesianBLM1_NoErrors","Test6",0.8,0.01,-9.68130778012811,2.53330519919482
"52","BayesianBLM1_NoErrors","Test7",0.6,0.02,61.2607256657262,9.29268998792666
"53","BayesianBLM1_NoErrors","Test8",0.7,0.02,18.0410015000971,5.80715369469626
"54","BayesianBLM1_NoErrors","Test9",0.8,0.02,-8.89952760340825,4.5970637290817
"55","infTempBayesianBLM3","Test1",0.6,0.005,60.1727974400569,2.57447574140708
"56","infTempBayesianBLM3","Test2",0.7,0.005,18.812117945058,1.73384623727819
"57","infTempBayesianBLM3","Test3",0.8,0.005,-10.2187424262038,1.21316358398291
"58","infTempBayesianBLM3","Test4",0.6,0.01,59.9012948449691,4.90039038151219
"59","infTempBayesianBLM3","Test5",0.7,0.01,18.2640094249445,3.23318805239968
"60","infTempBayesianBLM3","Test6",0.8,0.01,-10.519151042821,2.24282695764496
"61","infTempBayesianBLM3","Test7",0.6,0.02,60.6982868829041,9.79466383880531
"62","infTempBayesianBLM3","Test8",0.7,0.02,19.4382123881388,5.75551944613217
"63","infTempBayesianBLM3","Test9",0.8,0.02,-11.0632374297766,4.80315203179768
