"","Model","alpha.mean","alpha.sd","beta.mean","beta.sd"
"1","Deming",0.269613863,0.007120293,0.0369302137,0.0005691076
"2","OLS",0.269503254,0.008528084,0.0366629285,0.0007753657
"3","WOLS",0.268768776,0.007884559,0.0367217209,0.0007296413
"4","York",0.269684827,0.007049668,0.0369267661,0.0005625286
"5","BLM1_fit",0.267560398194264,0.0100102234271793,0.036821726290837,0.000833649569811691
"6","BLM1_fit_NoErrors",0.267001736744251,0.0103074308395584,0.0368713597376757,0.000858788730527809
"7","BLM3_fit",0.267393430366848,0.00975548496645669,0.0368373260570233,0.000813063810330979
